category,iso3,region,year,population,pred_per_mn,units
general,CAN,北米,2028,40682459.4253,131.2232,5622.5616
general,CAN,北米,2029,40869408.3448,123.0148,5257.7174
general,CAN,北米,2030,41057216.3544,138.3815,5901.3695
general,CAN,北米,2031,41245887.4019,135.1966,5754.2158
general,CAN,北米,2032,41435425.4532,138.2567,5874.2855
general,CAN,北米,2033,41625834.4925,149.5608,6344.9977
general,CAN,北米,2034,41817118.5223,146.0215,6186.7895
general,CAN,北米,2035,42009281.5634,144.3781,6110.3837
general,CAN,北米,2036,42202327.6552,140.0681,5922.4713
general,CAN,北米,2037,42396260.8556,140.8228,5949.854
general,CAN,北米,2038,42591085.241,148.7925,6282.7851
general,CAN,北米,2039,42786804.9069,142.0486,5995.2795
general,CAN,北米,2040,42983423.9672,141.1791,5956.6699
general,CAN,北米,2041,43180946.5551,143.178,6039.8373
general,CAN,北米,2042,43379376.8224,157.0951,6626.4215
general,CAN,北米,2043,43578718.9404,157.7294,6653.4175
general,CAN,北米,2044,43778977.0991,168.0856,7091.2551
general,CAN,北米,2045,43980155.5082,171.628,7242.4106
general,CAN,北米,2046,44182258.3964,173.3111,7315.8203
general,CAN,北米,2047,44385290.0121,173.0067,7305.9644
general,CAN,北米,2048,44589254.6231,174.0345,7352.9564
general,CAN,北米,2049,44794156.5166,172.8925,7308.8089
general,CAN,北米,2050,45000000.0,172.9974,7317.8503
general,CHL,中南米,2026,19885134.2966,99.3974,2076.751
general,CHL,中南米,2027,19910381.6081,108.6888,2258.9902
general,CHL,中南米,2028,19935660.9749,103.2869,2135.9812
general,CHL,中南米,2029,19960972.4379,103.3077,2126.1934
general,CHL,中南米,2030,19986316.0378,102.8253,2106.5747
general,CHL,中南米,2031,20011691.8154,102.3264,2087.1532
general,CHL,中南米,2032,20037099.8116,102.4233,2080.332
general,CHL,中南米,2033,20062540.0672,102.2833,2069.0847
general,CHL,中南米,2034,20088012.6232,102.9499,2074.465
general,CHL,中南米,2035,20113517.5206,101.8747,2045.1089
general,CHL,中南米,2036,20139054.8005,101.5675,2031.5767
general,CHL,中南米,2037,20164624.5041,100.5982,2005.1748
general,CHL,中南米,2038,20190226.6724,100.3271,1993.0331
general,CHL,中南米,2039,20215861.3466,99.9434,1978.9392
general,CHL,中南米,2040,20241528.5682,97.6652,1927.7231
general,CHL,中南米,2041,20267228.3783,96.796,1904.7154
general,CHL,中南米,2042,20292960.8184,96.7818,1898.7745
general,CHL,中南米,2043,20318725.9298,97.0459,1898.4527
general,CHL,中南米,2044,20344523.7542,94.8286,1849.8572
general,CHL,中南米,2045,20370354.3329,95.0419,1848.9364
general,CHL,中南米,2046,20396217.7076,95.745,1857.6351
general,CHL,中南米,2047,20422113.92,97.0315,1877.6814
general,CHL,中南米,2048,20448043.0116,105.1733,2030.0422
general,CHL,中南米,2049,20474005.0244,117.9581,2271.1262
general,CHL,中南米,2050,20500000.0,110.7668,2127.4512
general,CHN,中国,2026,1409495966.4584,98.3925,130171.311
general,CHN,中国,2027,1402926601.7208,103.9002,136959.0964
general,CHN,中国,2028,1396387855.4128,88.0024,115550.6413
general,CHN,中国,2029,1389879584.8283,108.8237,142296.9891
general,CHN,中国,2030,1383401647.9265,112.1897,146055.0919
general,CHN,中国,2031,1376953903.3283,113.531,147120.8735
general,CHN,中国,2032,1370536210.3138,116.0159,149618.3008
general,CHN,中国,2033,1364148428.8189,114.8879,147423.0695
general,CHN,中国,2034,1357790419.4323,113.6112,145030.4027
general,CHN,中国,2035,1351462043.3923,137.8556,175039.6167
general,CHN,中国,2036,1345163162.5843,139.3335,175943.9596
general,CHN,中国,2037,1338893639.5371,139.5031,175164.6287
general,CHN,中国,2038,1332653337.4204,128.4254,160323.9919
general,CHN,中国,2039,1326442120.0415,135.1829,167764.2114
general,CHN,中国,2040,1320259851.8426,131.0646,161674.659
general,CHN,中国,2041,1314106397.8976,132.6515,162629.761
general,CHN,中国,2042,1307981623.9094,138.2289,168412.2059
general,CHN,中国,2043,1301885396.2067,152.0816,184118.1583
general,CHN,中国,2044,1295817581.7412,143.0804,172110.1569
general,CHN,中国,2045,1289778048.0849,143.3484,171312.5705
general,CHN,中国,2046,1283766663.4267,141.0648,167475.5955
general,CHN,中国,2047,1277783296.5702,139.708,164762.8715
general,CHN,中国,2048,1271827816.9303,132.8578,155632.6626
general,CHN,中国,2049,1265900094.5304,131.6714,153198.1075
general,CHN,中国,2050,1260000000.0,138.4704,160007.8943
general,COD,アフリカ,2026,115824749.1989,0.5312,22.931
general,COD,アフリカ,2027,118848739.6706,1.8107,85.4067
general,COD,アフリカ,2028,121951681.4754,2.498,128.1828
general,COD,アフリカ,2029,125135635.9008,3.559,197.8654
general,COD,アフリカ,2030,128402718.0507,2.2257,133.5511
general,COD,アフリカ,2031,131755098.251,4.7601,307.1617
general,COD,アフリカ,2032,135195003.491,4.7601,329.2245
general,COD,アフリカ,2033,138724718.9033,5.3831,397.8153
general,COD,アフリカ,2034,142346589.2811,5.3831,423.8253
general,COD,アフリカ,2035,146063020.6365,5.3831,450.3109
general,COD,アフリカ,2036,149876481.7984,5.1922,460.3143
general,COD,アフリカ,2037,153789506.0528,4.7077,441.2722
general,COD,アフリカ,2038,157804692.8256,1.9536,193.1885
general,COD,アフリカ,2039,161924709.4091,0.0,0.0
general,COD,アフリカ,2040,166152292.7344,4.228,462.523
general,COD,アフリカ,2041,170490251.1892,4.1074,471.3016
general,COD,アフリカ,2042,174941466.4836,4.1074,493.5209
general,COD,アフリカ,2043,179508895.5641,4.1074,515.9821
general,COD,アフリカ,2044,184195572.5784,4.1074,538.6808
general,COD,アフリカ,2045,189004610.8906,4.1074,561.6148
general,COD,アフリカ,2046,193939205.1494,4.1074,584.7835
general,COD,アフリカ,2047,199002633.4106,4.1074,608.1885
general,COD,アフリカ,2048,204198259.3146,4.1074,631.8328
general,COD,アフリカ,2049,209529534.3207,4.1074,655.721
general,COD,アフリカ,2050,215000000.0,4.5972,760.9279
general,COL,中南米,2026,53487729.854,51.3713,1928.198
general,COL,中南米,2027,53549902.8927,56.5512,2169.1343
general,COL,中南米,2028,53612148.2001,62.7437,2455.5241
general,COL,中南米,2029,53674465.8601,65.4667,2610.2727
general,COL,中南米,2030,53736855.9569,69.9035,2835.6981
general,COL,中南米,2031,53799318.5747,71.9032,2963.8038
general,COL,中南米,2032,53861853.7978,68.1566,2851.2205
general,COL,中南米,2033,53924461.7105,72.4576,3072.877
general,COL,中南米,2034,53987142.3973,77.4466,3326.2185
general,COL,中南米,2035,54049895.9429,78.0725,3392.4411
general,COL,中南米,2036,54112722.432,80.1312,3519.5651
general,COL,中南米,2037,54175621.9492,83.7714,3716.1191
general,COL,中南米,2038,54238594.5796,84.1996,3769.3641
general,COL,中南米,2039,54301640.408,83.7046,3778.7908
general,COL,中南米,2040,54364759.5197,84.746,3855.4081
general,COL,中南米,2041,54427951.9997,92.9907,4260.5032
general,COL,中南米,2042,54491217.9333,93.3168,4303.202
general,COL,中南米,2043,54554557.4059,93.7475,4348.7131
general,COL,中南米,2044,54617970.5031,93.9075,4379.7026
general,COL,中南米,2045,54681457.3103,93.5297,4383.5589
general,COL,中南米,2046,54745017.9133,97.3031,4580.7874
general,COL,中南米,2047,54808652.3979,97.3031,4599.3158
general,COL,中南米,2048,54872360.8498,97.2321,4612.7316
general,COL,中南米,2049,54936143.3552,98.7486,4700.0478
general,COL,中南米,2050,55000000.0,98.7486,4713.8523
general,DEU,欧州,2026,83908155.1082,95.4282,7142.508
general,DEU,欧州,2027,83741566.6137,106.1979,7968.1668
general,DEU,欧州,2028,83575308.8586,105.0393,7896.704
general,DEU,欧州,2029,83409381.1861,107.06,8060.6567
general,DEU,欧州,2030,83243782.941,106.7067,8042.5817
general,DEU,欧州,2031,83078513.4691,115.2838,8694.7457
general,DEU,欧州,2032,82913572.1179,117.7712,8884.8077
general,DEU,欧州,2033,82748958.2358,125.3877,9458.6927
general,DEU,欧州,2034,82584671.1727,120.7548,9105.5194
general,DEU,欧州,2035,82420710.2797,118.5284,8931.2754
general,DEU,欧州,2036,82257074.9093,125.0776,9415.359
general,DEU,欧州,2037,82093764.4152,135.7246,10203.8976
general,DEU,欧州,2038,81930778.1524,135.8402,10197.1204
general,DEU,欧州,2039,81768115.4772,142.3567,10667.6297
general,DEU,欧州,2040,81605775.747,145.9614,10916.2763
general,DEU,欧州,2041,81443758.3209,147.7044,11022.7074
general,DEU,欧州,2042,81282062.5588,148.5272,11058.0113
general,DEU,欧州,2043,81120687.8222,148.7357,11045.51
general,DEU,欧州,2044,80959633.4737,147.8644,10951.2165
general,DEU,欧州,2045,80798898.8772,150.4137,11108.3024
general,DEU,欧州,2046,80638483.3979,150.4137,11075.0801
general,DEU,欧州,2047,80478386.4022,148.7317,10917.0193
general,DEU,欧州,2048,80318607.2578,149.9288,10969.141
general,DEU,欧州,2049,80159145.3337,148.8826,10855.9455
general,DEU,欧州,2050,80000000.0,152.4815,11079.7582
general,EGY,アフリカ,2026,119801615.4735,31.3743,1421.722
general,EGY,アフリカ,2027,121254648.0943,45.1199,2201.5411
general,EGY,アフリカ,2028,122725304.0484,47.3743,2478.1777
general,EGY,アフリカ,2029,124213797.0831,49.1485,2745.1717
general,EGY,アフリカ,2030,125720343.5383,56.6475,3365.6292
general,EGY,アフリカ,2031,127245162.3776,57.1389,3598.4078
general,EGY,アフリカ,2032,128788475.2207,57.617,3833.4626
general,EGY,アフリカ,2033,130350506.3748,55.7318,3905.4567
general,EGY,アフリカ,2034,131931482.8679,56.6588,4169.8322
general,EGY,アフリカ,2035,133531634.4815,54.9443,4235.4007
general,EGY,アフリカ,2036,135151193.7842,55.3538,4458.1561
general,EGY,アフリカ,2037,136790396.165,59.0413,4956.6544
general,EGY,アフリカ,2038,138449479.8681,60.9494,5322.0931
general,EGY,アフリカ,2039,140128686.0273,61.9777,5617.5758
general,EGY,アフリカ,2040,141828258.7009,59.2466,5563.5917
general,EGY,アフリカ,2041,143548444.9073,68.0003,6604.119
general,EGY,アフリカ,2042,145289494.661,69.0835,6927.4785
general,EGY,アフリカ,2043,147051661.0089,68.2495,7055.5254
general,EGY,アフリカ,2044,148835200.0667,68.2495,7263.3336
general,EGY,アフリカ,2045,150640371.0568,68.4931,7493.9229
general,EGY,アフリカ,2046,152467436.3455,67.6444,7599.3744
general,EGY,アフリカ,2047,154316661.4811,67.681,7798.1311
general,EGY,アフリカ,2048,156188315.2329,72.8718,8601.799
general,EGY,アフリカ,2049,158082669.6297,76.9328,9294.0917
general,EGY,アフリカ,2050,160000000.0,74.8896,9250.6333
general,ESP,欧州,2026,47812891.5006,109.346,4991.979
general,ESP,欧州,2027,47735947.0263,115.377,5258.2566
general,ESP,欧州,2028,47659126.3774,120.7651,5493.2888
general,ESP,欧州,2029,47582429.3547,118.9308,5398.5244
general,ESP,欧州,2030,47505855.7592,120.4417,5454.7432
general,ESP,欧州,2031,47429405.3923,119.3438,5391.9508
general,ESP,欧州,2032,47353078.0556,117.8937,5312.7682
general,ESP,欧州,2033,47276873.5513,118.0092,5303.6085
general,ESP,欧州,2034,47200791.6815,118.0092,5288.6025
general,ESP,欧州,2035,47124832.249,124.6211,5568.4474
general,ESP,欧州,2036,47048995.0568,118.2983,5269.7538
general,ESP,欧州,2037,46973279.908,125.0347,5552.2204
general,ESP,欧州,2038,46897686.6064,120.4242,5330.0568
general,ESP,欧州,2039,46822214.9557,121.7896,5372.4374
general,ESP,欧州,2040,46746864.7604,118.4691,5208.0151
general,ESP,欧州,2041,46671635.8248,118.6312,5196.8259
general,ESP,欧州,2042,46596527.9538,119.3963,5211.5877
general,ESP,欧州,2043,46521540.9527,121.618,5289.1708
general,ESP,欧州,2044,46446674.6269,119.936,5196.6307
general,ESP,欧州,2045,46371928.7821,130.4211,5629.5904
general,ESP,欧州,2046,46297303.2246,130.4211,5608.0166
general,ESP,欧州,2047,46222797.7608,141.5627,6063.4551
general,ESP,欧州,2048,46148412.1973,145.8456,6222.3374
general,ESP,欧州,2049,46074146.3413,151.4715,6436.659
general,ESP,欧州,2050,46000000.0,151.4715,6410.7885
general,FRA,欧州,2026,66624649.0457,107.84,6421.677
general,FRA,欧州,2027,66598504.3552,116.1364,6942.8882
general,FRA,欧州,2028,66572369.9242,119.224,7151.9671
general,FRA,欧州,2029,66546245.7489,118.3068,7118.0892
general,FRA,欧州,2030,66520131.8251,117.0752,7061.9505
general,FRA,欧州,2031,66494028.1489,119.9798,7252.729
general,FRA,欧州,2032,66467934.7163,120.3729,7289.4422
general,FRA,欧州,2033,66441851.5232,127.4001,7726.0378
general,FRA,欧州,2034,66415778.5656,123.1915,7479.0977
general,FRA,欧州,2035,66389715.8395,123.5712,7508.198
general,FRA,欧州,2036,66363663.3408,120.1558,7304.5098
general,FRA,欧州,2037,66337621.0656,120.5253,7328.8929
general,FRA,欧州,2038,66311589.0099,121.0112,7358.5676
general,FRA,欧州,2039,66285567.1696,119.9574,7292.9421
general,FRA,欧州,2040,66259555.5408,119.9574,7289.8447
general,FRA,欧州,2041,66233554.1193,130.4424,7922.0786
general,FRA,欧州,2042,66207562.9013,130.4424,7915.6678
general,FRA,欧州,2043,66181581.8827,141.9128,8603.2683
general,FRA,欧州,2044,66155611.0595,142.4858,8628.1259
general,FRA,欧州,2045,66129650.4277,142.9058,8642.3565
general,FRA,欧州,2046,66103699.9833,143.8688,8688.1126
general,FRA,欧州,2047,66077759.7224,144.1842,8693.5196
general,FRA,欧州,2048,66051829.6408,143.874,8660.169
general,FRA,欧州,2049,66025909.7347,140.6147,8448.725
general,FRA,欧州,2050,66000000.0,140.6147,8432.5957
general,GBR,欧州,2026,69686100.0394,105.7328,7105.619
general,GBR,欧州,2027,69821127.208,104.8921,7057.2993
general,GBR,欧州,2028,69956416.0118,105.9048,7132.6359
general,GBR,欧州,2029,70091966.9578,113.5983,7657.4496
general,GBR,欧州,2030,70227780.5538,115.3707,7782.6931
general,GBR,欧州,2031,70363857.3089,114.0028,7695.1837
general,GBR,欧州,2032,70500197.7329,117.1897,7914.3069
general,GBR,欧州,2033,70636802.3367,113.09,7640.5055
general,GBR,欧州,2034,70773671.6322,113.2962,7656.7504
general,GBR,欧州,2035,70910806.1323,120.065,8115.9118
general,GBR,欧州,2036,71048206.3509,122.2419,8264.0944
general,GBR,欧州,2037,71185872.8028,127.8971,8646.8014
general,GBR,欧州,2038,71323806.0039,123.6632,8360.3183
general,GBR,欧州,2039,71462006.471,122.706,8294.78
general,GBR,欧州,2040,71600474.7221,125.4816,8481.0182
general,GBR,欧州,2041,71739211.276,138.1517,9335.2655
general,GBR,欧州,2042,71878216.6526,132.2944,8936.9608
general,GBR,欧州,2043,72017491.3727,131.4249,8875.2618
general,GBR,欧州,2044,72157035.9583,131.4249,8871.8634
general,GBR,欧州,2045,72296850.9322,141.8369,9570.62
general,GBR,欧州,2046,72436936.8184,154.1827,10398.7653
general,GBR,欧州,2047,72577294.1419,152.6028,10286.9447
general,GBR,欧州,2048,72717923.4284,156.6815,10556.0896
general,GBR,欧州,2049,72858825.2052,157.7772,10623.7051
general,GBR,欧州,2050,73000000.0,157.7772,10617.1596
general,GHA,アフリカ,2026,35635734.0263,14.364,153.1007
general,GHA,アフリカ,2027,36201281.4248,24.6365,288.2901
general,GHA,アフリカ,2028,36775804.1923,35.5487,454.2329
general,GHA,アフリカ,2029,37359444.7698,34.2063,474.8728
general,GHA,アフリカ,2030,37952347.8593,33.8348,507.9365
general,GHA,アフリカ,2031,38554660.4589,40.0533,647.3729
general,GHA,アフリカ,2032,39166531.8997,44.8022,776.4416
general,GHA,アフリカ,2033,39788113.8827,40.5922,751.4278
general,GHA,アフリカ,2034,40419560.5167,43.1404,849.9964
general,GHA,アフリカ,2035,41061028.3557,41.7857,873.3846
general,GHA,アフリカ,2036,41712676.4388,41.8268,924.5486
general,GHA,アフリカ,2037,42374666.3287,42.7671,996.842
general,GHA,アフリカ,2038,43047162.1523,42.6064,1044.3842
general,GHA,アフリカ,2039,43730330.6413,45.849,1178.936
general,GHA,アフリカ,2040,44424341.1733,46.1152,1240.9633
general,GHA,アフリカ,2041,45129365.8141,43.564,1224.1774
general,GHA,アフリカ,2042,45845579.3601,47.0171,1376.8464
general,GHA,アフリカ,2043,46573159.382,47.8717,1458.1188
general,GHA,アフリカ,2044,47312286.2682,52.6189,1664.0508
general,GHA,アフリカ,2045,48063143.2702,54.0854,1772.9364
general,GHA,アフリカ,2046,48825916.5477,55.5668,1885.142
general,GHA,アフリカ,2047,49600795.2148,58.9662,2067.3764
general,GHA,アフリカ,2048,50387971.3869,62.2512,2252.5001
general,GHA,アフリカ,2049,51187640.2281,62.3295,2324.6913
general,GHA,アフリカ,2050,52000000.0,57.0308,2189.9035
general,IDN,アジア,2026,286991332.9188,92.462,19382.677
general,IDN,アジア,2027,288183017.665,84.5164,18110.6752
general,IDN,アジア,2028,289379650.6879,84.2139,18421.0396
general,IDN,アジア,2029,290581252.5345,82.9699,18502.174
general,IDN,アジア,2030,291787843.8369,81.5153,18509.1036
general,IDN,アジア,2031,292999445.3131,92.9805,21472.8672
general,IDN,アジア,2032,294216077.767,91.3935,21444.0197
general,IDN,アジア,2033,295437762.0889,88.1696,20997.8146
general,IDN,アジア,2034,296664519.2559,88.3213,21329.7294
general,IDN,アジア,2035,297896370.3322,90.8522,22230.3687
general,IDN,アジア,2036,299133336.4693,96.8523,23991.92
general,IDN,アジア,2037,300375438.9068,88.0318,22060.4066
general,IDN,アジア,2038,301622698.9722,94.7253,23996.9282
general,IDN,アジア,2039,302875138.0818,96.4798,24692.1677
general,IDN,アジア,2040,304132777.7407,91.4622,23633.8251
general,IDN,アジア,2041,305395639.5434,91.3416,23816.8561
general,IDN,アジア,2042,306663745.174,90.8539,23892.0292
general,IDN,アジア,2043,307937116.4065,99.8301,26463.6987
general,IDN,アジア,2044,309215775.1056,104.4526,27898.9421
general,IDN,アジア,2045,310499743.2266,107.9236,29032.0824
general,IDN,アジア,2046,311789042.8161,107.7698,29186.2269
general,IDN,アジア,2047,313083696.0119,107.6909,29350.5765
general,IDN,アジア,2048,314383725.0442,106.8315,29291.5532
general,IDN,アジア,2049,315689152.2353,106.8315,29458.2116
general,IDN,アジア,2050,317000000.0,109.2907,30298.5726
general,IND,アジア,2026,1471951523.836,56.7949,83012.214
general,IND,アジア,2027,1480082185.5292,54.2751,79549.7198
general,IND,アジア,2028,1488257758.7963,57.2424,84130.3282
general,IND,アジア,2029,1496478491.7166,57.2555,84380.4789
general,IND,アジア,2030,1504744633.7399,57.3713,84781.7315
general,IND,アジア,2031,1513056435.6937,64.8769,96133.4631
general,IND,アジア,2032,1521414149.791,64.4488,95756.8408
general,IND,アジア,2033,1529818029.6383,65.3478,97353.4006
general,IND,アジア,2034,1538268330.2425,66.3178,99062.6845
general,IND,アジア,2035,1546765308.0193,67.499,101095.6065
general,IND,アジア,2036,1555309220.8009,64.7722,97268.9662
general,IND,アジア,2037,1563900327.8434,65.517,98647.3689
general,IND,アジア,2038,1572538889.8353,76.1326,114933.0518
general,IND,アジア,2039,1581225168.9047,74.4932,112753.3183
general,IND,アジア,2040,1589959428.628,74.3127,112774.5707
general,IND,アジア,2041,1598741934.0372,74.6785,113625.4652
general,IND,アジア,2042,1607572951.6284,75.7455,115548.9814
general,IND,アジア,2043,1616452749.3699,81.3268,124385.3596
general,IND,アジア,2044,1625381596.7099,81.3268,124707.6059
general,IND,アジア,2045,1634359764.5852,85.2694,131091.2456
general,IND,アジア,2046,1643387525.429,81.9423,126301.2052
general,IND,アジア,2047,1652465153.1795,80.8598,124953.674
general,IND,アジア,2048,1661592923.288,83.4073,129221.6672
general,IND,アジア,2049,1670771112.7272,83.2948,129378.4512
general,IND,アジア,2050,1680000000.0,90.2452,140533.3978
general,ITA,欧州,2026,58842396.4064,104.6353,6998.94
general,ITA,欧州,2027,58540090.9411,117.4798,7726.1038
general,ITA,欧州,2028,58239338.5838,116.0715,7509.6803
general,ITA,欧州,2029,57940131.3553,115.8248,7376.2291
general,ITA,欧州,2030,57642461.3174,115.3198,7232.6292
general,ITA,欧州,2031,57346320.5728,115.0389,7108.9261
general,ITA,欧州,2032,57051701.2646,121.4821,7400.0073
general,ITA,欧州,2033,56758595.5764,122.5555,7361.9666
general,ITA,欧州,2034,56466995.7318,119.9307,7107.2482
general,ITA,欧州,2035,56176893.9946,125.0627,7314.1819
general,ITA,欧州,2036,55888282.6682,120.5738,6961.5298
general,ITA,欧州,2037,55601154.0955,122.3419,6975.5364
general,ITA,欧州,2038,55315500.6588,116.7837,6577.5325
general,ITA,欧州,2039,55031314.7795,118.161,6575.8639
general,ITA,欧州,2040,54748588.9179,119.9295,6596.4961
general,ITA,欧州,2041,54467315.5733,119.2302,6483.1517
general,ITA,欧州,2042,54187487.2831,117.9477,6341.5989
general,ITA,欧州,2043,53909096.6234,128.4328,6829.4403
general,ITA,欧州,2044,53632136.2082,128.4328,6755.6805
general,ITA,欧州,2045,53356598.6897,139.9031,7280.8674
general,ITA,欧州,2046,53082476.7576,143.8382,7407.4008
general,ITA,欧州,2047,52809763.1393,144.9195,7386.2323
general,ITA,欧州,2048,52538450.5995,145.6535,7348.2719
general,ITA,欧州,2049,52268531.9401,141.9685,7090.6213
general,ITA,欧州,2050,52000000.0,141.7598,7010.1775
general,JPN,日本,2026,122322708.5344,120.0497,14647.924
general,JPN,日本,2027,121546889.0334,123.5245,14930.8999
