category,iso3,region,year,population,pred_per_mn,units
general,CAN,北米,2043,44516115.5638,172.0291,7223.1191
general,CAN,北米,2044,44773588.2221,173.6444,7297.0942
general,CAN,北米,2045,45032550.0529,171.5652,7216.2468
general,CAN,北米,2046,45293009.6691,170.601,7182.5976
general,CAN,北米,2047,45554975.7337,170.601,7189.895
general,CAN,北米,2048,45818456.9596,186.9361,7886.7261
general,CAN,北米,2049,46083462.1104,186.9361,7895.499
general,CAN,北米,2050,46350000.0,183.7439,7769.6428
general,CHL,中南米,2026,19908659.4315,100.8179,2074.668
general,CHL,中南米,2027,19957519.4823,103.9644,2130.7895
general,CHL,中南米,2028,20006499.4459,99.6544,2034.5569
general,CHL,中南米,2029,20055599.6167,96.1368,1955.4538
general,CHL,中南米,2030,20104820.2897,97.5998,1978.1282
general,CHL,中南米,2031,20154161.7607,106.8961,2159.1055
general,CHL,中南米,2032,20203624.326,102.3864,2061.1773
general,CHL,中南米,2033,20253208.2828,102.7687,2062.2715
general,CHL,中南米,2034,20302913.9292,103.2419,2065.3838
general,CHL,中南米,2035,20352741.5637,102.1243,2036.9403
general,CHL,中南米,2036,20402691.4857,103.6793,2061.9916
general,CHL,中南米,2037,20452763.9954,102.4827,2032.4967
general,CHL,中南米,2038,20502959.3936,100.2781,1983.3814
general,CHL,中南米,2039,20553277.9819,100.6239,1984.9763
general,CHL,中南米,2040,20603720.0626,99.9318,1966.2736
general,CHL,中南米,2041,20654285.9388,99.8368,1959.5034
general,CHL,中南米,2042,20704975.9144,107.5581,2105.9143
general,CHL,中南米,2043,20755790.2938,118.1799,2308.391
general,CHL,中南米,2044,20806729.3825,118.312,2305.613
general,CHL,中南米,2045,20857793.4864,116.6972,2268.9865
general,CHL,中南米,2046,20908982.9124,118.4123,2297.2231
general,CHL,中南米,2047,20960297.9681,118.5504,2294.8991
general,CHL,中南米,2048,21011738.9617,112.1464,2166.2973
general,CHL,中南米,2049,21063306.2024,106.0367,2043.9864
general,CHL,中南米,2050,21115000.0,113.952,2192.0412
general,CHN,中国,2026,1411163472.5551,99.0235,130040.748
general,CHN,中国,2027,1406248033.6734,117.3629,153670.7608
general,CHN,中国,2028,1401349716.5072,111.573,145615.0488
general,CHN,中国,2029,1396468461.417,116.5981,151635.9738
general,CHN,中国,2030,1391604208.9716,119.865,155292.866
general,CHN,中国,2031,1386756899.9463,118.8435,153347.0525
general,CHN,中国,2032,1381926475.3229,117.4168,150858.7852
general,CHN,中国,2033,1377112876.2888,135.3309,173095.0931
general,CHN,中国,2034,1372316044.2362,136.0748,173230.7643
general,CHN,中国,2035,1367535920.7614,138.945,176022.7006
general,CHN,中国,2036,1362772447.6644,147.5782,186016.116
general,CHN,中国,2037,1358025566.9476,144.0384,180608.4383
general,CHN,中国,2038,1353295220.8155,150.0125,187090.9635
general,CHN,中国,2039,1348581351.674,142.196,176366.5533
general,CHN,中国,2040,1343883902.1297,138.6663,171019.6145
general,CHN,中国,2041,1339202814.9888,142.5322,174775.4634
general,CHN,中国,2042,1334538033.2571,141.6022,172615.5349
general,CHN,中国,2043,1329889500.1386,144.6015,175217.8238
general,CHN,中国,2044,1325257159.0353,142.9904,172212.3354
general,CHN,中国,2045,1320640953.5464,155.3775,185975.8997
general,CHN,中国,2046,1316040827.4674,150.9415,179535.4458
general,CHN,中国,2047,1311456724.7897,150.6326,178032.0616
general,CHN,中国,2048,1306888589.6997,153.3541,180085.8055
general,CHN,中国,2049,1302336366.5782,151.1629,176361.1901
general,CHN,中国,2050,1297800000.0,156.1523,180988.6151
general,COD,アフリカ,2026,115587351.5021,3.4976,120.7988
general,COD,アフリカ,2027,118362047.4441,1.7279,65.978
general,COD,アフリカ,2028,121203350.4799,6.3862,268.1304
general,COD,アフリカ,2029,124112859.5253,6.362,292.2385
general,COD,アフリカ,2030,127092211.8783,6.831,341.6919
general,COD,アフリカ,2031,130143084.1404,6.8831,373.2783
general,COD,アフリカ,2032,133267193.1606,7.0222,411.1903
general,COD,アフリカ,2033,136466297.0007,7.3183,460.9382
general,COD,アフリカ,2034,139742195.9255,7.3183,494.0363
general,COD,アフリカ,2035,143096733.4153,7.2417,522.2245
general,COD,アフリカ,2036,146531797.2034,6.9226,531.639
general,COD,アフリカ,2037,150049320.3389,8.6082,701.9833
general,COD,アフリカ,2038,153651282.2735,5.9822,516.6233
general,COD,アフリカ,2039,157339709.9766,3.3651,306.9792
general,COD,アフリカ,2040,161116679.0749,7.7676,746.7664
general,COD,アフリカ,2041,164984315.0213,7.6136,769.6866
general,COD,アフリカ,2042,168944794.2903,7.6136,807.7097
general,COD,アフリカ,2043,173000345.6031,7.6136,845.9947
general,COD,アフリカ,2044,177153251.182,7.6136,884.5176
general,COD,アフリカ,2045,181405848.0343,7.6136,923.259
general,COD,アフリカ,2046,185760529.2676,7.6136,962.2042
general,COD,アフリカ,2047,190219745.4365,7.6136,1001.3425
general,COD,アフリカ,2048,194786005.9217,5.2405,716.3079
general,COD,アフリカ,2049,199461880.3418,8.5818,1217.5419
general,COD,アフリカ,2050,204250000.0,12.4404,1829.832
general,COL,中南米,2026,53378099.8831,49.2924,1926.264
general,COL,中南米,2027,53330613.0496,56.6363,2248.3096
general,COL,中南米,2028,53283168.4619,64.3271,2590.4842
general,COL,中南米,2029,53235766.0824,67.3266,2746.884
general,COL,中南米,2030,53188405.8736,67.8237,2800.1415
general,COL,中南米,2031,53141087.7978,66.6837,2782.7587
general,COL,中南米,2032,53093811.8178,71.4113,3009.027
general,COL,中南米,2033,53046577.8959,74.1783,3152.9382
general,COL,中南米,2034,52999385.9947,75.1544,3219.4124
general,COL,中南米,2035,52952236.077,78.2665,3376.0784
general,COL,中南米,2036,52905128.1054,76.7233,3329.9259
general,COL,中南米,2037,52858062.0424,79.9602,3489.2353
general,COL,中南米,2038,52811037.8509,89.1038,3906.6283
general,COL,中南米,2039,52764055.4936,95.0191,4182.9863
general,COL,中南米,2040,52717114.9333,89.3385,3946.5937
general,COL,中南米,2041,52670216.1328,95.1881,4217.2764
general,COL,中南米,2042,52623359.0549,94.912,4215.1065
general,COL,中南米,2043,52576543.6626,95.5148,4249.9508
general,COL,中南米,2044,52529769.9187,97.243,4333.1107
general,COL,中南米,2045,52483037.7862,97.6684,4356.5145
general,COL,中南米,2046,52436347.2281,101.0569,4510.4791
general,COL,中南米,2047,52389698.2073,101.1043,4513.7481
general,COL,中南米,2048,52343090.687,101.5628,4533.8144
general,COL,中南米,2049,52296524.6302,101.9086,4547.3762
general,COL,中南米,2050,52250000.0,102.1035,4552.833
general,DEU,欧州,2026,84007422.7639,95.3255,7135.344
general,DEU,欧州,2027,83939824.9651,105.3491,7906.5303
general,DEU,欧州,2028,83872281.5599,106.8725,8038.0901
general,DEU,欧州,2029,83804792.5044,102.4134,7715.6657
general,DEU,欧州,2030,83737357.7551,109.3508,8248.5857
general,DEU,欧州,2031,83669977.268,122.7936,9270.3867
general,DEU,欧州,2032,83602650.9997,120.7298,9118.7796
general,DEU,欧州,2033,83535378.9064,114.6896,8663.4989
general,DEU,欧州,2034,83468160.9446,127.8163,9652.9348
general,DEU,欧州,2035,83400997.0708,142.1965,10733.2752
general,DEU,欧州,2036,83333887.2413,156.6258,11812.7787
general,DEU,欧州,2037,83266831.4127,164.7969,12415.5844
general,DEU,欧州,2038,83199829.5415,161.1553,12125.0536
general,DEU,欧州,2039,83132881.5844,157.5894,11838.2005
general,DEU,欧州,2040,83065987.498,150.7079,11301.0822
general,DEU,欧州,2041,82999147.2388,150.7079,11278.6526
general,DEU,欧州,2042,82932360.7637,149.7707,11184.1522
general,DEU,欧州,2043,82865628.0292,149.7707,11157.8717
general,DEU,欧州,2044,82798948.9923,149.1384,11082.8351
general,DEU,欧州,2045,82732323.6095,152.9606,11336.5478
general,DEU,欧州,2046,82665751.8379,173.8302,12847.0718
general,DEU,欧州,2047,82599233.6342,172.7825,12732.048
general,DEU,欧州,2048,82532768.9554,168.3652,12368.4733
general,DEU,欧州,2049,82466357.7583,168.4518,12335.4242
general,DEU,欧州,2050,82400000.0,168.1186,12270.4851
general,EGY,アフリカ,2026,119556066.6785,32.0294,1420.296
general,EGY,アフリカ,2027,120758103.5384,46.6516,2223.4605
general,EGY,アフリカ,2028,121972225.8797,49.2593,2512.2342
general,EGY,アフリカ,2029,123198555.2117,62.1558,3378.062
general,EGY,アフリカ,2030,124437214.2657,61.6681,3557.8345
general,EGY,アフリカ,2031,125688327.0068,61.3524,3743.9792
general,EGY,アフリカ,2032,126952018.6464,62.4479,4017.3356
general,EGY,アフリカ,2033,128228415.6549,62.7288,4240.7708
general,EGY,アフリカ,2034,129517645.7741,66.4854,4709.6988
general,EGY,アフリカ,2035,130819838.0305,62.9506,4659.84
general,EGY,アフリカ,2036,132135122.7474,65.8451,5080.3553
general,EGY,アフリカ,2037,133463631.5588,70.2284,5634.4567
general,EGY,アフリカ,2038,134805497.4218,69.793,5809.7538
general,EGY,アフリカ,2039,136160854.6305,71.674,6177.5501
general,EGY,アフリカ,2040,137529838.8292,75.2601,6703.3357
general,EGY,アフリカ,2041,138912587.026,78.7229,7232.9821
general,EGY,アフリカ,2042,140309237.6063,81.0742,7671.1437
general,EGY,アフリカ,2043,141719930.3472,77.8694,7575.7456
general,EGY,アフリカ,2044,143144806.4308,77.8915,7780.272
general,EGY,アフリカ,2045,144584008.4589,81.6508,8362.1814
general,EGY,アフリカ,2046,146037680.4669,79.6318,8351.1717
general,EGY,アフリカ,2047,147505967.9385,84.0392,9014.2414
general,EGY,アフリカ,2048,148989017.82,84.4103,9250.1314
general,EGY,アフリカ,2049,150486978.5352,84.2818,9426.3297
general,EGY,アフリカ,2050,152000000.0,83.7144,9546.5564
general,ESP,欧州,2026,47869456.6062,110.8283,4986.972
general,ESP,欧州,2027,47848961.9906,115.44,5191.5733
general,ESP,欧州,2028,47828476.1494,120.2729,5404.4789
general,ESP,欧州,2029,47807999.079,121.5404,5455.6357
general,ESP,欧州,2030,47787530.7756,121.8675,5463.2724
general,ESP,欧州,2031,47767071.2353,119.8994,5366.9916
general,ESP,欧州,2032,47746620.4546,119.8994,5357.8967
general,ESP,欧州,2033,47726178.4295,118.6382,5291.5845
general,ESP,欧州,2034,47705745.1564,120.9937,5385.5867
general,ESP,欧州,2035,47685320.6315,126.1347,5602.0219
general,ESP,欧州,2036,47664904.851,125.2863,5551.2285
general,ESP,欧州,2037,47644497.8113,117.4238,5189.8707
general,ESP,欧州,2038,47624099.5086,123.7485,5455.0522
general,ESP,欧州,2039,47603709.939,123.5084,5429.5209
general,ESP,欧州,2040,47583329.099,133.364,5846.0208
general,ESP,欧州,2041,47562956.9848,143.3234,6263.9745
general,ESP,欧州,2042,47542593.5926,147.7626,6438.2208
general,ESP,欧州,2043,47522238.9186,151.6452,6586.5597
general,ESP,欧州,2044,47501892.9593,149.4613,6470.6785
general,ESP,欧州,2045,47481555.7107,153.1176,6606.9777
general,ESP,欧州,2046,47461227.1693,153.1176,6584.5659
general,ESP,欧州,2047,47440907.3312,152.1647,6520.9412
general,ESP,欧州,2048,47420596.1928,152.1647,6497.9478
general,ESP,欧州,2049,47400293.7503,155.1665,6602.3689
general,ESP,欧州,2050,47380000.0,168.4422,7141.146
general,FRA,欧州,2026,66703469.4263,107.7352,6415.236
general,FRA,欧州,2027,66756176.4672,115.6138,6912.7594
general,FRA,欧州,2028,66808925.1556,119.2339,7155.0883
general,FRA,欧州,2029,66861715.5244,120.992,7283.6096
general,FRA,欧州,2030,66914547.6066,122.3426,7385.1078
general,FRA,欧州,2031,66967421.435,125.0024,7563.3296
general,FRA,欧州,2032,67020337.0427,130.2736,7897.7826
general,FRA,欧州,2033,67073294.4627,126.3964,7675.1521
general,FRA,欧州,2034,67126293.7281,119.899,7290.0457
general,FRA,欧州,2035,67179334.8718,131.3778,7995.9164
general,FRA,欧州,2036,67232417.9271,124.2894,7569.8827
general,FRA,欧州,2037,67285542.9269,134.7107,8208.272
general,FRA,欧州,2038,67338709.9045,134.3924,8190.5353
general,FRA,欧州,2039,67391918.893,149.0805,9085.4587
general,FRA,欧州,2040,67445169.9256,150.7636,9185.8284
general,FRA,欧州,2041,67498463.0356,150.7636,9181.7906
general,FRA,欧州,2042,67551798.2561,150.0768,9134.2422
general,FRA,欧州,2043,67605175.6205,150.0768,9126.9438
general,FRA,欧州,2044,67658595.1621,150.0988,9119.5137
general,FRA,欧州,2045,67712056.9141,144.7016,8781.8216
general,FRA,欧州,2046,67765560.91,144.7016,8770.8208
general,FRA,欧州,2047,67819107.1831,144.9147,8771.5831
general,FRA,欧州,2048,67872695.7669,162.5738,9825.6458
general,FRA,欧州,2049,67926326.6947,159.3781,9616.8934
general,FRA,欧州,2050,67980000.0,156.2104,9409.4676
general,GBR,欧州,2026,69768542.2737,106.767,7098.492
general,GBR,欧州,2027,69986428.8871,103.8977,6922.0285
general,GBR,欧州,2028,70204995.9587,110.5783,7380.9131
general,GBR,欧州,2029,70424245.6136,113.4529,7585.5707
general,GBR,欧州,2030,70644179.9834,109.2722,7317.1087
general,GBR,欧州,2031,70864801.2066,110.1409,7385.2589
general,GBR,欧州,2032,71086111.4281,116.4976,7820.8928
general,GBR,欧州,2033,71308112.7997,122.4677,8230.4291
general,GBR,欧州,2034,71530807.4798,113.6504,7644.9793
general,GBR,欧州,2035,71754197.6337,123.7802,8333.1298
general,GBR,欧州,2036,71978285.4334,114.5783,7719.0103
general,GBR,欧州,2037,72203073.0574,130.1968,8776.3826
general,GBR,欧州,2038,72428562.6915,126.5979,8537.9777
general,GBR,欧州,2039,72654756.5279,126.792,8554.4708
general,GBR,欧州,2040,72881656.766,139.4592,9412.0386
general,GBR,欧州,2041,73109265.6117,150.3168,10147.1653
general,GBR,欧州,2042,73337585.278,154.9878,10464.1156
general,GBR,欧州,2043,73566617.9849,156.6552,10577.6016
general,GBR,欧州,2044,73796365.9591,155.0112,10466.8167
general,GBR,欧州,2045,74026831.4345,155.0112,10466.3966
general,GBR,欧州,2046,74258016.6518,154.074,10402.1075
general,GBR,欧州,2047,74489923.8586,154.074,10400.5458
general,GBR,欧州,2048,74722555.3099,153.9752,10391.8023
general,GBR,欧州,2049,74955913.2674,172.0293,11607.417
general,GBR,欧州,2050,75190000.0,169.7787,11452.2552
general,GHA,アフリカ,2026,35562694.0134,13.1527,139.7628
general,GHA,アフリカ,2027,36053035.1556,27.2996,317.5077
general,GHA,アフリカ,2028,36550137.159,33.1452,419.6577
general,GHA,アフリカ,2029,37054093.2428,33.4764,459.0957
general,GHA,アフリカ,2030,37564997.9115,39.282,580.7717
general,GHA,アフリカ,2031,38082946.9729,38.6737,613.7218
general,GHA,アフリカ,2032,38608037.5555,43.6985,741.2904
general,GHA,アフリカ,2033,39140368.1272,43.4344,784.6275
general,GHA,アフリカ,2034,39680038.5135,43.5319,834.4477
general,GHA,アフリカ,2035,40227149.9163,44.1264,894.5552
general,GHA,アフリカ,2036,40781804.933,44.8865,959.3903
general,GHA,アフリカ,2037,41344107.5753,49.6496,1115.6041
general,GHA,アフリカ,2038,41914163.2895,44.988,1059.8211
general,GHA,アフリカ,2039,42492078.9754,46.0977,1135.6984
general,GHA,アフリカ,2040,43077963.007,48.604,1249.3488
general,GHA,アフリカ,2041,43671925.2523,47.4392,1269.4725
general,GHA,アフリカ,2042,44274077.0945,54.2955,1509.5123
general,GHA,アフリカ,2043,44884531.4523,55.4418,1598.3325
general,GHA,アフリカ,2044,45503402.8013,57.9817,1730.2338
general,GHA,アフリカ,2045,46130807.1959,63.0835,1945.3223
general,GHA,アフリカ,2046,46766862.2902,64.6491,2056.9669
general,GHA,アフリカ,2047,47411687.3607,64.5787,2116.9693
general,GHA,アフリカ,2048,48065403.3285,64.2802,2168.0851
general,GHA,アフリカ,2049,48728132.7821,64.4775,2234.7783
general,GHA,アフリカ,2050,49400000.0,72.4585,2577.7005
general,IDN,アジア,2026,286403107.3287,86.0077,19363.236
general,IDN,アジア,2027,287002892.113,81.9859,18716.8118
general,IDN,アジア,2028,287603932.9654,79.4874,18381.5336
general,IDN,アジア,2029,288206232.5163,75.1429,17584.5946
general,IDN,アジア,2030,288809793.4016,89.6381,21207.8173
general,IDN,アジア,2031,289414618.2629,87.292,20862.3295
general,IDN,アジア,2032,290020709.7471,82.3603,19867.4332
general,IDN,アジア,2033,290628070.5068,83.7633,20379.2251
general,IDN,アジア,2034,291236703.2001,86.9629,21324.2263
general,IDN,アジア,2035,291846610.4908,86.0456,21251.4909
general,IDN,アジア,2036,292457795.048,98.8895,24584.8588
general,IDN,アジア,2037,293070259.5466,93.3124,23338.184
general,IDN,アジア,2038,293684006.6671,96.1687,24184.7137
general,IDN,アジア,2039,294299039.0955,108.139,27330.8781
general,IDN,アジア,2040,294915359.5235,100.986,25638.7046
general,IDN,アジア,2041,295532970.6485,103.3527,26347.1124
general,IDN,アジア,2042,296151875.1734,106.3032,27199.4127
general,IDN,アジア,2043,296772075.8068,106.4144,27318.2137
general,IDN,アジア,2044,297393575.2631,111.1974,28630.7729
general,IDN,アジア,2045,298016376.2623,107.7375,27813.1401
general,IDN,アジア,2046,298640481.53,109.567,28351.4671
general,IDN,アジア,2047,299265893.7976,107.2211,27801.2709
general,IDN,アジア,2048,299892615.8023,110.3772,28670.6578
general,IDN,アジア,2049,300520650.2869,109.6785,28532.888
general,IDN,アジア,2050,301150000.0,111.7461,29108.6696
general,IND,アジア,2026,1468934570.1707,56.0588,82928.952
general,IND,アジア,2027,1474021166.3189,54.0533,79859.0103
general,IND,アジア,2028,1479125376.2268,56.9684,84061.4142
general,IND,アジア,2029,1484247260.8867,57.2113,84318.9096
general,IND,アジア,2030,1489386881.5026,58.7936,86551.1663
general,IND,アジア,2031,1494544299.4901,67.3304,99008.1322
general,IND,アジア,2032,1499719576.4776,67.2503,98784.1485
general,IND,アジア,2033,1504912774.3069,68.6422,100723.8858
general,IND,アジア,2034,1510123955.0338,70.0581,102698.0501
general,IND,アジア,2035,1515353180.9292,69.9588,102452.4854
general,IND,アジア,2036,1520600514.4796,69.7735,102084.211
general,IND,アジア,2037,1525866018.3876,82.8529,121108.814
general,IND,アジア,2038,1531149755.5734,82.5458,120551.8186
general,IND,アジア,2039,1536451789.1746,82.5517,120455.1736
general,IND,アジア,2040,1541772182.5478,87.5477,127636.339
general,IND,アジア,2041,1547110999.2687,87.5477,127530.2228
general,IND,アジア,2042,1552468303.1334,93.6267,136274.6377
general,IND,アジア,2043,1557844158.1588,93.549,136053.2731
general,IND,アジア,2044,1563238628.5833,93.0613,135238.548
general,IND,アジア,2045,1568651778.8682,101.2125,146971.7772
general,IND,アジア,2046,1574083673.6975,91.6532,132990.8429
general,IND,アジア,2047,1579534377.9795,91.4467,132593.6243
general,IND,アジア,2048,1585003956.8472,97.3119,140995.788
general,IND,アジア,2049,1590492475.6591,100.4915,145498.9184
general,IND,アジア,2050,1596000000.0,100.4014,145266.5904
general,ITA,欧州,2026,58912009.9825,105.1633,6991.92
general,ITA,欧州,2027,58678684.7409,117.2459,7668.8717
general,ITA,欧州,2028,58446283.6007,119.9254,7721.2934
general,ITA,欧州,2029,58214802.9018,119.2279,7560.1227
general,ITA,欧州,2030,57984238.9989,118.7749,7420.9552
general,ITA,欧州,2031,57754588.2608,121.5825,7488.3737
general,ITA,欧州,2032,57525847.071,119.0933,7233.8567
general,ITA,欧州,2033,57298011.827,125.6739,7531.2326
general,ITA,欧州,2034,57071078.9409,121.1141,7163.321
general,ITA,欧州,2035,56845044.8387,115.7484,6759.009
general,ITA,欧州,2036,56619905.9609,128.7591,7425.6507
general,ITA,欧州,2037,56395658.7617,122.1249,6957.9194
general,ITA,欧州,2038,56172299.7096,120.858,6804.4201
general,ITA,欧州,2039,55949825.2871,132.3477,7365.2222
general,ITA,欧州,2040,55728231.9904,143.7558,7909.6065
general,ITA,欧州,2041,55507516.33,148.7599,8094.2064
general,ITA,欧州,2042,55287674.8297,147.4774,7937.1538
general,ITA,欧州,2043,55068704.0275,146.8835,7820.7661
general,ITA,欧州,2044,54850600.4748,148.1724,7806.582
general,ITA,欧州,2045,54633360.7369,148.1724,7725.9721
general,ITA,欧州,2046,54416981.3926,147.2352,7599.0549
general,ITA,欧州,2047,54201459.0341,147.2352,7522.9277
general,ITA,欧州,2048,53986790.2675,147.1357,7443.5728
general,ITA,欧州,2049,53772971.7119,161.1566,8073.3996
general,ITA,欧州,2050,53560000.0,158.2162,7849.7702
general,JPN,日本,2026,122467422.579,121.9215,14633.232
general,JPN,日本,2027,121834651.5724,125.1004,14893.5615
