category,iso3,region,year,population,pred_per_mn,units
general,COL,中南米,2026,53612542.1156,54.0919,1932.066
general,COL,中南米,2027,53800109.1592,55.4711,2040.899
general,COL,中南米,2028,53988332.4185,63.2797,2393.8358
general,COL,中南米,2029,54177214.1895,66.578,2585.2364
general,COL,中南米,2030,54366756.7758,66.2844,2637.7476
general,COL,中南米,2031,54556962.4895,69.2859,2821.4899
general,COL,中南米,2032,54747833.6506,72.8168,3030.2498
general,COL,中南米,2033,54939372.5871,72.1431,3064.062
general,COL,中南米,2034,55131581.6353,75.3243,3261.1666
general,COL,中南米,2035,55324463.1396,75.2388,3316.8732
general,COL,中南米,2036,55518019.4527,73.3068,3287.2118
general,COL,中南米,2037,55712252.9355,73.5694,3352.3842
general,COL,中南米,2038,55907165.957,73.9975,3423.3613
general,COL,中南米,2039,56102760.8946,76.9502,3611.2403
general,COL,中南米,2040,56299040.1342,78.515,3734.7925
general,COL,中南米,2041,56496006.0697,80.3316,3870.322
general,COL,中南米,2042,56693661.1037,79.58,3880.7231
general,COL,中南米,2043,56892007.6469,84.3686,4161.5831
general,COL,中南米,2044,57091048.1187,85.7568,4276.1678
general,COL,中南米,2045,57290784.9468,84.7584,4270.0665
general,COL,中南米,2046,57491220.5675,90.6151,4609.9032
general,COL,中南米,2047,57692357.4256,90.6151,4652.8561
general,COL,中南米,2048,57894197.9743,90.6151,4694.0768
general,COL,中南米,2049,58096744.6756,90.6151,4733.6562
general,COL,中南米,2050,58300000.0,90.6151,4771.6821
general,DEU,欧州,2026,83805986.3242,95.3578,7156.836
general,DEU,欧州,2027,83537758.8873,110.0206,8283.0709
general,DEU,欧州,2028,83270389.9326,108.8443,8216.0416
general,DEU,欧州,2029,83003876.7126,110.0702,8326.6028
general,DEU,欧州,2030,82738216.4885,111.9042,8480.082
general,DEU,欧州,2031,82473406.5302,110.4032,8377.5704
general,DEU,欧州,2032,82209444.1162,109.1802,8292.8146
general,DEU,欧州,2033,81946326.5341,113.3528,8615.1162
general,DEU,欧州,2034,81684051.0798,116.9328,8889.8708
general,DEU,欧州,2035,81422615.058,124.3805,9456.0698
general,DEU,欧州,2036,81162015.7822,118.0593,8972.9589
general,DEU,欧州,2037,80902250.5741,118.0593,8968.0619
general,DEU,欧州,2038,80643316.7644,116.7426,8861.0265
general,DEU,欧州,2039,80385211.692,116.7426,8851.9952
general,DEU,欧州,2040,80127932.7046,116.417,8816.4329
general,DEU,欧州,2041,79871477.1581,121.3707,9178.4293
general,DEU,欧州,2042,79615842.4171,132.2401,9984.2348
general,DEU,欧州,2043,79361025.8546,132.563,9990.7009
general,DEU,欧州,2044,79107024.8519,131.3631,9880.9537
general,DEU,欧州,2045,78853836.7987,140.9534,10580.0391
general,DEU,欧州,2046,78601459.0931,144.2032,10799.7029
general,DEU,欧州,2047,78349889.1416,145.9674,10905.8879
general,DEU,欧州,2048,78099124.3589,145.4707,10841.655
general,DEU,欧州,2049,77849162.1679,145.1773,10791.5482
general,DEU,欧州,2050,77600000.0,145.085,10755.3997
general,EGY,アフリカ,2026,120081169.5061,31.546,1424.574
general,EGY,アフリカ,2027,121821197.6333,45.9312,2244.2752
general,EGY,アフリカ,2028,123586439.5212,47.3743,2493.6535
general,EGY,アフリカ,2029,125377260.5282,47.7417,2696.129
general,EGY,アフリカ,2030,127194031.3069,58.1309,3508.6687
general,EGY,アフリカ,2031,129037127.8806,57.6654,3706.7904
general,EGY,アフリカ,2032,130906931.7215,57.5023,3923.497
general,EGY,アフリカ,2033,132803829.8294,54.8454,3959.9306
general,EGY,アフリカ,2034,134728214.812,56.2269,4283.4704
general,EGY,アフリカ,2035,136680484.9661,53.496,4288.5046
general,EGY,アフリカ,2036,138661044.3599,53.4106,4494.2025
general,EGY,アフリカ,2037,140670302.9165,54.7423,4823.5732
general,EGY,アフリカ,2038,142708676.4995,53.3226,4909.3721
general,EGY,アフリカ,2039,144776586.998,55.6642,5344.0695
general,EGY,アフリカ,2040,146874462.4148,56.1821,5613.6729
general,EGY,アフリカ,2041,149002736.9546,57.1719,5934.8809
general,EGY,アフリカ,2042,151161851.1137,58.7105,6321.2696
general,EGY,アフリカ,2043,153352251.7716,58.701,6545.1676
general,EGY,アフリカ,2044,155574392.2833,58.701,6768.3012
general,EGY,アフリカ,2045,157828732.5729,58.6443,6982.8567
general,EGY,アフリカ,2046,160115739.2291,56.646,6956.7021
general,EGY,アフリカ,2047,162435885.6018,56.57,7157.1025
general,EGY,アフリカ,2048,164789651.8998,56.9411,7413.4113
general,EGY,アフリカ,2049,167177525.2904,56.9981,7628.6978
general,EGY,アフリカ,2050,169600000.0,57.3965,7889.6675
general,ESP,欧州,2026,47754673.2622,108.1215,5001.993
general,ESP,欧州,2027,47619768.7026,114.5576,5290.3702
general,ESP,欧州,2028,47485245.2416,118.4732,5460.7621
general,ESP,欧州,2029,47351101.8027,118.5794,5454.5316
general,ESP,欧州,2030,47217337.3123,118.9235,5458.5697
general,ESP,欧州,2031,47083950.6999,119.6291,5478.5119
general,ESP,欧州,2032,46950940.8979,119.8429,5475.2899
general,ESP,欧州,2033,46818306.842,118.8308,5415.6503
general,ESP,欧州,2034,46686047.4707,118.668,5394.3895
general,ESP,欧州,2035,46554161.7254,119.2858,5408.1383
general,ESP,欧州,2036,46422648.5508,117.6794,5320.7819
general,ESP,欧州,2037,46291506.8943,114.0523,5142.3661
general,ESP,欧州,2038,46160735.7064,113.6535,5109.7072
general,ESP,欧州,2039,46030333.9406,119.8368,5371.9168
general,ESP,欧州,2040,45900300.5532,113.7917,5085.6849
general,ESP,欧州,2041,45770634.5036,113.5951,5061.4441
general,ESP,欧州,2042,45641334.7542,122.3153,5433.1099
general,ESP,欧州,2043,45512400.27,121.9907,5401.6482
general,ESP,欧州,2044,45383830.0193,115.7499,5108.9548
general,ESP,欧州,2045,45255622.9731,117.2189,5157.0667
general,ESP,欧州,2046,45127778.1054,119.2865,5230.8592
general,ESP,欧州,2047,45000294.393,114.0019,4982.5791
general,ESP,欧州,2048,44873170.8158,114.3606,4981.5415
general,ESP,欧州,2049,44746406.3563,122.4502,5315.9193
general,ESP,欧州,2050,44620000.0,123.1075,5326.2539
general,FRA,欧州,2026,66543525.1148,109.4978,6434.559
general,FRA,欧州,2027,66436418.9022,119.5292,7063.8245
general,FRA,欧州,2028,66329485.084,119.5578,7101.6007
general,FRA,欧州,2029,66222723.3829,118.8136,7089.7755
general,FRA,欧州,2030,66116133.5219,120.6635,7229.7198
general,FRA,欧州,2031,66009715.2243,117.17,7046.058
general,FRA,欧州,2032,65903468.214,120.3192,7258.829
general,FRA,欧州,2033,65797392.2153,120.3192,7279.453
general,FRA,欧州,2034,65691486.9529,120.3192,7297.4725
general,FRA,欧州,2035,65585752.1521,127.4786,7748.198
general,FRA,欧州,2036,65480187.5385,126.8715,7725.3029
general,FRA,欧州,2037,65374792.8381,123.3952,7525.0374
general,FRA,欧州,2038,65269567.7774,121.8447,7439.7139
general,FRA,欧州,2039,65164512.0835,124.6217,7616.7652
general,FRA,欧州,2040,65059625.4836,119.3371,7299.1935
general,FRA,欧州,2041,64954907.7057,119.6958,7324.9231
general,FRA,欧州,2042,64850358.478,127.9148,7830.3089
general,FRA,欧州,2043,64745977.5292,128.1394,7844.9451
general,FRA,欧州,2044,64641764.5885,121.8182,7457.4325
general,FRA,欧州,2045,64537719.3854,117.3721,7183.5278
general,FRA,欧州,2046,64433841.6499,116.6627,7137.264
general,FRA,欧州,2047,64330131.1125,116.978,7152.6457
general,FRA,欧州,2048,64226587.5041,116.978,7147.7477
general,FRA,欧州,2049,64123210.556,124.5253,7602.7214
general,FRA,欧州,2050,64020000.0,124.5253,7595.6209
general,GBR,欧州,2026,69601248.405,105.7328,7119.873
general,GBR,欧州,2027,69651198.6317,101.1887,6826.5914
general,GBR,欧州,2028,69701184.7058,104.751,7079.0748
general,GBR,欧州,2029,69751206.653,107.3996,7269.5875
general,GBR,欧州,2030,69801264.4991,108.0929,7327.2075
general,GBR,欧州,2031,69851358.2699,110.9874,7533.533
general,GBR,欧州,2032,69901487.9912,111.6554,7588.234
general,GBR,欧州,2033,69951653.6886,115.0247,7826.0763
general,GBR,欧州,2034,70001855.3881,111.6745,7606.0292
general,GBR,欧州,2035,70052093.1155,122.9711,8383.3896
general,GBR,欧州,2036,70102366.8967,118.4191,8080.0656
general,GBR,欧州,2037,70152676.7575,116.4184,7949.8316
general,GBR,欧州,2038,70203022.7238,122.6017,8378.0813
general,GBR,欧州,2039,70253404.8215,115.6216,7906.2364
general,GBR,欧州,2040,70303823.0766,118.7644,8125.9231
general,GBR,欧州,2041,70354277.515,128.5072,8797.1999
general,GBR,欧州,2042,70404768.1626,125.9703,8627.6313
general,GBR,欧州,2043,70455295.0456,122.3525,8383.4123
general,GBR,欧州,2044,70505858.1897,122.0845,8368.2109
general,GBR,欧州,2045,70556457.6212,125.3746,8596.5952
general,GBR,欧州,2046,70607093.366,118.8297,8150.205
general,GBR,欧州,2047,70657765.4502,122.7873,8423.7831
general,GBR,欧州,2048,70708473.8999,131.2305,9004.9872
general,GBR,欧州,2049,70759218.7411,131.8648,9050.1755
general,GBR,欧州,2050,70810000.0,125.5436,8617.6525
general,GHA,アフリカ,2026,35718889.1083,14.7543,157.9438
general,GHA,アフリカ,2027,36370428.0895,26.1375,308.5179
general,GHA,アフリカ,2028,37033851.6241,33.2694,430.6734
general,GHA,アフリカ,2029,37709376.4951,33.8881,478.6847
general,GHA,アフリカ,2030,38397223.4399,33.0638,507.2383
general,GHA,アフリカ,2031,39097617.2222,36.3527,603.0442
general,GHA,アフリカ,2032,39810786.7057,37.1701,664.0212
general,GHA,アフリカ,2033,40536964.9284,37.5096,718.866
general,GHA,アフリカ,2034,41276389.1796,34.0827,698.2477
general,GHA,アフリカ,2035,42029301.0765,31.6703,691.2829
general,GHA,アフリカ,2036,42795946.6439,31.075,720.4341
general,GHA,アフリカ,2037,43576576.394,30.5986,751.2919
general,GHA,アフリカ,2038,44371445.4086,31.1633,808.1687
general,GHA,アフリカ,2039,45180813.4225,30.0545,821.1551
general,GHA,アフリカ,2040,46004944.9082,31.0658,892.1451
general,GHA,アフリカ,2041,46844109.1624,29.2887,882.141
general,GHA,アフリカ,2042,47698580.3938,32.2367,1016.2117
general,GHA,アフリカ,2043,48568637.813,36.293,1195.1494
general,GHA,アフリカ,2044,49454565.7237,36.293,1246.2796
general,GHA,アフリカ,2045,50356653.6154,35.6701,1275.1744
general,GHA,アフリカ,2046,51275196.2581,36.5787,1359.2249
general,GHA,アフリカ,2047,52210493.7986,36.5083,1408.0715
general,GHA,アフリカ,2048,53162851.8587,35.5669,1421.8767
general,GHA,アフリカ,2049,54132581.6348,34.0018,1407.1976
general,GHA,アフリカ,2050,55120000.0,32.0884,1373.1798
general,IDN,アジア,2026,287661019.9187,90.3812,19421.559
general,IDN,アジア,2027,289529522.3835,92.5195,20383.1172
general,IDN,アジア,2028,291410161.708,91.3887,20615.5385
general,IDN,アジア,2029,293303016.7274,82.3052,18987.4559
general,IDN,アジア,2030,295208166.7885,82.2092,19373.3136
general,IDN,アジア,2031,297125691.7539,81.8051,19671.9756
general,IDN,アジア,2032,299055672.0049,89.5952,21963.7997
general,IDN,アジア,2033,300998188.4446,93.5071,23346.5201
general,IDN,アジア,2034,302953322.5019,93.6491,23793.7232
general,IDN,アジア,2035,304921156.1346,89.7139,23176.7008
general,IDN,アジア,2036,306901771.8328,89.3376,23449.5027
general,IDN,アジア,2037,308895252.6224,80.117,21351.4975
general,IDN,アジア,2038,310901682.0686,82.9,22417.0951
general,IDN,アジア,2039,312921144.2794,85.3242,23396.7015
general,IDN,アジア,2040,314953723.9092,85.0604,23638.5096
general,IDN,アジア,2041,316999506.1622,88.0684,24790.9687
general,IDN,アジア,2042,319058576.796,90.8666,25896.6948
general,IDN,アジア,2043,321131022.1253,90.8666,26206.5849
general,IDN,アジア,2044,323216929.0255,91.0462,26561.1688
general,IDN,アジア,2045,325316384.9362,89.6942,26457.8505
general,IDN,アジア,2046,327429477.8651,92.8553,27684.6925
general,IDN,アジア,2047,329556296.3913,96.5972,29099.6703
general,IDN,アジア,2048,331696929.6696,96.5972,29392.5556
general,IDN,アジア,2049,333851467.4336,93.1308,28614.3366
general,IDN,アジア,2050,336020000.0,91.4297,28357.7274
general,IND,アジア,2026,1475386285.4014,58.1585,83178.738
general,IND,アジア,2027,1486997713.2473,60.398,87149.9192
general,IND,アジア,2028,1498700524.1146,63.9672,93108.3204
general,IND,アジア,2029,1510495437.1964,62.7241,92086.8682
general,IND,アジア,2030,1522383177.3456,62.0502,91872.9765
general,IND,アジア,2031,1534364475.1199,66.1906,98826.7631
general,IND,アジア,2032,1546440066.8266,68.0605,102461.8439
general,IND,アジア,2033,1558610694.5677,67.8894,103042.603
general,IND,アジア,2034,1570877106.2856,68.4817,104784.6766
general,IND,アジア,2035,1583240055.8093,65.2545,100648.3981
general,IND,アジア,2036,1595700302.9003,65.379,101642.1681
general,IND,アジア,2037,1608258613.2995,65.9384,103319.3986
general,IND,アジア,2038,1620915758.7743,66.6176,105198.8231
general,IND,アジア,2039,1633672517.1659,62.6465,99694.1999
general,IND,アジア,2040,1646529672.4375,64.2328,103004.3592
general,IND,アジア,2041,1659488014.7216,75.3575,121766.2467
general,IND,アジア,2042,1672548340.3697,77.3311,125902.376
general,IND,アジア,2043,1685711452.0003,77.3311,126850.6657
general,IND,アジア,2044,1698978158.5486,75.2567,124372.2323
general,IND,アジア,2045,1712349275.3164,74.5069,124049.7325
general,IND,アジア,2046,1725825624.0218,69.6628,116843.5929
general,IND,アジア,2047,1739408032.8501,69.7831,117908.0017
general,IND,アジア,2048,1753097336.5042,71.8016,122208.5463
general,IND,アジア,2049,1766894376.2564,75.0043,128591.9457
general,IND,アジア,2050,1780800000.0,74.9146,129372.607
general,ITA,欧州,2026,58770748.3517,105.2485,7012.98
general,ITA,欧州,2027,58397617.8143,118.5881,7777.6203
general,ITA,欧州,2028,58026856.2513,116.2236,7506.9757
general,ITA,欧州,2029,57658448.6222,114.6118,7294.4999
general,ITA,欧州,2030,57292379.9822,114.4093,7178.5625
general,ITA,欧州,2031,56928635.4812,114.4369,7081.9376
general,ITA,欧州,2032,56567200.3635,114.4369,6987.9371
general,ITA,欧州,2033,56208059.9669,115.625,6969.5704
general,ITA,欧州,2034,55851199.7225,116.0536,6907.9098
general,ITA,欧州,2035,55496605.1537,122.2369,7187.4647
general,ITA,欧州,2036,55144261.876,116.1917,6751.1188
general,ITA,欧州,2037,54794155.5962,116.6342,6698.6251
general,ITA,欧州,2038,54446272.1117,118.2425,6714.5337
general,ITA,欧州,2039,54100597.3101,122.8656,6900.3314
general,ITA,欧州,2040,53757117.1688,118.148,6564.0319
general,ITA,欧州,2041,53415817.7541,118.148,6494.9444
general,ITA,欧州,2042,53076685.2205,119.772,6516.3183
general,ITA,欧州,2043,52739705.811,114.5112,6167.0928
general,ITA,欧州,2044,52404865.8553,114.8699,6124.9865
general,ITA,欧州,2045,52072151.7704,114.8543,6064.4098
general,ITA,欧州,2046,51741550.0592,122.9439,6429.2689
general,ITA,欧州,2047,51413047.3104,116.6227,6041.1144
general,ITA,欧州,2048,51086630.198,115.5617,5930.4633
general,ITA,欧州,2049,50762285.4803,111.8767,5688.6962
general,ITA,欧州,2050,50440000.0,112.192,5653.1075
general,JPN,日本,2026,122173765.1763,121.1247,14677.308
general,JPN,日本,2027,121251071.8411,118.7981,14279.266
