category,iso3,region,year,population,pred_per_mn,units
general,BRA,中南米,2036,214644893.0657,93.1712,16415.6872
general,BRA,中南米,2037,214812264.031,95.2447,16840.682
general,BRA,中南米,2038,214979765.5051,96.3896,17093.6578
general,BRA,中南米,2039,215147397.5897,95.7443,17020.2355
general,BRA,中南米,2040,215315160.3867,92.1628,16414.6991
general,BRA,中南米,2041,215483053.998,91.9537,16400.759
general,BRA,中南米,2042,215651078.5256,93.0859,16618.9123
general,BRA,中南米,2043,215819234.0716,95.7916,17111.5319
general,BRA,中南米,2044,215987520.7381,96.2131,17189.7693
general,BRA,中南米,2045,216155938.6275,96.9692,17321.5482
general,BRA,中南米,2046,216324487.8419,95.4056,17033.2243
general,BRA,中南米,2047,216493168.4838,93.9714,16763.0078
general,BRA,中南米,2048,216661980.6558,96.763,17241.35
general,BRA,中南米,2049,216830924.4603,98.6401,17550.9826
general,BRA,中南米,2050,217000000.0,101.5976,18047.0553
general,CAN,北米,2026,40311123.1557,130.8348,5622.064
general,CAN,北米,2027,40496365.6662,128.3165,5480.2373
general,CAN,北米,2028,40682459.4253,122.5531,5203.8118
general,CAN,北米,2029,40869408.3448,130.4234,5507.5735
general,CAN,北米,2030,41057216.3544,132.044,5546.8918
general,CAN,北米,2031,41245887.4019,131.4091,5492.7914
general,CAN,北米,2032,41435425.4532,135.1735,5623.3988
general,CAN,北米,2033,41625834.4925,143.0937,5926.0328
general,CAN,北米,2034,41817118.5223,140.5268,5794.6694
general,CAN,北米,2035,42009281.5634,133.9157,5499.3444
general,CAN,北米,2036,42202327.6552,138.8471,5679.4214
general,CAN,北米,2037,42396260.8556,141.4311,5763.3247
general,CAN,北米,2038,42591085.241,141.1616,5731.5707
general,CAN,北米,2039,42786804.9069,140.941,5702.7853
general,CAN,北米,2040,42983423.9672,158.0594,6374.144
general,CAN,北米,2041,43180946.5551,168.9789,6792.6779
general,CAN,北米,2042,43379376.8224,171.4494,6870.7353
general,CAN,北米,2043,43578718.9404,172.207,6880.5791
general,CAN,北米,2044,43778977.0991,172.7993,6884.4294
general,CAN,北米,2045,43980155.5082,173.8271,6906.167
general,CAN,北米,2046,44182258.3964,172.6851,6842.3804
general,CAN,北米,2047,44385290.0121,172.7848,6828.5259
general,CAN,北米,2048,44589254.6231,172.7848,6811.3036
general,CAN,北米,2049,44794156.5166,171.8476,6757.7671
general,CAN,北米,2050,45000000.0,171.8476,6741.6762
general,CHL,中南米,2026,19885134.2966,100.4766,2070.502
general,CHL,中南米,2027,19910381.6081,106.7162,2182.5616
general,CHL,中南米,2028,19935660.9749,107.5213,2182.9186
general,CHL,中南米,2029,19960972.4379,98.4888,1985.2375
general,CHL,中南米,2030,19986316.0378,98.6324,1974.2326
general,CHL,中南米,2031,20011691.8154,102.5446,2038.499
general,CHL,中南米,2032,20037099.8116,102.132,2016.6944
general,CHL,中南米,2033,20062540.0672,101.9901,2000.6652
general,CHL,中南米,2034,20088012.6232,104.7128,2040.8328
general,CHL,中南米,2035,20113517.5206,102.2525,1980.2645
general,CHL,中南米,2036,20139054.8005,100.5956,1936.0476
general,CHL,中南米,2037,20164624.5041,99.9817,1912.4465
general,CHL,中南米,2038,20190226.6724,100.5898,1912.4701
general,CHL,中南米,2039,20215861.3466,98.3795,1859.3251
general,CHL,中南米,2040,20241528.5682,98.1848,1844.7616
general,CHL,中南米,2041,20267228.3783,99.3586,1856.0076
general,CHL,中南米,2042,20292960.8184,95.7718,1778.7753
general,CHL,中南米,2043,20318725.9298,96.1811,1776.2767
general,CHL,中南米,2044,20344523.7542,94.2902,1731.6173
general,CHL,中南米,2045,20370354.3329,102.9182,1879.6069
general,CHL,中南米,2046,20396217.7076,113.5176,2061.8209
general,CHL,中南米,2047,20422113.92,114.6454,2070.9945
general,CHL,中南米,2048,20448043.0116,108.3701,1947.0923
general,CHL,中南米,2049,20474005.0244,109.2818,1952.9834
general,CHL,中南米,2050,20500000.0,108.92,1936.198
general,CHN,中国,2026,1409495966.4584,96.6589,129779.622
general,CHN,中国,2027,1402926601.7208,110.7658,147559.0436
general,CHN,中国,2028,1396387855.4128,115.6638,152851.5584
general,CHN,中国,2029,1389879584.8283,115.2605,151073.4337
general,CHN,中国,2030,1383401647.9265,120.3025,156367.1174
general,CHN,中国,2031,1376953903.3283,121.7854,156950.063
general,CHN,中国,2032,1370536210.3138,121.9311,155780.7302
general,CHN,中国,2033,1364148428.8189,111.983,141816.1138
general,CHN,中国,2034,1357790419.4323,114.3406,143513.7838
general,CHN,中国,2035,1351462043.3923,119.9178,149157.5228
general,CHN,中国,2036,1345163162.5843,129.952,160164.1712
general,CHN,中国,2037,1338893639.5371,130.1223,158895.1001
general,CHN,中国,2038,1332653337.4204,138.7076,167800.7664
general,CHN,中国,2039,1326442120.0415,128.2767,153722.7228
general,CHN,中国,2040,1320259851.8426,134.6669,159849.5586
general,CHN,中国,2041,1314106397.8976,133.5622,157022.0023
general,CHN,中国,2042,1307981623.9094,133.1871,155072.2931
general,CHN,中国,2043,1301885396.2067,133.0399,153398.0406
general,CHN,中国,2044,1295817581.7412,132.7768,151599.8391
general,CHN,中国,2045,1289778048.0849,131.783,148987.168
general,CHN,中国,2046,1283766663.4267,133.4209,149349.1523
general,CHN,中国,2047,1277783296.5702,132.3508,146680.5065
general,CHN,中国,2048,1271827816.9303,137.0088,150328.2184
general,CHN,中国,2049,1265900094.5304,148.4166,161213.5354
general,CHN,中国,2050,1260000000.0,149.1628,160394.0812
general,COD,アフリカ,2026,115635775.6354,4.3252,149.1431
general,COD,アフリカ,2027,118461241.3452,4.4692,170.1056
general,COD,アフリカ,2028,121355745.0013,4.6944,196.1566
general,COD,アフリカ,2029,124320973.4896,4.9073,223.989
general,COD,アフリカ,2030,127358654.9137,4.6614,231.3196
general,COD,アフリカ,2031,130470559.6017,4.8017,257.9281
general,COD,アフリカ,2032,133658501.1385,4.5144,261.414
general,COD,アフリカ,2033,136924337.4224,6.5708,408.6214
general,COD,アフリカ,2034,140269971.7479,6.5708,437.2665
general,COD,アフリカ,2035,143697353.9149,6.5708,466.367
general,COD,アフリカ,2036,147208481.3652,6.2518,471.7895
general,COD,アフリカ,2037,150805400.3464,5.7673,461.4146
general,COD,アフリカ,2038,154490207.1044,3.7798,319.7437
general,COD,アフリカ,2039,158265049.1052,0.6996,62.4153
general,COD,アフリカ,2040,162132126.2865,5.1022,478.9436
general,COD,アフリカ,2041,166093692.3395,4.9816,490.9476
general,COD,アフリカ,2042,170152056.0227,4.3286,446.9629
general,COD,アフリカ,2043,174309582.507,4.3286,467.4043
general,COD,アフリカ,2044,178568694.7545,4.3286,487.9109
general,COD,アフリカ,2045,182931874.9303,5.0453,592.6546
general,COD,アフリカ,2046,187401665.8493,5.0453,616.6721
general,COD,アフリカ,2047,191980672.4578,5.1449,653.3873
general,COD,アフリカ,2048,196671563.3519,5.1449,677.9674
general,COD,アフリカ,2049,201477072.3329,1.9056,260.2278
general,COD,アフリカ,2050,206400000.0,5.7366,810.882
general,COL,中南米,2026,53400462.0896,51.9782,1922.396
general,COL,中南米,2027,53375307.0345,56.1027,2112.0056
general,COL,中南米,2028,53350163.829,64.6327,2472.5751
general,COL,中南米,2029,53325032.4676,67.5436,2621.8668
general,COL,中南米,2030,53299912.9447,66.6999,2623.4243
general,COL,中南米,2031,53274805.2547,68.4438,2724.0942
general,COL,中南米,2032,53249709.392,66.2418,2664.6003
general,COL,中南米,2033,53224625.3511,70.1863,2850.145
general,COL,中南米,2034,53199553.1264,73.3076,3002.0177
general,COL,中南米,2035,53174492.7123,77.3911,3192.805
general,COL,中南米,2036,53149444.1033,80.8669,3357.8773
general,COL,中南米,2037,53124407.2938,80.3871,3356.7274
general,COL,中南米,2038,53099382.2783,79.402,3331.5395
general,COL,中南米,2039,53074369.0511,89.6779,3777.9358
general,COL,中南米,2040,53049367.6068,92.3509,3903.5458
general,COL,中南米,2041,53024377.9398,94.5417,4006.8705
general,COL,中南米,2042,52999400.0445,95.8743,4071.7471
general,COL,中南米,2043,52974433.9154,95.4057,4057.8983
general,COL,中南米,2044,52949479.5469,95.5449,4067.7105
general,COL,中南米,2045,52924536.9336,96.3952,4105.7944
general,COL,中南米,2046,52899606.0699,101.2409,4312.1634
general,COL,中南米,2047,52874686.9502,101.3405,4314.5055
general,COL,中南米,2048,52849779.569,102.3685,4354.586
general,COL,中南米,2049,52824883.9208,100.9432,4288.7054
general,COL,中南米,2050,52800000.0,99.7916,4233.1024
general,DEU,欧州,2026,83908155.1082,95.7511,7121.016
general,DEU,欧州,2027,83741566.6137,106.0667,7885.6048
general,DEU,欧州,2028,83575308.8586,106.0636,7878.7444
general,DEU,欧州,2029,83409381.1861,106.076,7869.2532
general,DEU,欧州,2030,83243782.941,104.902,7768.4068
general,DEU,欧州,2031,83078513.4691,117.6636,8694.4234
general,DEU,欧州,2032,82913572.1179,122.4883,9027.6392
general,DEU,欧州,2033,82748958.2358,121.3243,8915.6056
general,DEU,欧州,2034,82584671.1727,117.9064,8636.0711
general,DEU,欧州,2035,82420710.2797,126.6065,9240.0231
general,DEU,欧州,2036,82257074.9093,139.3769,10132.5356
general,DEU,欧州,2037,82093764.4152,134.2145,9716.6641
general,DEU,欧州,2038,81930778.1524,153.1413,11037.9672
general,DEU,欧州,2039,81768115.4772,149.068,10694.3844
general,DEU,欧州,2040,81605775.747,149.5322,10675.384
general,DEU,欧州,2041,81443758.3209,149.5322,10621.12
general,DEU,欧州,2042,81282062.5588,149.0314,10529.69
general,DEU,欧州,2043,81120687.8222,149.0314,10472.2219
general,DEU,欧州,2044,80959633.4737,148.8767,10402.4942
general,DEU,欧州,2045,80798898.8772,150.8073,10476.4439
general,DEU,欧州,2046,80638483.3979,149.6744,10336.0811
general,DEU,欧州,2047,80478386.4022,153.0142,10502.6056
general,DEU,欧州,2048,80318607.2578,153.6486,10480.8097
general,DEU,欧州,2049,80159145.3337,153.7351,10420.498
general,DEU,欧州,2050,80000000.0,170.8504,11506.1941
general,EGY,アフリカ,2026,119606153.4643,32.889,1417.444
general,EGY,アフリカ,2027,120859305.4662,45.8448,2124.0768
general,EGY,アフリカ,2028,122125587.1433,47.8662,2373.3232
general,EGY,アフリカ,2029,123405136.0594,60.7749,3211.116
general,EGY,アフリカ,2030,124698091.2195,60.5114,3393.5376
general,EGY,アフリカ,2031,126004593.0852,60.2127,3570.9341
general,EGY,アフリカ,2032,127324783.5897,61.7138,3857.0598
general,EGY,アフリカ,2033,128658806.1532,61.9946,4070.1587
general,EGY,アフリカ,2034,130006805.6986,64.9474,4465.7932
general,EGY,アフリカ,2035,131368928.6673,62.2164,4467.9112
general,EGY,アフリカ,2036,132745323.0349,67.0179,5013.2361
general,EGY,アフリカ,2037,134136138.3274,69.4762,5400.4784
general,EGY,アフリカ,2038,135541525.6374,68.0273,5482.2602
general,EGY,アフリカ,2039,136961637.6407,70.1752,5850.8463
general,EGY,アフリカ,2040,138396628.6125,72.8573,6272.0018
general,EGY,アフリカ,2041,139846654.4447,76.6757,6802.7844
general,EGY,アフリカ,2042,141311872.6622,79.4771,7254.665
general,EGY,アフリカ,2043,142792442.4406,76.2723,7151.3874
general,EGY,アフリカ,2044,144288524.6231,76.31,7338.3991
general,EGY,アフリカ,2045,145800281.738,79.762,7856.0432
general,EGY,アフリカ,2046,147327878.0168,77.743,7832.3026
general,EGY,アフリカ,2047,148871479.4113,77.0005,7925.235
general,EGY,アフリカ,2048,150431253.6123,82.0471,8617.4513
general,EGY,アフリカ,2049,152007370.0675,82.1691,8797.5088
general,EGY,アフリカ,2050,153600000.0,82.3242,8976.0259
general,ESP,欧州,2026,47812891.5006,110.3041,4976.958
general,ESP,欧州,2027,47735947.0263,114.5551,5147.356
general,ESP,欧州,2028,47659126.3774,119.1587,5330.795
general,ESP,欧州,2029,47582429.3547,120.376,5360.5396
general,ESP,欧州,2030,47505855.7592,122.0221,5407.8057
general,ESP,欧州,2031,47429405.3923,121.6961,5366.4981
general,ESP,欧州,2032,47353078.0556,122.728,5384.0985
general,ESP,欧州,2033,47276873.5513,122.728,5355.4579
general,ESP,欧州,2034,47200791.6815,129.3398,5613.0912
general,ESP,欧州,2035,47124832.249,123.2947,5320.701
general,ESP,欧州,2036,47048995.0568,128.9932,5534.62
general,ESP,欧州,2037,46973279.908,124.9544,5329.8495
general,ESP,欧州,2038,46897686.6064,119.432,5063.7884
general,ESP,欧州,2039,46822214.9557,119.9658,5055.4183
general,ESP,欧州,2040,46746864.7604,126.4061,5293.8072
general,ESP,欧州,2041,46671635.8248,125.3401,5216.1434
general,ESP,欧州,2042,46596527.9538,124.9683,5167.4984
general,ESP,欧州,2043,46521540.9527,137.9199,5666.2101
general,ESP,欧州,2044,46446674.6269,148.4226,6057.8381
general,ESP,欧州,2045,46371928.7821,152.0302,6164.0769
general,ESP,欧州,2046,46297303.2246,156.1671,6289.5505
general,ESP,欧州,2047,46222797.7608,154.8107,6192.9194
general,ESP,欧州,2048,46148412.1973,154.3762,6133.5818
general,ESP,欧州,2049,46074146.3413,154.3762,6091.5789
general,ESP,欧州,2050,46000000.0,157.3779,6167.1869
general,FRA,欧州,2026,66624649.0457,107.8077,6402.354
general,FRA,欧州,2027,66598504.3552,115.5473,6868.0771
general,FRA,欧州,2028,66572369.9242,117.7854,7003.9018
general,FRA,欧州,2029,66546245.7489,119.1911,7087.0872
general,FRA,欧州,2030,66520131.8251,127.4167,7572.5267
general,FRA,欧州,2031,66494028.1489,120.4632,7152.9793
general,FRA,欧州,2032,66467934.7163,122.7143,7277.5413
general,FRA,欧州,2033,66441851.5232,126.8324,7509.7742
general,FRA,欧州,2034,66415778.5656,123.2821,7285.5765
general,FRA,欧州,2035,66389715.8395,120.6183,7112.3559
general,FRA,欧州,2036,66363663.3408,132.9992,7822.827
general,FRA,欧州,2037,66337621.0656,126.678,7430.4781
general,FRA,欧州,2038,66311589.0099,124.526,7282.3282
general,FRA,欧州,2039,66285567.1696,124.3052,7245.9474
general,FRA,欧州,2040,66259555.5408,136.7249,7942.4854
general,FRA,欧州,2041,66233554.1193,147.5189,8538.3457
general,FRA,欧州,2042,66207562.9013,150.8401,8697.1987
general,FRA,欧州,2043,66181581.8827,152.5233,8759.1145
general,FRA,欧州,2044,66155611.0595,152.5233,8722.7154
general,FRA,欧州,2045,66129650.4277,148.5034,8456.2588
general,FRA,欧州,2046,66103699.9833,147.0145,8334.2602
general,FRA,欧州,2047,66077759.7224,145.8868,8232.4901
general,FRA,欧州,2048,66051829.6408,145.8868,8193.8214
general,FRA,欧州,2049,66025909.7347,141.6903,7919.8392
general,FRA,欧州,2050,66000000.0,141.6903,7880.9021
general,GBR,欧州,2026,69686100.0394,105.7328,7084.238
general,GBR,欧州,2027,69821127.208,106.6299,7131.1118
general,GBR,欧州,2028,69956416.0118,104.9751,7006.3891
general,GBR,欧州,2029,70091966.9578,115.0405,7661.7521
general,GBR,欧州,2030,70227780.5538,108.4889,7209.0103
general,GBR,欧州,2031,70363857.3089,114.8444,7613.0855
general,GBR,欧州,2032,70500197.7329,115.2608,7621.5601
general,GBR,欧州,2033,70636802.3367,110.1248,7262.9421
general,GBR,欧州,2034,70773671.6322,116.3529,7652.9275
general,GBR,欧州,2035,70910806.1323,121.7202,7983.5429
general,GBR,欧州,2036,71048206.3509,126.9292,8301.1919
general,GBR,欧州,2037,71185872.8028,123.3038,8040.1854
general,GBR,欧州,2038,71323806.0039,117.4565,7635.6339
general,GBR,欧州,2039,71462006.471,133.8242,8672.6369
general,GBR,欧州,2040,71600474.7221,131.2801,8480.7726
general,GBR,欧州,2041,71739211.276,131.0387,8437.8073
general,GBR,欧州,2042,71878216.6526,144.4924,9273.5181
general,GBR,欧州,2043,72017491.3727,143.7569,9195.4806
general,GBR,欧州,2044,72157035.9583,154.5229,9850.6155
general,GBR,欧州,2045,72296850.9322,158.5547,10072.9026
general,GBR,欧州,2046,72436936.8184,159.4802,10096.4489
general,GBR,欧州,2047,72577294.1419,159.5798,10067.2045
general,GBR,欧州,2048,72717923.4284,159.0558,9998.4625
general,GBR,欧州,2049,72858825.2052,159.0558,9962.5587
general,GBR,欧州,2050,73000000.0,159.0558,9926.4614
general,GHA,アフリカ,2026,35577592.6386,14.3229,151.9555
general,GHA,アフリカ,2027,36083249.5806,26.5436,307.7343
general,GHA,アフリカ,2028,36596093.3197,33.6412,423.9093
general,GHA,アフリカ,2029,37116226.0006,34.9002,475.5839
general,GHA,アフリカ,2030,37643751.2192,40.5175,594.292
general,GHA,アフリカ,2031,38178774.0444,42.9913,675.7559
general,GHA,アフリカ,2032,38721401.0379,43.0729,722.5844
general,GHA,アフリカ,2033,39271740.2764,42.9208,765.5418
general,GHA,アフリカ,2034,39829901.3722,42.9208,811.034
general,GHA,アフリカ,2035,40395995.4959,43.6809,871.5444
general,GHA,アフリカ,2036,40970135.3978,47.1562,990.4144
general,GHA,アフリカ,2037,41552435.4311,45.5311,1003.7122
general,GHA,アフリカ,2038,42143011.5739,47.4555,1095.0632
general,GHA,アフリカ,2039,42741981.4529,46.6839,1124.8039
general,GHA,アフリカ,2040,43349464.3665,47.517,1192.5992
general,GHA,アフリカ,2041,43965581.3087,48.8983,1275.6252
general,GHA,アフリカ,2042,44590454.9932,52.757,1427.5937
general,GHA,アフリカ,2043,45224209.8777,57.1018,1599.7083
general,GHA,アフリカ,2044,45866972.1888,62.0631,1796.8726
general,GHA,アフリカ,2045,46518869.9473,62.1252,1855.7639
general,GHA,アフリカ,2046,47180032.9934,63.4037,1951.0436
general,GHA,アフリカ,2047,47850593.0127,63.3716,2005.9354
general,GHA,アフリカ,2048,48530683.5624,63.4999,2064.8004
general,GHA,アフリカ,2049,49220440.0979,72.8172,2429.2676
general,GHA,アフリカ,2050,49920000.0,71.2556,2436.0507
general,IDN,アジア,2026,286523092.9678,85.0632,19324.354
general,IDN,アジア,2027,287243416.3107,83.367,19160.6063
general,IDN,アジア,2028,287965550.5572,84.0142,19515.4884
general,IDN,アジア,2029,288689500.26,82.6668,19389.1306
general,IDN,アジア,2030,289415269.9833,77.5273,18344.2191
general,IDN,アジア,2031,290142864.3024,86.2788,20578.2528
general,IDN,アジア,2032,290872287.8046,79.3834,19070.4295
general,IDN,アジア,2033,291603545.0883,80.595,19487.3736
general,IDN,アジア,2034,292336640.7638,83.9617,20419.765
general,IDN,アジア,2035,293071579.4528,88.2926,21584.7591
general,IDN,アジア,2036,293808365.7887,88.015,21616.2259
general,IDN,アジア,2037,294547004.4165,90.7249,22372.4643
general,IDN,アジア,2038,295287499.9928,90.8265,22477.3124
general,IDN,アジア,2039,296029857.186,94.503,23459.3445
general,IDN,アジア,2040,296774080.6764,94.7351,23579.1651
general,IDN,アジア,2041,297520175.1557,96.8151,24150.6622
general,IDN,アジア,2042,298268145.3277,103.96,25980.8672
general,IDN,アジア,2043,299017995.908,103.8062,25981.0325
general,IDN,アジア,2044,299769731.6238,103.0856,25830.4201
general,IDN,アジア,2045,300523357.2144,104.2882,26153.7419
general,IDN,アジア,2046,301278877.4311,106.1307,26630.4189
general,IDN,アジア,2047,302036297.0369,104.8225,26309.4707
general,IDN,アジア,2048,302795620.8069,106.0071,26607.4556
general,IDN,アジア,2049,303556853.5282,107.3862,26947.8641
general,IDN,アジア,2050,304320000.0,102.2266,25641.9903
general,IND,アジア,2026,1469549965.2162,56.2663,82762.428
general,IND,アジア,2027,1475256477.0705,52.375,76838.0828
general,IND,アジア,2028,1480985148.2786,53.869,78826.6083
general,IND,アジア,2029,1486736064.889,53.7959,78519.3993
general,IND,アジア,2030,1492509313.2843,54.513,79365.7236
general,IND,アジア,2031,1498304980.1826,61.8563,89832.5615
general,IND,アジア,2032,1504123152.6389,62.8368,91031.264
general,IND,アジア,2033,1509963918.0461,63.88,92316.1848
general,IND,アジア,2034,1515827364.1363,65.2276,94034.9807
general,IND,アジア,2035,1521713578.9825,65.1283,93665.9382
general,IND,アジア,2036,1527622650.9997,65.2538,93622.3359
general,IND,アジア,2037,1533554668.9461,64.827,92789.3213
general,IND,アジア,2038,1539509721.9247,75.6297,107996.5111
general,IND,アジア,2039,1545487899.3844,75.0967,106984.213
general,IND,アジア,2040,1551489291.1216,75.5349,107358.0089
general,IND,アジア,2041,1557513987.281,80.4613,114095.0962
general,IND,アジア,2042,1563562078.3579,83.2427,117767.077
general,IND,アジア,2043,1569633655.1987,82.7393,116786.5364
general,IND,アジア,2044,1575728809.0024,86.1953,121386.982
general,IND,アジア,2045,1581847631.3226,90.3232,126910.9819
general,IND,アジア,2046,1587990214.068,81.3906,114101.1241
general,IND,アジア,2047,1594156649.5044,75.9542,106239.5399
general,IND,アジア,2048,1600347030.2559,90.8656,126810.83
general,IND,アジア,2049,1606561449.3062,90.7118,126312.4673
general,IND,アジア,2050,1612800000.0,89.8771,124870.5773
general,ITA,欧州,2026,58842396.4064,104.9377,6977.88
general,ITA,欧州,2027,58540090.9411,116.9974,7627.5733
general,ITA,欧州,2028,58239338.5838,117.0831,7488.1144
general,ITA,欧州,2029,57940131.3553,112.6143,7069.2454
general,ITA,欧州,2030,57642461.3174,117.1619,7222.4559
general,ITA,欧州,2031,57346320.5728,122.74,7433.7253
general,ITA,欧州,2032,57051701.2646,126.1372,7508.8704
general,ITA,欧州,2033,56758595.5764,118.649,6945.1818
general,ITA,欧州,2034,56466995.7318,124.052,7142.9202
general,ITA,欧州,2035,56176893.9946,119.2145,6754.7263
general,ITA,欧州,2036,55888282.6682,121.8396,6795.4333
general,ITA,欧州,2037,55601154.0955,111.7521,6137.1689
general,ITA,欧州,2038,55315500.6588,124.398,6728.7527
general,ITA,欧州,2039,55031314.7795,117.9912,6287.7634
general,ITA,欧州,2040,54748588.9179,117.9912,6196.27
general,ITA,欧州,2041,54467315.5733,130.0872,6733.6548
general,ITA,欧州,2042,54187487.2831,128.566,6561.0406
general,ITA,欧州,2043,53909096.6234,140.6505,7077.9342
general,ITA,欧州,2044,53632136.2082,145.0528,7199.3369
general,ITA,欧州,2045,53356598.6897,145.9783,7147.1461
general,ITA,欧州,2046,53082476.7576,145.4543,7026.2012
general,ITA,欧州,2047,52809763.1393,145.5539,6938.0055
general,ITA,欧州,2048,52538450.5995,145.3624,6838.2004
general,ITA,欧州,2049,52268531.9401,141.6774,6578.5143
general,ITA,欧州,2050,52000000.0,141.0556,6465.606
general,JPN,日本,2026,122322708.5344,121.0231,14603.848
general,JPN,日本,2027,121546889.0334,123.6309,14742.4578
