scenario_id,iso3,region,sub_region,year,population,urban_pct,urban_pop_mn,gdp_pc_ppp_const2021,gdp_ppp_bn,gdp_growth_pct,gfcf_pct_gdp,coal_prod_twh,copper_usd_t_real2010,ironore_usd_dmtu_real2010,coal_aus_usd_t_real2010,gold_usd_oz_real2010
S1_BASE,ARG,中南米,中南米,2026,45973349.7587,92.312,42.4389,27931.3214,1284.0964,0.5711,16.3161,0.1652,8653.68,85.8685,91.999,2964.0
S1_BASE,ARG,中南米,中南米,2027,46095644.9758,92.2766,42.5355,28095.06,1295.0599,0.8538,16.618,0.1643,8740.2168,85.4392,90.619,2964.0
S1_BASE,ARG,中南米,中南米,2028,46218265.5144,92.2453,42.6342,28339.5042,1309.8027,1.1384,16.9062,0.1635,8827.619,85.012,89.2597,2964.0
S1_BASE,ARG,中南米,中南米,2029,46341212.2399,92.2175,42.7347,28666.5655,1328.4434,1.4232,17.1814,0.1627,8915.8952,84.5869,87.9208,2964.0
S1_BASE,ARG,中南米,中南米,2030,46464486.0201,92.1928,42.8369,29078.3888,1351.1124,1.7064,17.4441,0.1619,9005.0541,84.164,86.602,2964.0
S1_BASE,ARG,中南米,中南米,2031,46588087.7249,92.1709,42.9407,29577.359,1377.9526,1.9865,17.695,0.1611,9095.1047,83.7431,85.303,2964.0
S1_BASE,ARG,中南米,中南米,2032,46712018.2266,92.1516,43.0459,30166.1007,1409.1194,2.2618,17.9346,0.1603,9186.0557,83.3244,84.0234,2964.0
S1_BASE,ARG,中南米,中南米,2033,46836278.4,92.1344,43.1523,30847.4726,1444.7808,2.5308,18.1633,0.1595,9277.9163,82.9078,82.7631,2964.0
S1_BASE,ARG,中南米,中南米,2034,46960869.1219,92.1191,43.2599,31624.5551,1485.1166,2.7918,18.3817,0.1587,9370.6954,82.4933,81.5216,2964.0
S1_BASE,ARG,中南米,中南米,2035,47085791.2717,92.1056,43.3687,32500.632,1530.318,3.0436,18.5903,0.1579,9464.4024,82.0808,80.2988,2964.0
S1_BASE,ARG,中南米,中南米,2036,47211045.731,92.0937,43.4784,33390.97,1576.4226,3.0127,18.7894,0.1547,9559.0464,81.6704,79.0943,2964.0
S1_BASE,ARG,中南米,中南米,2037,47336633.3837,92.083,43.589,34295.616,1623.439,2.9825,18.9796,0.1516,9654.6369,81.262,77.9079,2964.0
S1_BASE,ARG,中南米,中南米,2038,47462555.1164,92.0736,43.7005,35214.6173,1671.3757,2.9528,19.1611,0.1486,9751.1832,80.8557,76.7393,2964.0
S1_BASE,ARG,中南米,中南米,2039,47588811.8175,92.0653,43.8128,36148.0217,1720.2414,2.9237,19.3345,0.1456,9848.6951,80.4515,75.5882,2964.0
S1_BASE,ARG,中南米,中南米,2040,47715404.3783,92.0579,43.9258,37095.8776,1770.0448,2.8951,19.5,0.1427,9947.182,80.0492,74.4544,2964.0
S1_BASE,ARG,中南米,中南米,2041,47842333.6921,92.0513,44.0395,38058.2342,1820.7947,2.8672,19.6581,0.1399,10046.6538,79.649,73.3376,2964.0
S1_BASE,ARG,中南米,中南米,2042,47969600.6547,92.0455,44.1539,39035.1416,1872.5002,2.8397,19.809,0.1371,10147.1204,79.2507,72.2375,2964.0
S1_BASE,ARG,中南米,中南米,2043,48097206.1644,92.0403,44.2688,40026.6509,1925.1701,2.8128,19.9531,0.1343,10248.5916,78.8545,71.154,2964.0
S1_BASE,ARG,中南米,中南米,2044,48225151.1216,92.0358,44.3844,41032.8142,1978.8137,2.7864,20.0907,0.1316,10351.0775,78.4602,70.0866,2964.0
S1_BASE,ARG,中南米,中南米,2045,48353436.4294,92.0317,44.5005,42053.6849,2033.4402,2.7606,20.2221,0.129,10454.5883,78.0679,69.0353,2964.0
S1_BASE,ARG,中南米,中南米,2046,48482062.9932,92.0281,44.6171,43089.3178,2089.059,2.7352,20.3475,0.1264,10559.1341,77.6775,67.9998,2964.0
S1_BASE,ARG,中南米,中南米,2047,48611031.7208,92.0249,44.7343,44139.7689,2145.6797,2.7103,20.4673,0.1239,10664.7255,77.2892,66.9798,2964.0
S1_BASE,ARG,中南米,中南米,2048,48740343.5223,92.0221,44.8519,45205.0958,2203.3119,2.686,20.5817,0.1214,10771.3727,76.9027,65.9751,2964.0
S1_BASE,ARG,中南米,中南米,2049,48869999.3103,92.0196,44.97,46285.3577,2261.9654,2.6621,20.6909,0.119,10879.0865,76.5182,64.9855,2964.0
S1_BASE,ARG,中南米,中南米,2050,49000000.0,92.0174,45.0885,47380.6155,2321.6502,2.6386,20.7951,0.1166,10987.8773,76.1356,64.0107,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2026,27192458.0735,87.8355,23.8846,60319.9741,1640.2484,1.0207,24.2687,3266.1611,8653.68,85.8685,91.999,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2027,27412661.0134,87.9485,24.109,60519.5036,1659.0006,1.1433,24.2114,3249.8303,8740.2168,85.4392,90.619,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2028,27634647.1439,88.0585,24.3346,60795.2326,1680.0548,1.2691,24.1567,3233.5812,8827.619,85.012,89.2597,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2029,27858430.9051,88.1654,24.5615,61149.5945,1703.5318,1.3974,24.1045,3217.4133,8915.8952,84.5869,87.9208,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2030,28084026.8542,88.2695,24.7896,61584.8811,1729.5515,1.5274,24.0546,3201.3262,9005.0541,84.164,86.602,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2031,28311449.6661,88.3708,25.019,62103.2467,1758.2329,1.6583,24.007,3185.3196,9095.1047,83.7431,85.303,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2032,28540714.1347,88.4693,25.2498,62706.7099,1789.6943,1.7894,23.9615,3169.393,9186.0557,83.3244,84.0234,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2033,28771835.1736,88.5651,25.4818,63397.1529,1824.0524,1.9198,23.9181,3153.546,9277.9163,82.9078,82.7631,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2034,29004827.8172,88.6584,25.7152,64176.3189,1861.4231,2.0488,23.8766,3137.7783,9370.6954,82.4933,81.5216,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2035,29239707.2216,88.7491,25.95,65045.8064,1901.9203,2.1756,23.837,3122.0894,9464.4024,82.0808,80.2988,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2036,29476488.6658,88.8373,26.1861,65925.0851,1943.24,2.1725,23.7992,3059.6476,9559.0464,81.6704,79.0943,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2037,29715187.5522,88.9231,26.4237,66814.2737,1985.3987,2.1695,23.7631,2998.4546,9654.6369,81.262,77.9079,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2038,29955819.4084,89.0067,26.6627,67713.4924,2028.4132,2.1665,23.7287,2938.4856,9751.1832,80.8557,76.7393,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2039,30198399.8872,89.0879,26.9031,68622.8629,2072.3007,2.1636,23.6958,2879.7158,9848.6951,80.4515,75.5882,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2040,30442944.7687,89.1669,27.145,69542.5083,2117.0787,2.1608,23.6644,2822.1215,9947.182,80.0492,74.4544,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2041,30689469.9603,89.2438,27.3885,70472.5536,2162.7653,2.158,23.6344,2765.6791,10046.6538,79.649,73.3376,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2042,30937991.4986,89.3186,27.6334,71413.1251,2209.3787,2.1553,23.6057,2710.3655,10147.1204,79.2507,72.2375,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2043,31188525.5498,89.3914,27.8799,72364.3508,2256.9374,2.1526,23.5784,2656.1582,10248.5916,78.8545,71.154,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2044,31441088.4111,89.4622,28.1279,73326.3603,2305.4606,2.15,23.5522,2603.035,10351.0775,78.4602,70.0866,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2045,31695696.5118,89.5311,28.3775,74299.2847,2354.9676,2.1474,23.5273,2550.9743,10454.5883,78.0679,69.0353,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2046,31952366.414,89.5981,28.6287,75283.257,2405.4782,2.1449,23.5035,2499.9549,10559.1341,77.6775,67.9998,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2047,32211114.8141,89.6633,28.8816,76278.4116,2457.0127,2.1424,23.4808,2449.9558,10664.7255,77.2892,66.9798,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2048,32471958.5437,89.7267,29.136,77284.8848,2509.5916,2.14,23.459,2400.9566,10771.3727,76.9027,65.9751,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2049,32734914.5705,89.7884,29.3922,78302.8144,2563.2359,2.1376,23.4383,2352.9375,10879.0865,76.5182,64.9855,2964.0
S1_BASE,AUS,オセアニア,オセアニア,2050,33000000.0,89.8485,29.65,79332.34,2617.9672,2.1352,23.4185,2305.8788,10987.8773,76.1356,64.0107,2964.0
S1_BASE,BRA,中南米,中南米,2026,212978339.0628,88.5097,188.5064,20558.283,4378.469,2.7447,17.1172,29.6719,8653.68,85.8685,91.999,2964.0
S1_BASE,BRA,中南米,中南米,2027,213144410.5201,88.8132,189.3003,21123.2899,4502.3112,2.8284,17.3829,29.5235,8740.2168,85.4392,90.619,2964.0
S1_BASE,BRA,中南米,中南米,2028,213310611.4729,89.0902,190.0389,21720.183,4633.1455,2.9059,17.6366,29.3759,8827.619,85.012,89.2597,2964.0
S1_BASE,BRA,中南米,中南米,2029,213476942.0222,89.3432,190.7272,22349.3131,4771.063,2.9768,17.8788,29.229,8915.8952,84.5869,87.9208,2964.0
S1_BASE,BRA,中南米,中南米,2030,213643402.2689,89.5742,191.3695,23010.9029,4916.1276,3.0405,18.11,29.0829,9005.0541,84.164,86.602,2964.0
S1_BASE,BRA,中南米,中南米,2031,213809992.3143,89.7852,191.9696,23705.0345,5068.3732,3.0969,18.3309,28.9375,9095.1047,83.7431,85.303,2964.0
S1_BASE,BRA,中南米,中南米,2032,213976712.2595,89.9777,192.5314,24431.6364,5227.8012,3.1455,18.5417,28.7928,9186.0557,83.3244,84.0234,2964.0
S1_BASE,BRA,中南米,中南米,2033,214143562.2058,90.1536,193.0581,25190.4717,5394.3773,3.1864,18.743,28.6488,9277.9163,82.9078,82.7631,2964.0
S1_BASE,BRA,中南米,中南米,2034,214310542.2546,90.3141,193.5527,25981.1277,5568.0296,3.2191,18.9353,28.5056,9370.6954,82.4933,81.5216,2964.0
S1_BASE,BRA,中南米,中南米,2035,214477652.5074,90.4607,194.018,26803.0068,5748.646,3.2438,19.1188,28.3631,9464.4024,82.0808,80.2988,2964.0
S1_BASE,BRA,中南米,中南米,2036,214644893.0657,90.5945,194.4565,27640.5845,5932.9103,3.2054,19.2941,27.7958,9559.0464,81.6704,79.0943,2964.0
S1_BASE,BRA,中南米,中南米,2037,214812264.031,90.7167,194.8707,28493.9196,6120.8434,3.1676,19.4614,27.2399,9654.6369,81.262,77.9079,2964.0
S1_BASE,BRA,中南米,中南米,2038,214979765.5051,90.8283,195.2625,29363.0697,6312.4658,3.1307,19.6212,26.6951,9751.1832,80.8557,76.7393,2964.0
S1_BASE,BRA,中南米,中南米,2039,215147397.5897,90.9302,195.6339,30248.0912,6507.7981,3.0944,19.7738,26.1612,9848.6951,80.4515,75.5882,2964.0
S1_BASE,BRA,中南米,中南米,2040,215315160.3867,91.0232,195.9868,31149.0396,6706.8604,3.0588,19.9195,25.638,9947.182,80.0492,74.4544,2964.0
S1_BASE,BRA,中南米,中南米,2041,215483053.998,91.1081,196.3226,32065.9696,6909.673,3.024,20.0586,25.1252,10046.6538,79.649,73.3376,2964.0
S1_BASE,BRA,中南米,中南米,2042,215651078.5256,91.1857,196.6429,32998.9352,7116.256,2.9898,20.1915,24.6227,10147.1204,79.2507,72.2375,2964.0
S1_BASE,BRA,中南米,中南米,2043,215819234.0716,91.2565,196.949,33947.9901,7326.6292,2.9562,20.3183,24.1302,10248.5916,78.8545,71.154,2964.0
S1_BASE,BRA,中南米,中南米,2044,215987520.7381,91.3211,197.2423,34913.1876,7540.8128,2.9234,20.4394,23.6476,10351.0775,78.4602,70.0866,2964.0
S1_BASE,BRA,中南米,中南米,2045,216155938.6275,91.3802,197.5236,35894.5806,7758.8268,2.8911,20.555,23.1747,10454.5883,78.0679,69.0353,2964.0
S1_BASE,BRA,中南米,中南米,2046,216324487.8419,91.4341,197.7942,36892.2225,7980.6911,2.8595,20.6654,22.7112,10559.1341,77.6775,67.9998,2964.0
S1_BASE,BRA,中南米,中南米,2047,216493168.4838,91.4833,198.055,37906.1662,8206.426,2.8285,20.7709,22.257,10664.7255,77.2892,66.9798,2964.0
S1_BASE,BRA,中南米,中南米,2048,216661980.6558,91.5282,198.3068,38936.4655,8436.0517,2.7981,20.8715,21.8118,10771.3727,76.9027,65.9751,2964.0
S1_BASE,BRA,中南米,中南米,2049,216830924.4603,91.5692,198.5504,39983.1742,8669.5886,2.7683,20.9676,21.3756,10879.0865,76.5182,64.9855,2964.0
S1_BASE,BRA,中南米,中南米,2050,217000000.0,91.6067,198.7865,41046.3467,8907.0572,2.7391,21.0594,20.9481,10987.8773,76.1356,64.0107,2964.0
S1_BASE,CAN,北米,北米,2026,40311123.1557,83.101,33.4989,57890.5909,2333.6347,0.288,22.9067,316.012,8653.68,85.8685,91.999,2964.0
S1_BASE,CAN,北米,北米,2027,40496365.6662,83.3206,33.7418,57892.2872,2344.4272,0.4625,22.911,314.4319,8740.2168,85.4392,90.619,2964.0
S1_BASE,CAN,北米,北米,2028,40682459.4253,83.5349,33.9841,57997.0557,2359.4629,0.6413,22.915,312.8598,8827.619,85.012,89.2597,2964.0
S1_BASE,CAN,北米,北米,2029,40869408.3448,83.7439,34.2256,58207.2076,2378.8941,0.8235,22.9188,311.2955,8915.8952,84.5869,87.9208,2964.0
S1_BASE,CAN,北米,北米,2030,41057216.3544,83.9477,34.4666,58524.9994,2402.8736,1.008,22.9225,309.739,9005.0541,84.164,86.602,2964.0
S1_BASE,CAN,北米,北米,2031,41245887.4019,84.1465,34.707,58952.6503,2431.5544,1.1936,22.926,308.1903,9095.1047,83.7431,85.303,2964.0
S1_BASE,CAN,北米,北米,2032,41435425.4532,84.3404,34.9468,59492.3541,2465.091,1.3792,22.9293,306.6494,9186.0557,83.3244,84.0234,2964.0
S1_BASE,CAN,北米,北米,2033,41625834.4925,84.5295,35.1861,60146.2855,2503.6393,1.5638,22.9325,305.1161,9277.9163,82.9078,82.7631,2964.0
S1_BASE,CAN,北米,北米,2034,41817118.5223,84.7139,35.4249,60916.6012,2547.3567,1.7462,22.9356,303.5905,9370.6954,82.4933,81.5216,2964.0
S1_BASE,CAN,北米,北米,2035,42009281.5634,84.8938,35.6633,61805.4346,2596.4019,1.9253,22.9385,302.0726,9464.4024,82.0808,80.2988,2964.0
S1_BASE,CAN,北米,北米,2036,42202327.6552,85.0692,35.9012,62704.0762,2646.258,1.9202,22.9412,296.0311,9559.0464,81.6704,79.0943,2964.0
S1_BASE,CAN,北米,北米,2037,42396260.8556,85.2403,36.1387,63612.6405,2696.9381,1.9152,22.9439,290.1105,9654.6369,81.262,77.9079,2964.0
S1_BASE,CAN,北米,北米,2038,42591085.241,85.4072,36.3758,64531.2434,2748.4557,1.9102,22.9464,284.3083,9751.1832,80.8557,76.7393,2964.0
S1_BASE,CAN,北米,北米,2039,42786804.9069,85.5699,36.6126,65460.0027,2800.8244,1.9054,22.9489,278.6221,9848.6951,80.4515,75.5882,2964.0
S1_BASE,CAN,北米,北米,2040,42983423.9672,85.7287,36.8491,66399.0378,2854.058,1.9006,22.9512,273.0497,9947.182,80.0492,74.4544,2964.0
S1_BASE,CAN,北米,北米,2041,43180946.5551,85.8835,37.0853,67348.4697,2908.1707,1.896,22.9534,267.5887,10046.6538,79.649,73.3376,2964.0
S1_BASE,CAN,北米,北米,2042,43379376.8224,86.0345,37.3212,68308.421,2963.1767,1.8914,22.9555,262.2369,10147.1204,79.2507,72.2375,2964.0
S1_BASE,CAN,北米,北米,2043,43578718.9404,86.1818,37.5569,69279.0162,3019.0908,1.887,22.9575,256.9922,10248.5916,78.8545,71.154,2964.0
S1_BASE,CAN,北米,北米,2044,43778977.0991,86.3254,37.7924,70260.3814,3075.9276,1.8826,22.9594,251.8523,10351.0775,78.4602,70.0866,2964.0
S1_BASE,CAN,北米,北米,2045,43980155.5082,86.4655,38.0277,71252.6445,3133.7024,1.8783,22.9612,246.8153,10454.5883,78.0679,69.0353,2964.0
S1_BASE,CAN,北米,北米,2046,44182258.3964,86.6021,38.2628,72255.9351,3192.4304,1.8741,22.963,241.879,10559.1341,77.6775,67.9998,2964.0
S1_BASE,CAN,北米,北米,2047,44385290.0121,86.7354,38.4977,73270.3846,3252.1273,1.87,22.9647,237.0414,10664.7255,77.2892,66.9798,2964.0
S1_BASE,CAN,北米,北米,2048,44589254.6231,86.8653,38.7326,74296.1261,3312.8089,1.8659,22.9663,232.3006,10771.3727,76.9027,65.9751,2964.0
S1_BASE,CAN,北米,北米,2049,44794156.5166,86.9921,38.9674,75333.2945,3374.4914,1.8619,22.9678,227.6546,10879.0865,76.5182,64.9855,2964.0
S1_BASE,CAN,北米,北米,2050,45000000.0,87.1157,39.2021,76382.0266,3437.1912,1.8581,22.9692,223.1015,10987.8773,76.1356,64.0107,2964.0
S1_BASE,CHL,中南米,中南米,2026,19885134.2966,89.4071,17.7787,31346.0658,623.3207,1.6928,24.0379,13.4464,8653.68,85.8685,91.999,2964.0
S1_BASE,CHL,中南米,中南米,2027,19910381.6081,89.6181,17.8433,31872.0446,634.5846,1.8071,23.991,13.3792,8740.2168,85.4392,90.619,2964.0
S1_BASE,CHL,中南米,中南米,2028,19935660.9749,89.812,17.9046,32442.5652,646.764,1.9193,23.9463,13.3123,8827.619,85.012,89.2597,2964.0
S1_BASE,CHL,中南米,中南米,2029,19960972.4379,89.9901,17.9629,33058.7563,659.8849,2.0287,23.9035,13.2457,8915.8952,84.5869,87.9208,2964.0
S1_BASE,CHL,中南米,中南米,2030,19986316.0378,90.1537,18.0184,33721.6588,673.9717,2.1347,23.8627,13.1795,9005.0541,84.164,86.602,2964.0
S1_BASE,CHL,中南米,中南米,2031,20011691.8154,90.304,18.0714,34432.2146,689.0469,2.2368,23.8238,13.1136,9095.1047,83.7431,85.303,2964.0
S1_BASE,CHL,中南米,中南米,2032,20037099.8116,90.4421,18.122,35191.2546,705.1307,2.3342,23.7866,13.048,9186.0557,83.3244,84.0234,2964.0
S1_BASE,CHL,中南米,中南米,2033,20062540.0672,90.5689,18.1704,35999.4852,722.2411,2.4266,23.751,12.9828,9277.9163,82.9078,82.7631,2964.0
S1_BASE,CHL,中南米,中南米,2034,20088012.6232,90.6854,18.2169,36857.4751,740.3934,2.5133,23.7171,12.9179,9370.6954,82.4933,81.5216,2964.0
S1_BASE,CHL,中南米,中南米,2035,20113517.5206,90.7924,18.2616,37765.6408,759.5999,2.5941,23.6847,12.8533,9464.4024,82.0808,80.2988,2964.0
S1_BASE,CHL,中南米,中南米,2036,20139054.8005,90.8907,18.3045,38686.8082,779.1158,2.5692,23.6538,12.5962,9559.0464,81.6704,79.0943,2964.0
S1_BASE,CHL,中南米,中南米,2037,20164624.5041,90.981,18.346,39621.0278,798.9431,2.5449,23.6243,12.3443,9654.6369,81.262,77.9079,2964.0
S1_BASE,CHL,中南米,中南米,2038,20190226.6724,91.064,18.386,40568.3514,819.0842,2.521,23.5961,12.0974,9751.1832,80.8557,76.7393,2964.0
S1_BASE,CHL,中南米,中南米,2039,20215861.3466,91.1402,18.4248,41528.8324,839.5411,2.4975,23.5692,11.8555,9848.6951,80.4515,75.5882,2964.0
S1_BASE,CHL,中南米,中南米,2040,20241528.5682,91.2102,18.4623,42502.5257,860.3161,2.4746,23.5435,11.6184,9947.182,80.0492,74.4544,2964.0
S1_BASE,CHL,中南米,中南米,2041,20267228.3783,91.2745,18.4988,43489.4879,881.4114,2.452,23.5189,11.386,10046.6538,79.649,73.3376,2964.0
S1_BASE,CHL,中南米,中南米,2042,20292960.8184,91.3335,18.5343,44489.7774,902.8293,2.43,23.4955,11.1583,10147.1204,79.2507,72.2375,2964.0
S1_BASE,CHL,中南米,中南米,2043,20318725.9298,91.3878,18.5688,45503.454,924.5722,2.4083,23.4731,10.9351,10248.5916,78.8545,71.154,2964.0
S1_BASE,CHL,中南米,中南米,2044,20344523.7542,91.4376,18.6025,46530.5798,946.6425,2.3871,23.4518,10.7164,10351.0775,78.4602,70.0866,2964.0
S1_BASE,CHL,中南米,中南米,2045,20370354.3329,91.4834,18.6355,47571.2186,969.0426,2.3663,23.4314,10.5021,10454.5883,78.0679,69.0353,2964.0
S1_BASE,CHL,中南米,中南米,2046,20396217.7076,91.5254,18.6677,48625.4363,991.775,2.3459,23.4119,10.292,10559.1341,77.6775,67.9998,2964.0
S1_BASE,CHL,中南米,中南米,2047,20422113.92,91.5641,18.6993,49693.3007,1014.8422,2.3259,23.3933,10.0862,10664.7255,77.2892,66.9798,2964.0
S1_BASE,CHL,中南米,中南米,2048,20448043.0116,91.5996,18.7303,50774.8817,1038.247,2.3062,23.3755,9.8845,10771.3727,76.9027,65.9751,2964.0
S1_BASE,CHL,中南米,中南米,2049,20474005.0244,91.6322,18.7608,51870.2516,1061.9918,2.287,23.3586,9.6868,10879.0865,76.5182,64.9855,2964.0
S1_BASE,CHL,中南米,中南米,2050,20500000.0,91.6621,18.7907,52979.4847,1086.0794,2.2682,23.3424,9.4931,10987.8773,76.1356,64.0107,2964.0
S1_BASE,CHN,中国,中国,2026,1409495966.4584,67.5631,952.2994,26316.6553,37093.2194,4.4979,39.1102,26113.7979,8653.68,85.8685,91.999,2964.0
S1_BASE,CHN,中国,中国,2027,1402926601.7208,68.7034,963.8589,27556.058,38659.1268,4.2215,38.5989,25983.2289,8740.2168,85.4392,90.619,2964.0
S1_BASE,CHN,中国,中国,2028,1396387855.4128,69.7692,974.2486,28773.6995,40179.2446,3.9321,38.1163,25853.3128,8827.619,85.012,89.2597,2964.0
S1_BASE,CHN,中国,中国,2029,1389879584.8283,70.7653,983.5518,29958.1895,41638.276,3.6313,37.6607,25724.0462,8915.8952,84.5869,87.9208,2964.0
S1_BASE,CHN,中国,中国,2030,1383401647.9265,71.6962,991.846,31098.0202,43021.0524,3.3209,37.2308,25595.426,9005.0541,84.164,86.602,2964.0
S1_BASE,CHN,中国,中国,2031,1376953903.3283,72.5662,999.2033,32181.8294,44312.8956,3.0028,36.8249,25467.4488,9095.1047,83.7431,85.303,2964.0
S1_BASE,CHN,中国,中国,2032,1370536210.3138,73.3794,1005.6906,33198.676,45499.9875,2.6789,36.4419,25340.1116,9186.0557,83.3244,84.0234,2964.0
S1_BASE,CHN,中国,中国,2033,1364148428.8189,74.1393,1011.3703,34138.3154,46569.7293,2.3511,36.0803,25213.411,9277.9163,82.9078,82.7631,2964.0
S1_BASE,CHN,中国,中国,2034,1357790419.4323,74.8496,1016.3004,34991.465,47511.0759,2.0214,35.7391,25087.344,9370.6954,82.4933,81.5216,2964.0
