iso3,year,population,region,gdp_pc_ppp,gdp_pc_growth_5y_pct,gdp_growth_pct,gdp_growth_3y_avg_pct,urban_pct,urban_pct_change_5y,gfcf_pct_gdp,gfcf_pct_gdp_change_3y,coal_prod_kwh_per_capita,res_copper,res_ironore,res_gold,copper_ratio_lag1,ironore_ratio_lag1,coal_ratio_lag1,gold_ratio_lag1,copper_ratio_change_3y,partition,weight,units,units_per_mn_pop
CAN,2000,30891800.0,北米,48399.28644,3.06523,5.13854,4.72414,78.6293,0.99365,19.59934,-0.70079,14713.4191,1,1,2,0.29579,0.31405,0.40428,0.32924,-0.08986,train,5.55804,75,2.42783
CAN,2001,31213578.0,北米,48774.14832,3.0945,1.8751,4.05155,78.84148,0.94901,20.15176,-0.40317,14830.11656,1,1,2,0.34534,0.33242,0.41562,0.334,-0.05622,train,5.58691,98,3.13966
CAN,2002,31535579.0,北米,49694.98709,2.82126,2.99926,3.33763,79.09902,1.00868,19.97488,-0.21541,12635.18897,1,1,2,0.31231,0.35996,0.53149,0.33685,0.00727,train,5.61565,130,4.12233
CAN,2003,31836483.0,北米,50139.76646,2.39071,1.80639,2.22691,79.39138,1.122,20.01237,0.41303,11620.94444,1,1,2,0.31231,0.35537,0.42065,0.39014,0.01652,validation,5.64238,100,3.14105
CAN,2004,32132680.0,北米,51210.6594,1.96421,3.09236,2.63267,79.69231,1.24838,20.87458,0.72282,12273.29933,1,1,2,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,5.66857,122,3.79676
CAN,2005,32440172.0,北米,52356.53715,1.58425,3.21045,2.70307,79.97606,1.34676,21.83725,1.86236,12795.43154,1,1,2,0.51067,0.40955,0.78463,0.4577,0.19836,validation,5.69563,256,7.89145
BRA,1995,161735079.0,中南米,13550.43937,,4.22379,4.22379,77.7145,,20.2863,,147.72924,1,3,1,,,,,,train,12.71751,165,1.02019
BRA,1996,164202549.0,中南米,13641.6296,,2.20886,3.21633,78.30214,,18.64065,,135.613,1,3,1,0.484,0.28375,0.53904,0.39775,,train,12.81415,184,1.12057
BRA,1997,166661662.0,中南米,13896.62499,,3.39485,3.27583,79.00085,,19.1229,,156.34069,1,3,1,0.38565,0.30579,0.53149,0.40917,,train,12.90975,144,0.86403
BRA,1998,169159651.0,中南米,13737.70264,,0.3381,1.9806,79.78907,,18.54235,-1.74395,150.72743,1,3,1,0.40156,0.32231,0.51385,0.36635,,train,13.00614,159,0.93994
BRA,1999,171641544.0,中南米,13602.41371,,0.46794,1.40029,80.54661,,17.01629,-1.62436,152.20091,1,3,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,13.1012,156,0.90887
BRA,2000,174018278.0,中南米,14005.34719,0.66259,4.38795,1.73133,81.14844,3.43394,18.30449,-0.81841,179.44667,1,3,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,13.1916,145,0.83325
BRA,2001,176301201.0,中南米,14016.13138,0.54313,1.3899,2.08193,81.59605,3.2939,18.41809,-0.12426,152.06363,1,3,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,13.27785,182,1.03232
BRA,2002,178503485.0,中南米,14265.90488,0.52591,3.05346,2.94377,81.99435,2.9935,17.92625,0.90996,166.9043,1,3,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,13.36052,227,1.27168
BRA,2003,180622688.0,中南米,14259.36641,0.74818,1.14083,1.8614,82.35403,2.56497,16.60476,-1.69973,150.56802,1,3,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,13.43959,181,1.00209
BRA,2004,182675144.0,中南米,14911.26096,1.85437,5.75996,3.31809,82.68168,2.13508,17.32023,-1.09785,172.64527,1,3,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,13.51574,211,1.15506
BRA,2005,184688101.0,中南米,15221.01383,1.67869,3.20213,3.36764,82.98388,1.83544,17.05618,-0.87007,179.06405,1,3,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,13.59,294,1.59187
MEX,1995,90862449.0,中南米,17028.1215,,-5.9103,-5.9103,73.29623,,16.21363,,527.98489,1,0,1,,,,,,train,9.53218,57,0.62732
MEX,1996,92452700.0,中南米,17775.87279,,6.2183,0.154,73.62699,,17.71497,,574.44509,1,0,1,0.484,0.28375,0.53904,0.39775,,train,9.61523,78,0.84367
MEX,1997,94021204.0,中南米,18737.64265,,7.19888,2.50229,73.95131,,19.3948,,560.47995,1,0,1,0.38565,0.30579,0.53149,0.40917,,train,9.69645,51,0.54243
MEX,1998,95575242.0,中南米,19573.06546,,6.18508,6.53408,74.27165,,21.01536,4.80173,579.56432,1,0,1,0.40156,0.32231,0.51385,0.36635,,train,9.77626,62,0.6487
MEX,1999,97115710.0,中南米,19793.28529,,2.75503,5.37966,74.59047,,20.89902,3.18405,583.05706,1,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,9.85473,37,0.38099
MEX,2000,98625553.0,中南米,20470.49377,3.75101,5.02928,4.65646,74.92031,1.62408,21.23036,1.83556,638.50593,1,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,9.93104,35,0.35488
MEX,2001,100099101.0,中南米,20078.21839,2.46578,-0.45085,2.44449,75.29076,1.66376,19.67344,-1.34192,483.57078,1,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,10.00495,34,0.33966
MEX,2002,101548627.0,中南米,19744.79337,1.05261,-0.23659,1.44728,75.68408,1.73277,19.36793,-1.53109,388.35582,1,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,10.07713,33,0.32497
MEX,2003,102978517.0,中南米,19701.46339,0.13086,1.18554,0.16604,76.04617,1.77452,20.10404,-1.12632,498.43406,1,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,10.14783,35,0.33988
MEX,2004,104394131.0,中南米,20127.22429,0.33517,3.56544,1.5048,76.32744,1.73697,20.78091,1.10747,654.70156,1,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,10.21734,44,0.42148
MEX,2005,105811504.0,中南米,20277.25529,-0.18951,2.11325,2.28808,76.47486,1.55455,20.71035,1.34242,667.35655,1,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,10.28647,109,1.03013
CHL,1995,14527382.0,中南米,14911.56407,,9.25543,9.25543,84.41673,,25.61946,,366.27384,3,1,0,,,,,,train,3.81148,123,8.46677
CHL,1996,14734049.0,中南米,15748.46536,,7.11486,8.18515,84.81486,,27.89726,,349.25905,3,1,0,0.484,0.28375,0.53904,0.39775,,train,3.8385,184,12.48808
CHL,1997,14932436.0,中南米,16687.85559,,7.39174,7.92068,85.22145,,28.63484,,358.34743,3,1,0,0.38565,0.30579,0.53149,0.40917,,train,3.86425,92,6.16108
CHL,1998,15127799.0,中南米,17161.03356,,4.18089,6.22916,85.61441,,27.57859,1.95913,318.81703,3,1,0,0.40156,0.32231,0.51385,0.36635,,train,3.88945,115,7.6019
CHL,1999,15319311.0,中南米,16900.1244,,-0.27363,3.76633,85.97165,,22.41246,-5.4848,162.27884,3,1,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,3.91399,67,4.37356
CHL,2000,15503638.0,中南米,17529.4206,3.28776,4.97162,2.95963,86.27109,1.85436,22.04308,-6.59176,121.00386,3,1,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,3.93747,61,3.93456
CHL,2001,15683852.0,中南米,17874.53139,2.56502,3.15403,2.61734,86.49063,1.67578,22.48808,-5.09051,188.28283,3,1,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,3.96028,124,7.90622
CHL,2002,15857926.0,中南米,18244.51968,1.79967,3.2028,3.77615,86.61141,1.38996,22.27451,-0.13796,139.99309,3,1,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,3.9822,92,5.80152
CHL,2003,16024755.0,中南米,18907.34587,1.95709,4.72325,3.69336,86.6793,1.06489,22.08963,0.04655,184.27739,3,1,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,4.00309,91,5.67871
CHL,2004,16187324.0,中南米,19966.70931,3.39114,6.67425,4.86677,86.73368,0.76202,21.39858,-1.0895,73.76142,3,1,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,4.02335,133,8.21631
CHL,2005,16348780.0,中南米,20923.47976,3.60322,5.83705,5.74485,86.77682,0.50573,23.3688,1.09429,170.5326,3,1,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,4.04336,267,16.33149
PER,1995,24348922.0,中南米,7371.04799,,7.4114,7.4114,70.88985,,23.95832,,16.67425,3,1,2,,,,,,train,4.93446,172,7.06397
PER,1996,24811174.0,中南米,7436.18932,,2.79897,5.10518,71.27113,,22.23648,,18.45942,3,1,2,0.484,0.28375,0.53904,0.39775,,train,4.98108,221,8.90728
PER,1997,25274149.0,中南米,7772.77834,,6.47682,5.5624,71.6471,,23.49956,,6.8845,3,1,2,0.38565,0.30579,0.53149,0.40917,,train,5.02734,133,5.26229
PER,1998,25738101.0,中南米,7602.78356,,-0.39154,2.96142,72.02068,,23.15267,-0.80565,6.13876,3,1,2,0.40156,0.32231,0.51385,0.36635,,train,5.07327,155,6.0222
PER,1999,26186499.0,中南米,7584.30465,,1.49491,2.52673,72.39483,,21.23761,-0.99886,6.33914,3,1,2,0.30504,0.34619,0.44836,0.34066,-0.17896,train,5.11727,111,4.23883
PER,2000,26598328.0,中南米,7668.06078,0.79321,2.69437,1.26591,72.77248,1.88263,19.67007,-3.82949,4.73714,3,1,2,0.29579,0.31405,0.40428,0.32924,-0.08986,train,5.15736,94,3.53406
PER,2001,26964610.0,中南米,7610.63949,0.46485,0.61789,1.60239,73.15658,1.88545,17.96666,-5.18601,5.56285,3,1,2,0.34534,0.33242,0.41562,0.334,-0.05622,train,5.19275,172,6.37873
PER,2002,27288211.0,中南米,7930.50981,0.4026,5.45353,2.92193,73.55007,1.90297,16.73093,-4.50668,6.37638,3,1,2,0.31231,0.35996,0.53149,0.33685,0.00727,train,5.22381,150,5.49688
PER,2003,27580485.0,中南米,8173.27673,1.45763,4.16502,3.41215,73.95588,1.93519,16.92107,-2.749,4.56845,3,1,2,0.31231,0.35537,0.42065,0.39014,0.01652,validation,5.25171,139,5.0398
PER,2004,27852190.0,中南米,8494.84031,2.29347,4.9582,4.85892,74.37695,1.98212,16.78856,-1.1781,6.24726,3,1,2,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,5.27752,142,5.09834
PER,2005,28101175.0,中南米,8948.74711,3.1372,6.28506,5.1361,74.81624,2.04375,17.06208,0.33115,12.09914,3,1,2,0.51067,0.40955,0.78463,0.4577,0.19836,validation,5.30105,256,9.10994
COL,1995,35804670.0,中南米,11279.00046,,5.20244,5.20244,71.82371,,22.39616,,5768.96813,0,0,1,,,,,,train,5.9837,22,0.61444
COL,1996,36462740.0,中南米,11303.13089,,2.05585,3.62915,72.33262,,21.59582,,6506.42272,0,0,1,0.484,0.28375,0.53904,0.39775,,train,6.03844,29,0.79533
COL,1997,37121155.0,中南米,11483.50501,,3.43029,3.56286,72.85064,,20.20562,,7078.03946,0,0,1,0.38565,0.30579,0.53149,0.40917,,train,6.09271,31,0.8351
COL,1998,37792169.0,中南米,11343.87991,,0.56978,2.01864,73.36676,,18.93646,-3.4597,7126.2647,0,0,1,0.40156,0.32231,0.51385,0.36635,,train,6.14753,24,0.63505
COL,1999,38454861.0,中南米,10679.70927,,-4.20402,-0.06798,73.87,,13.24785,-8.34797,6835.05266,0,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,6.2012,23,0.5981
COL,2000,39089939.0,中南米,10813.49423,-0.83941,2.92486,-0.23646,74.34936,2.52564,14.12931,-6.07631,7850.63901,0,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,6.25219,20,0.51164
COL,2001,39709263.0,中南米,10823.45049,-0.86354,1.6779,0.13291,74.79384,2.46122,15.39953,-3.53693,8873.92445,0,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,6.30153,19,0.47848
COL,2002,40324684.0,中南米,10925.14856,-0.99193,2.50398,2.36891,75.19244,2.34181,16.7253,3.47744,7857.49493,0,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,6.35017,28,0.69436
COL,2003,40937426.0,中南米,11183.29118,-0.28475,3.91827,2.70005,75.53418,2.16742,18.10975,3.98044,9806.67422,0,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,6.39824,24,0.58626
COL,2004,41543177.0,中南米,11607.93849,1.68084,5.33302,3.91842,75.80806,1.93806,18.83176,3.43223,10409.21834,0,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,6.4454,29,0.69807
COL,2005,42128978.0,中南米,11999.25496,2.1028,4.82876,4.69335,76.00494,1.65558,20.95615,4.23086,11366.87911,0,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,6.49068,63,1.49541
ARG,1995,35070016.0,中南米,20819.49995,,-2.84521,-2.84521,88.18537,,17.93775,,57.14283,0,0,1,,,,,,train,5.92199,25,0.71286
ARG,1996,35513795.0,中南米,21695.59495,,5.52669,1.34074,88.39547,,18.08218,,57.35799,0,0,1,0.484,0.28375,0.53904,0.39775,,train,5.95935,27,0.76027
ARG,1997,35947790.0,中南米,23172.15834,,8.11105,3.59751,88.59725,,19.37012,,45.87208,0,0,1,0.38565,0.30579,0.53149,0.40917,,train,5.99565,27,0.75109
ARG,1998,36372862.0,中南米,23783.10172,,3.85018,5.82931,88.79303,,19.93496,1.99722,52.37421,0,0,1,0.40156,0.32231,0.51385,0.36635,,train,6.03099,24,0.65983
ARG,1999,36794687.0,中南米,22714.51113,,-3.38546,2.85859,88.98518,,18.01402,-0.06816,59.98149,0,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,6.06586,20,0.54356
ARG,2000,37213986.0,中南米,22281.38143,1.36648,-0.789,-0.10809,89.17603,0.99066,16.19265,-3.17747,45.73549,0,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,6.10033,17,0.45682
ARG,2001,37624817.0,中南米,21066.45813,-0.58681,-4.40884,-2.8611,89.3683,0.97282,14.17912,-5.75584,32.47856,0,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,6.13391,20,0.53156
ARG,2002,38029345.0,中南米,18571.70205,-4.32972,-10.89448,-5.36411,89.56167,0.96442,11.96065,-6.05338,7.94124,0,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,6.16679,12,0.31555
ARG,2003,38424283.0,中南米,20005.13851,-3.40056,8.83704,-2.15543,89.75247,0.95944,15.13751,-1.05514,15.22475,0,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,6.19873,22,0.57255
ARG,2004,38815915.0,中南米,21591.4494,-1.00901,9.02957,2.32404,89.93972,0.95455,15.89379,1.71467,8.63048,0,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,6.23024,20,0.51525
ARG,2005,39216786.0,中南米,23262.40758,0.86547,8.85166,8.90609,90.12337,0.94735,17.35115,5.3905,4.18188,0,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,6.26233,56,1.42796
DEU,1995,82019890.0,欧州,45548.41811,,1.50499,1.50499,80.04656,,23.46465,,11208.81776,0,0,0,,,,,,train,9.05648,8,0.09754
DEU,1996,82263195.0,欧州,45888.12696,,1.03788,1.27143,80.05436,,22.93291,,10460.01192,0,0,0,0.484,0.28375,0.53904,0.39775,,train,9.06991,4,0.04862
DEU,1997,82389631.0,欧州,46670.70535,,1.85432,1.46573,80.06287,,22.57262,,10003.57679,0,0,0,0.38565,0.30579,0.53149,0.40917,,train,9.07687,4,0.04855
DEU,1998,82011933.0,欧州,47641.52718,,2.09561,1.6626,80.07226,,22.70087,-0.76378,9218.75601,0,0,0,0.40156,0.32231,0.51385,0.36635,,train,9.05604,4,0.04877
DEU,1999,81678279.0,欧州,48624.64844,,2.12957,2.0265,80.08266,,22.83347,-0.09944,9010.29024,0,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,9.0376,4,0.04897
DEU,2000,81797255.0,欧州,49955.64613,1.86436,2.87652,2.36724,80.09422,0.04765,22.88295,0.31033,8632.16009,0,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,9.04418,4,0.0489
DEU,2001,81933882.0,欧州,50687.65004,2.00944,1.63614,2.21408,80.10708,0.05272,21.54336,-1.15751,8269.20419,0,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,9.05173,4,0.04882
DEU,2002,82068328.0,欧州,50486.99825,1.5844,-0.22826,1.42814,80.1214,0.05852,19.8867,-2.94677,8279.22314,0,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,9.05916,4,0.04874
DEU,2003,82111619.0,欧州,50191.72194,1.04836,-0.5298,0.29269,80.13731,0.06505,19.26388,-3.61907,8186.41756,0,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,9.06155,4,0.04871
DEU,2004,82092706.0,欧州,50786.01765,0.8736,1.16209,0.13468,80.15497,0.07231,18.83146,-2.7119,8275.33935,0,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,9.0605,6,0.07309
DEU,2005,82046733.0,欧州,51264.81937,0.51872,0.88549,0.50592,80.17452,0.0803,18.76442,-1.12228,8018.97865,0,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,9.05797,7,0.08532
GBR,1995,58154632.0,欧州,37200.379,,3.53339,3.53339,78.6591,,18.32415,,6549.67604,0,0,0,,,,,,train,7.62592,4,0.06878
GBR,1996,58298563.0,欧州,38076.06245,,2.61492,3.07415,78.89614,,18.86321,,6211.21656,0,0,0,0.484,0.28375,0.53904,0.39775,,train,7.63535,2,0.03431
GBR,1997,58447091.0,欧州,39831.44926,,4.87999,3.6761,79.14486,,17.5465,,6029.88094,0,0,0,0.38565,0.30579,0.53149,0.40917,,train,7.64507,2,0.03422
GBR,1998,58626822.0,欧州,41004.83863,,3.24631,3.58041,79.39156,,17.95236,-0.37179,5109.53843,0,0,0,0.40156,0.32231,0.51385,0.36635,,train,7.65682,2,0.03411
GBR,1999,58838663.0,欧州,42071.70554,,2.94446,3.69025,79.62255,,17.90868,-0.95453,4589.49925,0,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,7.67064,1,0.017
GBR,2000,59057333.0,欧州,43818.34631,3.32888,4.52438,3.57172,79.82414,1.16504,18.22687,0.68038,3850.22466,0,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,7.68488,2,0.03387
GBR,2001,59288095.0,欧州,44693.66126,3.25683,2.39102,3.28662,79.98383,1.08769,18.10677,0.15441,3917.09331,0,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,7.69988,1,0.01687
GBR,2002,59540764.0,欧州,45265.45652,2.59074,1.70903,2.87481,80.11461,0.96974,18.12587,0.21719,3673.65121,0,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,7.71627,2,0.03359
GBR,2003,59820385.0,欧州,46505.27988,2.54947,3.21852,2.43952,80.23316,0.8416,17.86548,-0.36139,3428.68071,0,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,7.73436,2,0.03343
GBR,2004,60169964.0,欧州,47317.02707,2.37772,2.32602,2.41785,80.34233,0.71977,17.79876,-0.30801,2863.33892,0,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,7.75693,2,0.03324
GBR,2005,60596107.0,欧州,48304.67532,1.96864,2.79065,2.7784,80.44559,0.62145,18.13007,0.0042,2318.11922,0,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,7.78435,1,0.0165
POL,1995,38364668.0,欧州,14227.56637,,7.92966,7.92966,61.59737,,17.6303,,27953.03741,1,0,0,,,,,,train,6.19392,49,1.27722
POL,1996,38359164.0,欧州,15083.09812,,6.09388,7.01177,61.63968,,19.57801,,27712.75203,1,0,0,0.484,0.28375,0.53904,0.39775,,train,6.19348,61,1.59023
POL,1997,38348307.0,欧州,16031.72115,,6.35891,6.79415,61.67588,,22.2442,,28206.06918,1,0,0,0.38565,0.30579,0.53149,0.40917,,train,6.1926,30,0.7823
POL,1998,38326431.0,欧州,16766.64929,,4.62161,5.69147,61.70578,,24.00357,6.37327,24381.45101,1,0,0,0.40156,0.32231,0.51385,0.36635,,train,6.19083,35,0.91321
POL,1999,38287717.0,欧州,17556.00269,,4.69918,5.22657,61.72919,,24.32446,4.74645,23613.65657,1,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,6.18771,27,0.70519
POL,2000,38258077.0,欧州,18566.35463,5.46763,4.65633,4.65904,61.74592,0.14854,23.81274,1.56855,21855.20197,1,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,6.18531,27,0.70573
POL,2001,38247359.0,欧州,18800.60186,4.5048,1.23374,3.52975,61.75577,0.11609,20.56577,-3.4378,21910.42785,1,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,6.18444,26,0.67979
POL,2002,38229407.0,欧州,19166.91371,3.6369,1.90119,2.59709,61.75815,0.08228,18.54325,-5.78121,21834.16028,1,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,6.18299,26,0.6801
POL,2003,38203527.0,欧州,19855.6318,3.43976,3.52337,2.21944,61.72814,0.02236,18.25092,-5.56182,21744.58918,1,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,6.1809,23,0.60204
POL,2004,38167568.0,欧州,20878.6545,3.52742,5.0908,3.50512,61.65552,-0.07367,18.59957,-1.9662,21122.54048,1,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,6.17799,34,0.89081
POL,2005,38124377.0,欧州,21568.94766,3.04347,3.26082,3.95833,61.5497,-0.19621,19.11511,0.57185,21161.68351,1,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,6.17449,84,2.20331
SWE,1995,8826298.0,欧州,40385.21397,,4.09439,4.09439,83.9,,19.54465,,0.0,0,1,0,,,,,,train,2.97091,29,3.28564
SWE,1996,8840330.0,欧州,41008.35317,,1.70472,2.89955,83.93657,,20.02509,,0.0,0,1,0,0.484,0.28375,0.53904,0.39775,,train,2.97327,28,3.1673
SWE,1997,8845525.0,欧州,42241.06077,,3.06499,2.9547,83.96247,,19.70812,,0.0,0,1,0,0.38565,0.30579,0.53149,0.40917,,train,2.97414,30,3.39155
SWE,1998,8850606.0,欧州,44010.10744,,4.24583,3.00518,83.98408,,20.56208,1.01743,0.0,0,1,0,0.40156,0.32231,0.51385,0.36635,,train,2.975,38,4.29349
SWE,1999,8857691.0,欧州,45823.30184,,4.20112,3.83731,84.0078,,21.15381,1.12872,0.0,0,1,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,2.97619,44,4.96743
SWE,2000,8872099.0,欧州,47868.50773,3.45834,4.63112,4.35936,84.04,0.14,21.74342,2.03529,0.0,0,1,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,2.97861,35,3.94495
SWE,2001,8896018.0,欧州,48389.81851,3.36567,1.36081,3.39768,84.08272,0.14614,22.18056,1.61847,0.0,0,1,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,2.98262,36,4.04675
SWE,2002,8925045.0,欧州,49331.20326,3.15193,2.27773,2.75655,84.13425,0.17178,21.66694,0.51313,0.0,0,1,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,2.98748,42,4.70586
SWE,2003,8958434.0,欧州,50072.47365,2.61464,1.88103,1.83985,84.19543,0.21135,21.09906,-0.64436,0.0,0,1,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,2.99306,45,5.0232
SWE,2004,8993805.0,欧州,51960.53219,2.5457,4.17958,2.77945,84.26707,0.25927,21.34717,-0.83339,0.0,0,1,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,2.99897,50,5.55938
SWE,2005,9029771.0,欧州,53198.6712,2.13396,2.79314,2.95125,84.35,0.31,21.50973,-0.15722,0.0,0,1,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,3.00496,58,6.4232
RUS,1995,148291406.0,CIS,18363.71289,,-4.14353,-4.14353,72.93528,,21.07773,,9780.87024,1,1,2,,,,,,train,12.1775,111,0.74853
RUS,1996,148084580.0,CIS,17699.86914,,-3.75507,-3.9493,73.06231,,20.00174,,9488.74623,1,1,2,0.484,0.28375,0.53904,0.39775,,train,12.169,116,0.78334
