series_id,iso3,country_ja,region,sub_region,category,year,units,installed_base
JPN_一般建機,JPN,日本,日本,日本,一般建機,2024,14962,160702
JPN_一般建機,JPN,日本,日本,日本,一般建機,2025,14692,160785
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,1995,29853,256615
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,1996,38901,263439
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,1997,43256,273765
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,1998,42802,282346
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,1999,43525,290577
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2000,35300,289555
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2001,43831,297192
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2002,44902,304945
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2003,46047,312874
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2004,50946,324710
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2005,53045,337167
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2006,50967,345988
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2007,51083,353822
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2008,44831,354426
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2009,37453,347575
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2010,47144,351273
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2011,67107,374471
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2012,57274,384936
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2013,50721,387540
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2014,52116,391214
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2015,54165,396478
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2016,52549,399467
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2017,55316,404850
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2018,54117,408361
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2019,59703,417019
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2020,54370,419262
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2021,55847,422701
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2022,52243,422106
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2023,58466,427809
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2024,64191,438524
USA_ミニショベル,USA,米国,北米,北米,ミニショベル,2025,53398,437107
USA_一般建機,USA,米国,北米,北米,一般建機,1995,20132,241584
USA_一般建機,USA,米国,北米,北米,一般建機,1996,26846,246467
USA_一般建機,USA,米国,北米,北米,一般建機,1997,29210,253271
USA_一般建機,USA,米国,北米,北米,一般建機,1998,37000,267246
USA_一般建機,USA,米国,北米,北米,一般建機,1999,33864,276815
USA_一般建機,USA,米国,北米,北米,一般建機,2000,33577,285228
USA_一般建機,USA,米国,北米,北米,一般建機,2001,31912,291210
USA_一般建機,USA,米国,北米,北米,一般建機,2002,26239,290976
USA_一般建機,USA,米国,北米,北米,一般建機,2003,29950,294473
USA_一般建機,USA,米国,北米,北米,一般建機,2004,28986,296689
USA_一般建機,USA,米国,北米,北米,一般建機,2005,40966,310684
USA_一般建機,USA,米国,北米,北米,一般建機,2006,45881,328320
USA_一般建機,USA,米国,北米,北米,一般建機,2007,41876,340350
USA_一般建機,USA,米国,北米,北米,一般建機,2008,36542,345951
USA_一般建機,USA,米国,北米,北米,一般建機,2009,12652,327153
USA_一般建機,USA,米国,北米,北米,一般建機,2010,15637,313048
USA_一般建機,USA,米国,北米,北米,一般建機,2011,32322,316911
USA_一般建機,USA,米国,北米,北米,一般建機,2012,38488,326589
USA_一般建機,USA,米国,北米,北米,一般建機,2013,41185,338084
USA_一般建機,USA,米国,北米,北米,一般建機,2014,42263,349612
USA_一般建機,USA,米国,北米,北米,一般建機,2015,47685,365514
USA_一般建機,USA,米国,北米,北米,一般建機,2016,40076,372362
USA_一般建機,USA,米国,北米,北米,一般建機,2017,37196,375707
USA_一般建機,USA,米国,北米,北米,一般建機,2018,47345,388896
USA_一般建機,USA,米国,北米,北米,一般建機,2019,45458,399000
USA_一般建機,USA,米国,北米,北米,一般建機,2020,37614,400341
USA_一般建機,USA,米国,北米,北米,一般建機,2021,49160,413106
USA_一般建機,USA,米国,北米,北米,一般建機,2022,65782,441333
USA_一般建機,USA,米国,北米,北米,一般建機,2023,50201,451412
USA_一般建機,USA,米国,北米,北米,一般建機,2024,48224,458599
USA_一般建機,USA,米国,北米,北米,一般建機,2025,50422,467330
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,1995,137,2039
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,1996,144,2038
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,1997,117,2010
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,1998,109,1975
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,1999,89,1924
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2000,89,1875
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2001,123,1864
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2002,107,1838
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2003,132,1839
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2004,202,1909
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2005,296,2068
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2006,358,2279
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2007,440,2556
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2008,564,2937
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2009,446,3174
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2010,301,3248
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2011,799,3815
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2012,743,4285
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2013,615,4594
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2014,446,4712
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2015,181,4556
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2016,162,4392
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2017,176,4254
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2018,227,4178
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2019,207,4086
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2020,209,4003
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2021,315,4032
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2022,514,4258
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2023,430,4383
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2024,351,4421
USA_鉱山機械,USA,米国,北米,北米,鉱山機械,2025,456,4561
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,1995,2846,25484
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,1996,3437,25735
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,1997,4019,26538
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,1998,4753,27973
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,1999,4952,29428
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2000,5061,30811
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2001,4604,31563
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2002,4391,32008
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2003,4237,32244
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2004,4556,32770
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2005,4501,33174
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2006,5160,34187
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2007,4814,34727
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2008,4993,35380
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2009,4549,35506
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2010,4661,35729
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2011,5286,36549
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2012,6104,38084
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2013,5858,39182
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2014,6012,40296
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2015,5827,41087
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2016,5232,41183
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2017,5407,41442
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2018,5981,42243
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2019,6609,43572
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2020,5511,43636
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2021,5906,44088
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2022,5987,44564
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2023,6579,45573
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2024,7221,47097
CAN_ミニショベル,CAN,カナダ,北米,北米,ミニショベル,2025,6435,47644
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,1995,2247,22343
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,1996,3093,23405
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,1997,2922,24199
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,1998,2943,24942
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,1999,2589,25263
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2000,2624,25591
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2001,2968,26232
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2002,2820,26667
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2003,3021,27264
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2004,3650,28435
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2005,4306,30156
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2006,5354,32769
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2007,6060,35851
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2008,5043,37635
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2009,3428,37642
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2010,3831,38050
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2011,4940,39531
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2012,5657,41595
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2013,4932,42745
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2014,4919,43778
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2015,3977,43776
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2016,3174,42970
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2017,3225,42289
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2018,4221,42665
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2019,4750,43537
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2020,3969,43548
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2021,5512,45101
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2022,5848,46849
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2023,4719,47309
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2024,5205,48213
CAN_一般建機,CAN,カナダ,北米,北米,一般建機,2025,5656,49485
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,1995,102,1613
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,1996,124,1621
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,1997,113,1619
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,1998,121,1624
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,1999,102,1610
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2000,75,1570
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2001,98,1555
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2002,130,1575
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2003,100,1562
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2004,122,1573
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2005,256,1716
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2006,306,1899
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2007,438,2202
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2008,527,2572
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2009,510,2898
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2010,203,2893
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2011,413,3099
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2012,479,3357
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2013,292,3409
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2014,223,3388
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2015,162,3308
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2016,125,3197
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2017,110,3078
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2018,159,3017
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2019,211,3013
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2020,272,3070
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2021,299,3150
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2022,589,3514
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2023,583,3846
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2024,311,3882
CAN_鉱山機械,CAN,カナダ,北米,北米,鉱山機械,2025,239,3844
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,1995,3110,24604
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,1996,3234,24763
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,1997,4191,25858
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,1998,4009,26636
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,1999,3339,26645
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2000,4283,27597
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2001,4349,28497
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2002,5101,30036
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2003,4302,30584
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2004,6329,33090
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2005,6436,35389
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2006,7205,38171
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2007,9176,42575
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2008,10106,47360
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2009,9027,50467
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2010,10986,55145
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2011,10386,58637
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2012,9103,60411
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2013,10527,63386
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2014,10143,65606
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2015,4884,62289
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2016,3869,58372
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2017,7608,58683
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2018,9766,61114
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2019,10536,64011
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2020,6040,62049
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2021,9414,63707
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2022,11442,67186
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2023,11882,70670
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2024,11908,73744
BRA_ミニショベル,BRA,ブラジル,中南米,中南米,ミニショベル,2025,11815,76341
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,1995,3867,41828
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,1996,3305,41330
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,1997,4059,41632
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,1998,3297,41145
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,1999,1533,38937
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2000,4526,39924
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2001,4476,40770
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2002,4524,41588
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2003,3073,40880
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2004,5279,42443
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2005,6956,45540
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2006,7025,48426
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2007,13129,57152
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2008,14821,66777
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2009,12032,72739
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2010,12819,78945
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2011,15536,87304
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2012,14866,94233
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2013,13384,99050
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2014,9040,99086
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2015,2137,92215
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2016,1596,85428
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2017,2566,80227
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2018,3733,76667
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2019,5289,74986
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2020,6883,75052
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2021,12198,80427
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2022,14842,87958
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2023,8638,88600
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2024,11157,91702
BRA_一般建機,BRA,ブラジル,中南米,中南米,一般建機,2025,11430,94795
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,1995,165,2149
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,1996,184,2179
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,1997,144,2168
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,1998,159,2172
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,1999,156,2174
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2000,145,2164
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2001,182,2191
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2002,227,2262
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2003,181,2281
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2004,211,2329
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2005,294,2457
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2006,534,2815
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2007,756,3370
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2008,880,4009
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2009,799,4522
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2010,235,4433
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2011,662,4779
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2012,742,5179
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2013,409,5219
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2014,524,5370
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2015,148,5135
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2016,121,4889
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2017,203,4743
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2018,205,4610
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2019,223,4504
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2020,384,4566
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2021,464,4704
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2022,808,5176
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2023,516,5322
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2024,456,5398
BRA_鉱山機械,BRA,ブラジル,中南米,中南米,鉱山機械,2025,350,5363
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,1995,2437,20887
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,1996,3593,21869
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,1997,4855,23991
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,1998,4670,25662
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,1999,5109,27563
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,2000,4757,28875
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,2001,5009,30274
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,2002,4983,31473
MEX_ミニショベル,MEX,メキシコ,中南米,中南米,ミニショベル,2003,5402,32941
