iso3,year,population,region,gdp_pc_ppp,gdp_pc_growth_5y_pct,gdp_growth_pct,gdp_growth_3y_avg_pct,urban_pct,urban_pct_change_5y,gfcf_pct_gdp,gfcf_pct_gdp_change_3y,coal_prod_kwh_per_capita,res_copper,res_ironore,res_gold,copper_ratio_lag1,ironore_ratio_lag1,coal_ratio_lag1,gold_ratio_lag1,copper_ratio_change_3y,partition,weight,units,units_per_mn_pop
CAN,1995,29459138.0,北米,41617.70692,,2.68233,2.68233,77.63565,,18.3473,,16980.29997,1,1,2,,,,,,train,5.42763,2247,76.27514
CAN,1996,29767210.0,北米,41880.53559,,1.68896,2.18564,77.89246,,18.80677,,17097.63864,1,1,2,0.484,0.28375,0.53904,0.39775,,train,5.45593,3093,103.90628
CAN,1997,30059088.0,北米,43241.22365,,4.28017,2.88382,78.09034,,20.30012,,17538.98854,1,1,2,0.38565,0.30579,0.53149,0.40917,,train,5.48262,2922,97.20854
CAN,1998,30329971.0,北米,44553.26517,,3.89289,3.28734,78.26938,,20.55494,2.20764,16440.14101,1,1,2,0.40156,0.32231,0.51385,0.36635,,train,5.50727,2943,97.03273
CAN,1999,30599458.0,北米,46464.52745,,5.141,4.43802,78.44393,,20.19029,1.38352,15662.89181,1,1,2,0.30504,0.34619,0.44836,0.34066,-0.17896,train,5.53168,2589,84.60934
CAN,2000,30891800.0,北米,48399.28644,3.06523,5.13854,4.72414,78.6293,0.99365,19.59934,-0.70079,14713.4191,1,1,2,0.29579,0.31405,0.40428,0.32924,-0.08986,train,5.55804,2624,84.94163
CAN,2001,31213578.0,北米,48774.14832,3.0945,1.8751,4.05155,78.84148,0.94901,20.15176,-0.40317,14830.11656,1,1,2,0.34534,0.33242,0.41562,0.334,-0.05622,train,5.58691,2968,95.08682
CAN,2002,31535579.0,北米,49694.98709,2.82126,2.99926,3.33763,79.09902,1.00868,19.97488,-0.21541,12635.18897,1,1,2,0.31231,0.35996,0.53149,0.33685,0.00727,train,5.61565,2820,89.42281
CAN,2003,31836483.0,北米,50139.76646,2.39071,1.80639,2.22691,79.39138,1.122,20.01237,0.41303,11620.94444,1,1,2,0.31231,0.35537,0.42065,0.39014,0.01652,validation,5.64238,3021,94.89113
CAN,2004,32132680.0,北米,51210.6594,1.96421,3.09236,2.63267,79.69231,1.24838,20.87458,0.72282,12273.29933,1,1,2,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,5.66857,3650,113.59152
CAN,2005,32440172.0,北米,52356.53715,1.58425,3.21045,2.70307,79.97606,1.34676,21.83725,1.86236,12795.43154,1,1,2,0.51067,0.40955,0.78463,0.4577,0.19836,validation,5.69563,4306,132.73666
BRA,1995,161735079.0,中南米,13550.43937,,4.22379,4.22379,77.7145,,20.2863,,147.72924,1,3,1,,,,,,train,12.71751,3867,23.90947
BRA,1996,164202549.0,中南米,13641.6296,,2.20886,3.21633,78.30214,,18.64065,,135.613,1,3,1,0.484,0.28375,0.53904,0.39775,,train,12.81415,3305,20.12758
BRA,1997,166661662.0,中南米,13896.62499,,3.39485,3.27583,79.00085,,19.1229,,156.34069,1,3,1,0.38565,0.30579,0.53149,0.40917,,train,12.90975,4059,24.35473
BRA,1998,169159651.0,中南米,13737.70264,,0.3381,1.9806,79.78907,,18.54235,-1.74395,150.72743,1,3,1,0.40156,0.32231,0.51385,0.36635,,train,13.00614,3297,19.49046
BRA,1999,171641544.0,中南米,13602.41371,,0.46794,1.40029,80.54661,,17.01629,-1.62436,152.20091,1,3,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,13.1012,1533,8.9314
BRA,2000,174018278.0,中南米,14005.34719,0.66259,4.38795,1.73133,81.14844,3.43394,18.30449,-0.81841,179.44667,1,3,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,13.1916,4526,26.00876
BRA,2001,176301201.0,中南米,14016.13138,0.54313,1.3899,2.08193,81.59605,3.2939,18.41809,-0.12426,152.06363,1,3,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,13.27785,4476,25.38837
BRA,2002,178503485.0,中南米,14265.90488,0.52591,3.05346,2.94377,81.99435,2.9935,17.92625,0.90996,166.9043,1,3,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,13.36052,4524,25.34404
BRA,2003,180622688.0,中南米,14259.36641,0.74818,1.14083,1.8614,82.35403,2.56497,16.60476,-1.69973,150.56802,1,3,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,13.43959,3073,17.01337
BRA,2004,182675144.0,中南米,14911.26096,1.85437,5.75996,3.31809,82.68168,2.13508,17.32023,-1.09785,172.64527,1,3,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,13.51574,5279,28.89829
BRA,2005,184688101.0,中南米,15221.01383,1.67869,3.20213,3.36764,82.98388,1.83544,17.05618,-0.87007,179.06405,1,3,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,13.59,6956,37.6635
MEX,1995,90862449.0,中南米,17028.1215,,-5.9103,-5.9103,73.29623,,16.21363,,527.98489,1,0,1,,,,,,train,9.53218,2803,30.84883
MEX,1996,92452700.0,中南米,17775.87279,,6.2183,0.154,73.62699,,17.71497,,574.44509,1,0,1,0.484,0.28375,0.53904,0.39775,,train,9.61523,4823,52.16722
MEX,1997,94021204.0,中南米,18737.64265,,7.19888,2.50229,73.95131,,19.3948,,560.47995,1,0,1,0.38565,0.30579,0.53149,0.40917,,train,9.69645,6851,72.86654
MEX,1998,95575242.0,中南米,19573.06546,,6.18508,6.53408,74.27165,,21.01536,4.80173,579.56432,1,0,1,0.40156,0.32231,0.51385,0.36635,,train,9.77626,9248,96.76146
MEX,1999,97115710.0,中南米,19793.28529,,2.75503,5.37966,74.59047,,20.89902,3.18405,583.05706,1,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,9.85473,6740,69.40175
MEX,2000,98625553.0,中南米,20470.49377,3.75101,5.02928,4.65646,74.92031,1.62408,21.23036,1.83556,638.50593,1,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,9.93104,6614,67.06173
MEX,2001,100099101.0,中南米,20078.21839,2.46578,-0.45085,2.44449,75.29076,1.66376,19.67344,-1.34192,483.57078,1,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,10.00495,4372,43.67672
MEX,2002,101548627.0,中南米,19744.79337,1.05261,-0.23659,1.44728,75.68408,1.73277,19.36793,-1.53109,388.35582,1,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,10.07713,3536,34.82076
MEX,2003,102978517.0,中南米,19701.46339,0.13086,1.18554,0.16604,76.04617,1.77452,20.10404,-1.12632,498.43406,1,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,10.14783,4416,42.88273
MEX,2004,104394131.0,中南米,20127.22429,0.33517,3.56544,1.5048,76.32744,1.73697,20.78091,1.10747,654.70156,1,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,10.21734,6736,64.5247
MEX,2005,105811504.0,中南米,20277.25529,-0.18951,2.11325,2.28808,76.47486,1.55455,20.71035,1.34242,667.35655,1,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,10.28647,6310,59.63435
CHL,1995,14527382.0,中南米,14911.56407,,9.25543,9.25543,84.41673,,25.61946,,366.27384,3,1,0,,,,,,train,3.81148,509,35.03728
CHL,1996,14734049.0,中南米,15748.46536,,7.11486,8.18515,84.81486,,27.89726,,349.25905,3,1,0,0.484,0.28375,0.53904,0.39775,,train,3.8385,1177,79.883
CHL,1997,14932436.0,中南米,16687.85559,,7.39174,7.92068,85.22145,,28.63484,,358.34743,3,1,0,0.38565,0.30579,0.53149,0.40917,,train,3.86425,985,65.96379
CHL,1998,15127799.0,中南米,17161.03356,,4.18089,6.22916,85.61441,,27.57859,1.95913,318.81703,3,1,0,0.40156,0.32231,0.51385,0.36635,,train,3.88945,825,54.53536
CHL,1999,15319311.0,中南米,16900.1244,,-0.27363,3.76633,85.97165,,22.41246,-5.4848,162.27884,3,1,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,3.91399,202,13.18597
CHL,2000,15503638.0,中南米,17529.4206,3.28776,4.97162,2.95963,86.27109,1.85436,22.04308,-6.59176,121.00386,3,1,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,3.93747,416,26.83241
CHL,2001,15683852.0,中南米,17874.53139,2.56502,3.15403,2.61734,86.49063,1.67578,22.48808,-5.09051,188.28283,3,1,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,3.96028,750,47.81989
CHL,2002,15857926.0,中南米,18244.51968,1.79967,3.2028,3.77615,86.61141,1.38996,22.27451,-0.13796,139.99309,3,1,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,3.9822,656,41.36733
CHL,2003,16024755.0,中南米,18907.34587,1.95709,4.72325,3.69336,86.6793,1.06489,22.08963,0.04655,184.27739,3,1,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,4.00309,753,46.9898
CHL,2004,16187324.0,中南米,19966.70931,3.39114,6.67425,4.86677,86.73368,0.76202,21.39858,-1.0895,73.76142,3,1,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,4.02335,942,58.19368
CHL,2005,16348780.0,中南米,20923.47976,3.60322,5.83705,5.74485,86.77682,0.50573,23.3688,1.09429,170.5326,3,1,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,4.04336,1617,98.90646
PER,1995,24348922.0,中南米,7371.04799,,7.4114,7.4114,70.88985,,23.95832,,16.67425,3,1,2,,,,,,train,4.93446,194,7.9675
PER,1996,24811174.0,中南米,7436.18932,,2.79897,5.10518,71.27113,,22.23648,,18.45942,3,1,2,0.484,0.28375,0.53904,0.39775,,train,4.98108,194,7.81906
PER,1997,25274149.0,中南米,7772.77834,,6.47682,5.5624,71.6471,,23.49956,,6.8845,3,1,2,0.38565,0.30579,0.53149,0.40917,,train,5.02734,333,13.17552
PER,1998,25738101.0,中南米,7602.78356,,-0.39154,2.96142,72.02068,,23.15267,-0.80565,6.13876,3,1,2,0.40156,0.32231,0.51385,0.36635,,train,5.07327,255,9.90749
PER,1999,26186499.0,中南米,7584.30465,,1.49491,2.52673,72.39483,,21.23761,-0.99886,6.33914,3,1,2,0.30504,0.34619,0.44836,0.34066,-0.17896,train,5.11727,123,4.69708
PER,2000,26598328.0,中南米,7668.06078,0.79321,2.69437,1.26591,72.77248,1.88263,19.67007,-3.82949,4.73714,3,1,2,0.29579,0.31405,0.40428,0.32924,-0.08986,train,5.15736,109,4.098
PER,2001,26964610.0,中南米,7610.63949,0.46485,0.61789,1.60239,73.15658,1.88545,17.96666,-5.18601,5.56285,3,1,2,0.34534,0.33242,0.41562,0.334,-0.05622,train,5.19275,77,2.85559
PER,2002,27288211.0,中南米,7930.50981,0.4026,5.45353,2.92193,73.55007,1.90297,16.73093,-4.50668,6.37638,3,1,2,0.31231,0.35996,0.53149,0.33685,0.00727,train,5.22381,118,4.32421
PER,2003,27580485.0,中南米,8173.27673,1.45763,4.16502,3.41215,73.95588,1.93519,16.92107,-2.749,4.56845,3,1,2,0.31231,0.35537,0.42065,0.39014,0.01652,validation,5.25171,203,7.36028
PER,2004,27852190.0,中南米,8494.84031,2.29347,4.9582,4.85892,74.37695,1.98212,16.78856,-1.1781,6.24726,3,1,2,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,5.27752,260,9.33499
PER,2005,28101175.0,中南米,8948.74711,3.1372,6.28506,5.1361,74.81624,2.04375,17.06208,0.33115,12.09914,3,1,2,0.51067,0.40955,0.78463,0.4577,0.19836,validation,5.30105,475,16.90321
COL,1995,35804670.0,中南米,11279.00046,,5.20244,5.20244,71.82371,,22.39616,,5768.96813,0,0,1,,,,,,train,5.9837,725,20.24876
COL,1996,36462740.0,中南米,11303.13089,,2.05585,3.62915,72.33262,,21.59582,,6506.42272,0,0,1,0.484,0.28375,0.53904,0.39775,,train,6.03844,693,19.0057
COL,1997,37121155.0,中南米,11483.50501,,3.43029,3.56286,72.85064,,20.20562,,7078.03946,0,0,1,0.38565,0.30579,0.53149,0.40917,,train,6.09271,709,19.09962
COL,1998,37792169.0,中南米,11343.87991,,0.56978,2.01864,73.36676,,18.93646,-3.4597,7126.2647,0,0,1,0.40156,0.32231,0.51385,0.36635,,train,6.14753,424,11.21926
COL,1999,38454861.0,中南米,10679.70927,,-4.20402,-0.06798,73.87,,13.24785,-8.34797,6835.05266,0,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,6.2012,227,5.90302
COL,2000,39089939.0,中南米,10813.49423,-0.83941,2.92486,-0.23646,74.34936,2.52564,14.12931,-6.07631,7850.63901,0,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,6.25219,254,6.49784
COL,2001,39709263.0,中南米,10823.45049,-0.86354,1.6779,0.13291,74.79384,2.46122,15.39953,-3.53693,8873.92445,0,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,6.30153,238,5.99356
COL,2002,40324684.0,中南米,10925.14856,-0.99193,2.50398,2.36891,75.19244,2.34181,16.7253,3.47744,7857.49493,0,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,6.35017,494,12.25056
COL,2003,40937426.0,中南米,11183.29118,-0.28475,3.91827,2.70005,75.53418,2.16742,18.10975,3.98044,9806.67422,0,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,6.39824,992,24.2321
COL,2004,41543177.0,中南米,11607.93849,1.68084,5.33302,3.91842,75.80806,1.93806,18.83176,3.43223,10409.21834,0,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,6.4454,1256,30.2336
COL,2005,42128978.0,中南米,11999.25496,2.1028,4.82876,4.69335,76.00494,1.65558,20.95615,4.23086,11366.87911,0,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,6.49068,1832,43.48551
ARG,1995,35070016.0,中南米,20819.49995,,-2.84521,-2.84521,88.18537,,17.93775,,57.14283,0,0,1,,,,,,train,5.92199,1636,46.64954
ARG,1996,35513795.0,中南米,21695.59495,,5.52669,1.34074,88.39547,,18.08218,,57.35799,0,0,1,0.484,0.28375,0.53904,0.39775,,train,5.95935,1902,53.55665
ARG,1997,35947790.0,中南米,23172.15834,,8.11105,3.59751,88.59725,,19.37012,,45.87208,0,0,1,0.38565,0.30579,0.53149,0.40917,,train,5.99565,2484,69.10021
ARG,1998,36372862.0,中南米,23783.10172,,3.85018,5.82931,88.79303,,19.93496,1.99722,52.37421,0,0,1,0.40156,0.32231,0.51385,0.36635,,train,6.03099,2968,81.5993
ARG,1999,36794687.0,中南米,22714.51113,,-3.38546,2.85859,88.98518,,18.01402,-0.06816,59.98149,0,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,6.06586,1626,44.19116
ARG,2000,37213986.0,中南米,22281.38143,1.36648,-0.789,-0.10809,89.17603,0.99066,16.19265,-3.17747,45.73549,0,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,6.10033,1009,27.11346
ARG,2001,37624817.0,中南米,21066.45813,-0.58681,-4.40884,-2.8611,89.3683,0.97282,14.17912,-5.75584,32.47856,0,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,6.13391,595,15.81403
ARG,2002,38029345.0,中南米,18571.70205,-4.32972,-10.89448,-5.36411,89.56167,0.96442,11.96065,-6.05338,7.94124,0,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,6.16679,238,6.25832
ARG,2003,38424283.0,中南米,20005.13851,-3.40056,8.83704,-2.15543,89.75247,0.95944,15.13751,-1.05514,15.22475,0,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,validation,6.19873,1166,30.34539
ARG,2004,38815915.0,中南米,21591.4494,-1.00901,9.02957,2.32404,89.93972,0.95455,15.89379,1.71467,8.63048,0,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,6.23024,2016,51.93746
ARG,2005,39216786.0,中南米,23262.40758,0.86547,8.85166,8.90609,90.12337,0.94735,17.35115,5.3905,4.18188,0,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,validation,6.26233,2945,75.09539
DEU,1995,82019890.0,欧州,45548.41811,,1.50499,1.50499,80.04656,,23.46465,,11208.81776,0,0,0,,,,,,train,9.05648,8336,101.63388
DEU,1996,82263195.0,欧州,45888.12696,,1.03788,1.27143,80.05436,,22.93291,,10460.01192,0,0,0,0.484,0.28375,0.53904,0.39775,,train,9.06991,7985,97.06649
DEU,1997,82389631.0,欧州,46670.70535,,1.85432,1.46573,80.06287,,22.57262,,10003.57679,0,0,0,0.38565,0.30579,0.53149,0.40917,,train,9.07687,6551,79.51243
DEU,1998,82011933.0,欧州,47641.52718,,2.09561,1.6626,80.07226,,22.70087,-0.76378,9218.75601,0,0,0,0.40156,0.32231,0.51385,0.36635,,train,9.05604,8038,98.01013
DEU,1999,81678279.0,欧州,48624.64844,,2.12957,2.0265,80.08266,,22.83347,-0.09944,9010.29024,0,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,9.0376,7326,89.69337
DEU,2000,81797255.0,欧州,49955.64613,1.86436,2.87652,2.36724,80.09422,0.04765,22.88295,0.31033,8632.16009,0,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,9.04418,7880,96.33575
DEU,2001,81933882.0,欧州,50687.65004,2.00944,1.63614,2.21408,80.10708,0.05272,21.54336,-1.15751,8269.20419,0,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,9.05173,6361,77.63577
DEU,2002,82068328.0,欧州,50486.99825,1.5844,-0.22826,1.42814,80.1214,0.05852,19.8867,-2.94677,8279.22314,0,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,9.05916,5632,68.62574
DEU,2003,82111619.0,欧州,50191.72194,1.04836,-0.5298,0.29269,80.13731,0.06505,19.26388,-3.61907,8186.41756,0,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,9.06155,5983,72.86423
DEU,2004,82092706.0,欧州,50786.01765,0.8736,1.16209,0.13468,80.15497,0.07231,18.83146,-2.7119,8275.33935,0,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,9.0605,5568,67.82576
DEU,2005,82046733.0,欧州,51264.81937,0.51872,0.88549,0.50592,80.17452,0.0803,18.76442,-1.12228,8018.97865,0,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,9.05797,6714,81.83141
FRA,1995,58192207.0,欧州,40570.71696,,2.30479,2.30479,75.09911,,19.7469,,1054.93507,0,0,0,,,,,,train,7.62838,4751,81.64323
FRA,1996,58380638.0,欧州,40990.73951,,1.39708,1.85094,75.35926,,19.46132,,1042.14346,0,0,0,0.484,0.28375,0.53904,0.39775,,train,7.64072,4895,83.84629
FRA,1997,58568662.0,欧州,41876.93303,,2.52706,2.07631,75.62523,,18.96222,,857.2844,0,0,0,0.38565,0.30579,0.53149,0.40917,,train,7.65302,4521,77.19145
FRA,1998,58778817.0,欧州,43162.54239,,3.45259,2.45891,75.89186,,19.34456,-0.40234,707.15952,0,0,0,0.40156,0.32231,0.51385,0.36635,,train,7.66673,5057,86.0344
FRA,1999,59084209.0,欧州,44400.13579,,3.39931,3.12632,76.16827,,20.17471,0.71339,629.1698,0,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,7.68663,6366,107.74452
FRA,2000,59483716.0,欧州,45922.47894,2.50913,4.141,3.6643,76.5144,1.41529,20.88144,1.91922,428.63832,0,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,7.71257,7561,127.11042
FRA,2001,59905131.0,欧州,46454.87069,2.53428,1.89947,3.14659,76.90744,1.54818,20.86029,1.51573,276.67079,0,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,7.73984,6674,111.40949
FRA,2002,60327247.0,欧州,46610.78207,2.16504,1.06775,2.36941,77.25439,1.62916,20.33633,0.16163,198.74933,0,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,7.76706,5949,98.61216
FRA,2003,60741119.0,欧州,46730.97581,1.60137,0.96783,1.31168,77.46912,1.57727,20.49895,-0.38249,216.88767,0,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,7.79366,5834,96.04696
FRA,2004,61175244.0,欧州,47720.44134,1.4528,2.86825,1.63461,77.49005,1.32178,20.83728,-0.02301,19.84463,0,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,7.82146,6325,103.3915
FRA,2005,61625031.0,欧州,48257.46509,0.99685,1.88857,1.90821,77.43633,0.92193,21.25526,0.91893,0.0,0,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,7.85016,6800,110.34477
GBR,1995,58154632.0,欧州,37200.379,,3.53339,3.53339,78.6591,,18.32415,,6549.67604,0,0,0,,,,,,train,7.62592,4394,75.55718
GBR,1996,58298563.0,欧州,38076.06245,,2.61492,3.07415,78.89614,,18.86321,,6211.21656,0,0,0,0.484,0.28375,0.53904,0.39775,,train,7.63535,4961,85.09644
GBR,1997,58447091.0,欧州,39831.44926,,4.87999,3.6761,79.14486,,17.5465,,6029.88094,0,0,0,0.38565,0.30579,0.53149,0.40917,,train,7.64507,3720,63.64731
GBR,1998,58626822.0,欧州,41004.83863,,3.24631,3.58041,79.39156,,17.95236,-0.37179,5109.53843,0,0,0,0.40156,0.32231,0.51385,0.36635,,train,7.65682,5223,89.08892
GBR,1999,58838663.0,欧州,42071.70554,,2.94446,3.69025,79.62255,,17.90868,-0.95453,4589.49925,0,0,0,0.30504,0.34619,0.44836,0.34066,-0.17896,train,7.67064,4912,83.48252
GBR,2000,59057333.0,欧州,43818.34631,3.32888,4.52438,3.57172,79.82414,1.16504,18.22687,0.68038,3850.22466,0,0,0,0.29579,0.31405,0.40428,0.32924,-0.08986,train,7.68488,5997,101.54539
GBR,2001,59288095.0,欧州,44693.66126,3.25683,2.39102,3.28662,79.98383,1.08769,18.10677,0.15441,3917.09331,0,0,0,0.34534,0.33242,0.41562,0.334,-0.05622,train,7.69988,4768,80.42087
GBR,2002,59540764.0,欧州,45265.45652,2.59074,1.70903,2.87481,80.11461,0.96974,18.12587,0.21719,3673.65121,0,0,0,0.31231,0.35996,0.53149,0.33685,0.00727,train,7.71627,4575,76.83811
GBR,2003,59820385.0,欧州,46505.27988,2.54947,3.21852,2.43952,80.23316,0.8416,17.86548,-0.36139,3428.68071,0,0,0,0.31231,0.35537,0.42065,0.39014,0.01652,validation,7.73436,4321,72.2329
GBR,2004,60169964.0,欧州,47317.02707,2.37772,2.32602,2.41785,80.34233,0.71977,17.79876,-0.30801,2863.33892,0,0,0,0.33868,0.36823,0.4131,0.43487,-0.00667,validation,7.75693,4904,81.50246
GBR,2005,60596107.0,欧州,48304.67532,1.96864,2.79065,2.7784,80.44559,0.62145,18.13007,0.0042,2318.11922,0,0,0,0.51067,0.40955,0.78463,0.4577,0.19836,validation,7.78435,5609,92.5637
ITA,1995,57403342.0,欧州,45410.13917,,2.88684,2.88684,66.81661,,19.87011,,23.30875,0,0,0,,,,,,train,7.5765,4917,85.65703
