iso3,year,population,region,gdp_pc_ppp,gdp_pc_growth_5y_pct,gdp_growth_pct,gdp_growth_3y_avg_pct,urban_pct,urban_pct_change_5y,gfcf_pct_gdp,gfcf_pct_gdp_change_3y,coal_prod_kwh_per_capita,res_copper,res_ironore,res_gold,copper_ratio_lag1,ironore_ratio_lag1,coal_ratio_lag1,gold_ratio_lag1,copper_ratio_change_3y,partition,weight,units,units_per_mn_pop
USA,2011,314105075.0,北米,60253.20358,-0.1425,1.56441,0.56103,80.69576,0.32445,18.73698,-2.49849,19696.68589,1,1,1,1.14181,1.33976,1.24685,1.16567,0.01152,train,17.72301,799,2.54373
USA,2012,317115349.0,北米,61142.3637,-0.0562,2.28911,2.1829,80.68375,0.16843,19.51261,0.70247,18153.67821,1,1,1,1.20469,1.38751,1.37783,1.34456,0.17972,train,17.80773,743,2.343
USA,2013,320110752.0,北米,61966.66214,0.3788,2.11783,1.99045,80.66089,0.03892,19.75443,1.44049,17396.2073,1,1,1,1.09453,1.07071,1.10076,1.44162,0.28549,train,17.89164,615,1.92121
USA,2014,323115377.0,北米,63026.87792,1.42482,2.52382,2.31025,80.62422,-0.06081,20.41964,1.68266,17479.50238,1,1,1,1.0124,1.13223,0.96977,1.22371,-0.12941,train,17.97541,446,1.38031
USA,2015,326126496.0,北米,64367.71889,1.48401,2.94555,2.52907,80.5708,-0.12898,20.64928,1.13668,15320.76376,1,1,1,0.96072,0.82277,0.81612,1.11238,-0.24397,train,18.05897,181,0.555
USA,2016,329179423.0,北米,65025.9856,1.53631,1.81945,2.42961,80.49766,-0.19809,20.6802,0.92578,12405.31672,1,1,1,0.85313,0.52433,0.75819,1.12856,-0.24139,validation,18.1433,162,0.49213
USA,2017,332204657.0,北米,66164.032,1.59117,2.45762,2.40754,80.40187,-0.28188,20.98917,0.56952,13095.47867,1,1,1,0.78449,0.57025,0.88539,1.26368,-0.22791,validation,18.22648,176,0.52979
USA,2018,335056492.0,北米,67728.44249,1.7941,2.96651,2.41453,80.28046,-0.38043,21.296,0.64672,12766.35762,1,1,1,0.96103,0.67769,1.1461,1.23037,0.0003,validation,18.30455,227,0.6775
USA,2019,337790069.0,北米,69121.458,1.86322,2.58383,2.66932,80.13048,-0.49374,21.33111,0.65091,11750.06125,1,1,1,0.97148,0.62902,1.32368,1.18565,0.11835,validation,18.37907,207,0.61281
USA,2020,339436156.0,北米,67406.83113,0.92695,-2.08138,1.15632,79.99745,-0.57335,21.58028,0.59111,8779.15316,1,1,1,0.91557,0.86593,0.98615,1.33219,0.13108,validation,18.42379,209,0.61573
USA,2021,340161438.0,北米,71441.23198,1.89958,6.15202,2.21816,80.00748,-0.49019,21.29314,-0.00286,9491.3992,1,1,1,0.95557,1.02204,0.78212,1.72043,-0.00546,holdout,18.44347,315,0.92603
USA,2022,341534041.0,北米,72828.74309,1.93801,2.52421,2.19829,80.0325,-0.36937,21.33121,0.0001,9817.57482,1,1,1,1.29046,1.35721,1.58942,1.56532,0.31898,holdout,18.48064,514,1.50497
USA,2023,343477330.0,北米,74351.67182,1.88352,2.93436,3.8702,80.07156,-0.2089,21.37703,-0.20325,9526.13379,1,1,1,1.13832,0.94858,3.69899,1.45875,0.22275,holdout,18.53314,430,1.2519
USA,2024,345426566.0,北米,75698.17734,1.8344,2.79319,2.75059,80.12478,-0.0057,21.34983,0.05669,8533.91514,1,1,1,1.12756,0.97062,1.9068,1.62052,0.17199,holdout,18.58565,351,1.01613
USA,2025,347275809.0,北米,76931.3107,2.67858,2.16138,2.62964,80.19217,0.19472,21.34983,0.01862,8488.47205,1,1,1,1.20363,0.87236,1.48992,1.97355,-0.08683,holdout,18.63534,456,1.31308
CAN,1995,29459138.0,北米,41617.70692,,2.68233,2.68233,77.63565,,18.3473,,16980.29997,1,1,2,,,,,,train,5.42763,102,3.46242
CAN,1996,29767210.0,北米,41880.53559,,1.68896,2.18564,77.89246,,18.80677,,17097.63864,1,1,2,0.484,0.28375,0.53904,0.39775,,train,5.45593,124,4.16566
CAN,1997,30059088.0,北米,43241.22365,,4.28017,2.88382,78.09034,,20.30012,,17538.98854,1,1,2,0.38565,0.30579,0.53149,0.40917,,train,5.48262,113,3.75926
CAN,1998,30329971.0,北米,44553.26517,,3.89289,3.28734,78.26938,,20.55494,2.20764,16440.14101,1,1,2,0.40156,0.32231,0.51385,0.36635,,train,5.50727,121,3.98945
CAN,1999,30599458.0,北米,46464.52745,,5.141,4.43802,78.44393,,20.19029,1.38352,15662.89181,1,1,2,0.30504,0.34619,0.44836,0.34066,-0.17896,train,5.53168,102,3.33339
CAN,2000,30891800.0,北米,48399.28644,3.06523,5.13854,4.72414,78.6293,0.99365,19.59934,-0.70079,14713.4191,1,1,2,0.29579,0.31405,0.40428,0.32924,-0.08986,train,5.55804,75,2.42783
CAN,2001,31213578.0,北米,48774.14832,3.0945,1.8751,4.05155,78.84148,0.94901,20.15176,-0.40317,14830.11656,1,1,2,0.34534,0.33242,0.41562,0.334,-0.05622,train,5.58691,98,3.13966
CAN,2002,31535579.0,北米,49694.98709,2.82126,2.99926,3.33763,79.09902,1.00868,19.97488,-0.21541,12635.18897,1,1,2,0.31231,0.35996,0.53149,0.33685,0.00727,train,5.61565,130,4.12233
CAN,2003,31836483.0,北米,50139.76646,2.39071,1.80639,2.22691,79.39138,1.122,20.01237,0.41303,11620.94444,1,1,2,0.31231,0.35537,0.42065,0.39014,0.01652,train,5.64238,100,3.14105
CAN,2004,32132680.0,北米,51210.6594,1.96421,3.09236,2.63267,79.69231,1.24838,20.87458,0.72282,12273.29933,1,1,2,0.33868,0.36823,0.4131,0.43487,-0.00667,train,5.66857,122,3.79676
CAN,2005,32440172.0,北米,52356.53715,1.58425,3.21045,2.70307,79.97606,1.34676,21.83725,1.86236,12795.43154,1,1,2,0.51067,0.40955,0.78463,0.4577,0.19836,train,5.69563,256,7.89145
CAN,2006,32759174.0,北米,53195.76086,1.75071,2.63794,2.98025,80.21907,1.37759,22.88474,2.87238,12347.19777,1,1,2,0.63568,0.68044,0.68388,0.48244,0.32337,train,5.72356,306,9.34089
CAN,2007,33092171.0,北米,53761.8408,1.58564,2.0499,2.63277,80.44256,1.34354,23.339,2.46441,12536.7417,1,1,2,1.13271,0.70799,0.68766,0.63945,0.79404,train,5.75258,438,13.23576
CAN,2008,33449088.0,北米,53711.65803,1.38583,0.99541,1.89442,80.66289,1.27151,23.46896,1.63172,12370.26253,1,1,2,1.13029,1.18365,0.86776,0.69464,0.61962,train,5.78352,527,15.75529
CAN,2009,33826370.0,北米,51552.40203,0.13311,-2.91509,0.04341,80.85918,1.16688,22.30693,-0.57782,11390.25559,1,1,2,1.02497,1.39302,1.55668,0.80693,0.38929,train,5.81604,510,15.07699
CAN,2010,34196900.0,北米,52558.42006,0.077,3.09081,0.39038,81.01209,1.03603,23.46115,0.12216,11994.596,1,1,2,0.80904,0.76125,0.93829,0.96013,-0.32368,train,5.84781,203,5.93621
CAN,2011,34555449.0,北米,53681.10848,0.18181,3.13719,1.1043,81.10314,0.88408,23.51038,0.04142,11877.11379,1,1,2,1.14181,1.33976,1.24685,1.16567,0.01152,train,5.87839,413,11.95181
CAN,2012,34922513.0,北米,54034.78217,0.10133,1.75566,2.66122,81.15135,0.70879,24.49428,2.18735,11856.33462,1,1,2,1.20469,1.38751,1.37783,1.34456,0.17972,train,5.90953,479,13.71608
CAN,2013,35293421.0,北米,54712.15686,0.3698,2.32581,2.40622,81.18344,0.52055,24.18739,0.72624,11884.96292,1,1,2,1.09453,1.07071,1.10076,1.44162,0.28549,train,5.94083,292,8.2735
CAN,2014,35634265.0,北米,55723.46157,1.56822,2.87347,2.31831,81.21118,0.352,24.3893,0.87893,11692.56613,1,1,2,1.0124,1.13223,0.96977,1.22371,-0.12941,train,5.96944,223,6.25802
CAN,2015,35962236.0,北米,55660.84558,1.15364,0.64997,1.94975,81.24657,0.23448,23.85056,-0.64372,10432.94416,1,1,2,0.96072,0.82277,0.81612,1.11238,-0.24397,train,5.99685,162,4.50473
CAN,2016,36353345.0,北米,55606.13299,0.70714,1.03855,1.52066,81.3023,0.19916,22.77235,-1.41504,10469.57302,1,1,2,0.85313,0.52433,0.75819,1.12856,-0.24139,validation,6.02937,125,3.43847
CAN,2017,36808498.0,北米,56612.30622,0.93633,3.03383,1.57412,81.40189,0.25055,22.69628,-1.69303,10039.47512,1,1,2,0.78449,0.57025,0.88539,1.26368,-0.22791,validation,6.067,110,2.98844
CAN,2018,37294996.0,北米,57337.46829,0.94177,2.74296,2.27178,81.55003,0.36659,22.67607,-1.17449,9126.10367,1,1,2,0.96103,0.67769,1.1461,1.23037,0.0003,validation,6.10696,159,4.26331
CAN,2019,37782934.0,北米,57583.82307,0.65897,1.90843,2.56174,81.73637,0.52518,22.57993,-0.19243,8856.03537,1,1,2,0.97148,0.62902,1.32368,1.18565,0.11835,validation,6.14678,211,5.58453
CAN,2020,38171903.0,北米,54092.85769,-0.56987,-5.03823,-0.12895,81.95099,0.70442,23.18421,0.48793,8342.83792,1,1,2,0.91557,0.86593,0.98615,1.33219,0.13108,validation,6.17834,272,7.12566
CAN,2021,38454058.0,北米,56995.0952,0.49465,5.95053,0.94024,82.17793,0.87563,23.78933,1.11326,8738.92165,1,1,2,0.95557,1.02204,0.78212,1.72043,-0.00546,holdout,6.20113,299,7.77551
CAN,2022,38821259.0,北米,58583.12999,0.68676,4.69542,1.86924,82.35009,0.9482,23.08271,0.50278,8699.12539,1,1,2,1.29046,1.35721,1.58942,1.56532,0.31898,holdout,6.23067,589,15.1721
CAN,2023,39299098.0,北米,58088.37781,0.26056,1.95309,4.19968,82.52506,0.97502,23.04039,-0.14381,8971.09649,1,1,2,1.13832,0.94858,3.69899,1.45875,0.22275,holdout,6.2689,583,14.83495
CAN,2024,39742429.0,北米,57534.09152,-0.01728,2.04627,2.89826,82.70026,0.96389,22.91016,-0.87917,7991.4592,1,1,2,1.12756,0.97062,1.9068,1.62052,0.17199,holdout,6.30416,311,7.82539
CAN,2025,40126728.0,北米,57989.57847,1.40095,1.74269,1.91401,82.8757,0.92471,22.90233,-0.18038,7914.92394,1,1,2,1.20363,0.87236,1.48992,1.97355,-0.08683,holdout,6.33457,239,5.95613
BRA,1995,161735079.0,中南米,13550.43937,,4.22379,4.22379,77.7145,,20.2863,,147.72924,1,3,1,,,,,,train,12.71751,165,1.02019
BRA,1996,164202549.0,中南米,13641.6296,,2.20886,3.21633,78.30214,,18.64065,,135.613,1,3,1,0.484,0.28375,0.53904,0.39775,,train,12.81415,184,1.12057
BRA,1997,166661662.0,中南米,13896.62499,,3.39485,3.27583,79.00085,,19.1229,,156.34069,1,3,1,0.38565,0.30579,0.53149,0.40917,,train,12.90975,144,0.86403
BRA,1998,169159651.0,中南米,13737.70264,,0.3381,1.9806,79.78907,,18.54235,-1.74395,150.72743,1,3,1,0.40156,0.32231,0.51385,0.36635,,train,13.00614,159,0.93994
BRA,1999,171641544.0,中南米,13602.41371,,0.46794,1.40029,80.54661,,17.01629,-1.62436,152.20091,1,3,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,13.1012,156,0.90887
BRA,2000,174018278.0,中南米,14005.34719,0.66259,4.38795,1.73133,81.14844,3.43394,18.30449,-0.81841,179.44667,1,3,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,13.1916,145,0.83325
BRA,2001,176301201.0,中南米,14016.13138,0.54313,1.3899,2.08193,81.59605,3.2939,18.41809,-0.12426,152.06363,1,3,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,13.27785,182,1.03232
BRA,2002,178503485.0,中南米,14265.90488,0.52591,3.05346,2.94377,81.99435,2.9935,17.92625,0.90996,166.9043,1,3,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,13.36052,227,1.27168
BRA,2003,180622688.0,中南米,14259.36641,0.74818,1.14083,1.8614,82.35403,2.56497,16.60476,-1.69973,150.56802,1,3,1,0.31231,0.35537,0.42065,0.39014,0.01652,train,13.43959,181,1.00209
BRA,2004,182675144.0,中南米,14911.26096,1.85437,5.75996,3.31809,82.68168,2.13508,17.32023,-1.09785,172.64527,1,3,1,0.33868,0.36823,0.4131,0.43487,-0.00667,train,13.51574,211,1.15506
BRA,2005,184688101.0,中南米,15221.01383,1.67869,3.20213,3.36764,82.98388,1.83544,17.05618,-0.87007,179.06405,1,3,1,0.51067,0.40955,0.78463,0.4577,0.19836,train,13.59,294,1.59187
BRA,2006,186653099.0,中南米,15657.47957,2.23951,3.96199,4.30803,83.26721,1.67117,17.2103,0.60554,177.02358,1,3,1,0.63568,0.68044,0.68388,0.48244,0.32337,train,13.6621,534,2.86092
BRA,2007,188552311.0,中南米,16440.58374,2.87825,6.06987,4.41133,83.53826,1.54391,17.99576,0.67553,180.39556,1,3,1,1.13271,0.70799,0.68766,0.63945,0.79404,train,13.73144,756,4.0095
BRA,2008,190367297.0,中南米,17113.36798,3.71631,5.0942,5.04202,83.80361,1.44957,19.38533,2.32915,198.91022,1,3,1,1.13029,1.18365,0.86776,0.69464,0.61962,train,13.79737,880,4.62264
BRA,2009,192079958.0,中南米,16939.44078,2.58336,-0.12581,3.67942,84.06984,1.38816,19.10196,1.89166,184.31387,1,3,1,1.02497,1.39302,1.55668,0.80693,0.38929,train,13.85929,799,4.15973
BRA,2010,193701931.0,中南米,18062.15811,3.48209,7.52823,4.16554,84.34385,1.35997,20.53467,2.53891,164.09749,1,3,1,0.80904,0.76125,0.93829,0.96013,-0.32368,train,13.91768,235,1.2132
BRA,2011,195284736.0,中南米,18627.81045,3.53519,3.97442,3.79228,84.62258,1.35537,20.60896,1.22363,162.89548,1,3,1,1.14181,1.33976,1.24685,1.16567,0.01152,train,13.97443,662,3.38992
BRA,2012,196876113.0,中南米,18832.21955,2.75355,1.92118,4.47461,84.89739,1.35913,20.71671,1.61475,172.43331,1,3,1,1.20469,1.38751,1.37783,1.34456,0.17972,train,14.03125,742,3.76887
BRA,2013,198478290.0,中南米,19241.50598,2.37189,3.00482,2.96681,85.16766,1.36405,20.91192,0.37725,212.44137,1,3,1,1.09453,1.07071,1.10076,1.44162,0.28549,train,14.08823,409,2.06068
BRA,2014,200085126.0,中南米,19183.17274,2.51898,0.50396,1.80998,85.43314,1.3633,19.87303,-0.73594,209.04602,1,3,1,1.0124,1.13223,0.96977,1.22371,-0.12941,train,14.14514,524,2.61889
BRA,2015,201675534.0,中南米,18357.06906,0.32444,-3.54576,-0.01233,85.69357,1.34972,17.83581,-2.88091,167.59594,1,3,1,0.96072,0.82277,0.81612,1.11238,-0.24397,train,14.20125,148,0.73385
BRA,2016,203218108.0,中南米,17620.92724,-1.10522,-3.27592,-2.10591,85.9487,1.32613,15.52433,-5.38759,153.27374,1,3,1,0.85313,0.52433,0.75819,1.12856,-0.24139,validation,14.25546,121,0.59542
BRA,2017,204703440.0,中南米,17724.47996,-1.20513,1.32287,-1.83294,86.19829,1.3009,14.55899,-5.31404,123.7351,1,3,1,0.78449,0.57025,0.88539,1.26368,-0.22791,validation,14.30746,203,0.99168
BRA,2018,206107265.0,中南米,17917.74921,-1.41545,1.78367,-0.05646,86.44207,1.27441,15.09691,-2.7389,133.17823,1,3,1,0.96103,0.67769,1.1461,1.23037,0.0003,validation,14.35644,205,0.99463
BRA,2019,207455459.0,中南米,18018.62092,-1.24474,1.22078,1.44244,86.6798,1.24666,15.47117,-0.05316,121.20192,1,3,1,0.97148,0.62902,1.32368,1.18565,0.11835,validation,14.40331,223,1.07493
BRA,2020,208660845.0,中南米,17327.51572,-1.14774,-3.27676,-0.09077,86.91122,1.21765,16.56102,2.00204,133.80086,1,3,1,0.91557,0.86593,0.98615,1.33219,0.13108,validation,14.4451,384,1.84031
BRA,2021,209550291.0,中南米,18075.706,0.51093,4.7626,0.90221,87.13608,1.18737,17.91785,2.82094,161.25485,1,3,1,0.95557,1.02204,0.78212,1.72043,-0.00546,holdout,14.47585,464,2.21427
BRA,2022,210306411.0,中南米,18554.04618,0.91902,3.01669,1.50085,87.34956,1.15127,17.8004,2.32923,144.0327,1,3,1,1.29046,1.35721,1.58942,1.56532,0.31898,holdout,14.50195,808,3.84201
BRA,2023,211140731.0,中南米,19079.81221,1.26471,3.24166,3.67365,87.61597,1.1739,16.41098,-0.15005,142.88101,1,3,1,1.13832,0.94858,3.69899,1.45875,0.22275,holdout,14.53068,516,2.44387
BRA,2024,211998565.0,中南米,19652.3655,1.75099,3.41932,3.22589,87.89585,1.21606,16.90936,-1.00849,140.66605,1,3,1,1.12756,0.97062,1.9068,1.62052,0.17199,holdout,14.56017,456,2.15096
BRA,2025,212812397.0,中南米,20024.69683,2.93568,2.28575,2.98224,88.1773,1.26608,16.83903,-0.96138,140.12811,1,3,1,1.20363,0.87236,1.48992,1.97355,-0.08683,holdout,14.58809,350,1.64464
MEX,1995,90862449.0,中南米,17028.1215,,-5.9103,-5.9103,73.29623,,16.21363,,527.98489,1,0,1,,,,,,train,9.53218,57,0.62732
MEX,1996,92452700.0,中南米,17775.87279,,6.2183,0.154,73.62699,,17.71497,,574.44509,1,0,1,0.484,0.28375,0.53904,0.39775,,train,9.61523,78,0.84367
MEX,1997,94021204.0,中南米,18737.64265,,7.19888,2.50229,73.95131,,19.3948,,560.47995,1,0,1,0.38565,0.30579,0.53149,0.40917,,train,9.69645,51,0.54243
MEX,1998,95575242.0,中南米,19573.06546,,6.18508,6.53408,74.27165,,21.01536,4.80173,579.56432,1,0,1,0.40156,0.32231,0.51385,0.36635,,train,9.77626,62,0.6487
MEX,1999,97115710.0,中南米,19793.28529,,2.75503,5.37966,74.59047,,20.89902,3.18405,583.05706,1,0,1,0.30504,0.34619,0.44836,0.34066,-0.17896,train,9.85473,37,0.38099
MEX,2000,98625553.0,中南米,20470.49377,3.75101,5.02928,4.65646,74.92031,1.62408,21.23036,1.83556,638.50593,1,0,1,0.29579,0.31405,0.40428,0.32924,-0.08986,train,9.93104,35,0.35488
MEX,2001,100099101.0,中南米,20078.21839,2.46578,-0.45085,2.44449,75.29076,1.66376,19.67344,-1.34192,483.57078,1,0,1,0.34534,0.33242,0.41562,0.334,-0.05622,train,10.00495,34,0.33966
MEX,2002,101548627.0,中南米,19744.79337,1.05261,-0.23659,1.44728,75.68408,1.73277,19.36793,-1.53109,388.35582,1,0,1,0.31231,0.35996,0.53149,0.33685,0.00727,train,10.07713,33,0.32497
MEX,2003,102978517.0,中南米,19701.46339,0.13086,1.18554,0.16604,76.04617,1.77452,20.10404,-1.12632,498.43406,1,0,1,0.31231,0.35537,0.42065,0.39014,0.01652,train,10.14783,35,0.33988
MEX,2004,104394131.0,中南米,20127.22429,0.33517,3.56544,1.5048,76.32744,1.73697,20.78091,1.10747,654.70156,1,0,1,0.33868,0.36823,0.4131,0.43487,-0.00667,train,10.21734,44,0.42148
MEX,2005,105811504.0,中南米,20277.25529,-0.18951,2.11325,2.28808,76.47486,1.55455,20.71035,1.34242,667.35655,1,0,1,0.51067,0.40955,0.78463,0.4577,0.19836,train,10.28647,109,1.03013
MEX,2006,107253666.0,中南米,20965.82561,0.86892,4.80501,3.49457,76.49825,1.20749,21.67995,1.57591,733.96093,1,0,1,0.63568,0.68044,0.68388,0.48244,0.32337,train,10.35633,136,1.26802
MEX,2007,108774356.0,中南米,21102.26883,1.3387,2.07786,2.99871,76.50473,0.82066,22.35488,1.57397,780.91016,1,0,1,1.13271,0.70799,0.68766,0.63945,0.79404,train,10.42949,232,2.13286
MEX,2008,110374286.0,中南米,20992.56027,1.2776,0.94333,2.60874,76.50904,0.46287,23.55917,2.84882,729.37278,1,0,1,1.13029,1.18365,0.86776,0.69464,0.61962,train,10.50592,216,1.95698
MEX,2009,111999720.0,中南米,19385.54373,-0.7481,-6.29525,-1.09135,76.51439,0.18695,22.77439,1.09444,631.61765,1,0,1,1.02497,1.39302,1.55668,0.80693,0.38929,train,10.58299,180,1.60715
MEX,2010,113623898.0,中南米,20058.38549,-0.21682,4.97133,-0.12686,76.52444,0.04958,22.5531,0.19822,749.27019,1,0,1,0.80904,0.76125,0.93829,0.96013,-0.32368,train,10.65945,95,0.83609
MEX,2011,115243503.0,中南米,20457.60017,-0.48958,3.44405,0.70671,76.56678,0.06853,23.47207,-0.08711,945.53703,1,0,1,1.14181,1.33976,1.24685,1.16567,0.01152,train,10.73515,207,1.7962
MEX,2012,116818208.0,中南米,20898.93572,-0.19346,3.55321,3.98953,76.65852,0.15379,23.68821,0.91382,739.05431,1,0,1,1.20469,1.38751,1.37783,1.34456,0.17972,train,10.80825,201,1.72062
MEX,2013,118343572.0,中南米,20805.34804,-0.179,0.8521,2.61645,76.79558,0.28653,21.99019,-0.56291,703.87431,1,0,1,1.09453,1.07071,1.10076,1.44162,0.28549,train,10.87858,144,1.2168
MEX,2014,119784265.0,中南米,21069.76617,1.68019,2.50376,2.30303,76.97414,0.45974,21.67131,-1.80076,704.34126,1,0,1,1.0124,1.13223,0.96977,1.22371,-0.12941,train,10.9446,111,0.92667
MEX,2015,121072310.0,中南米,21408.92832,1.31174,2.70232,2.0194,77.19039,0.66594,23.16418,-0.52402,660.04357,1,0,1,0.96072,0.82277,0.81612,1.11238,-0.24397,train,11.00329,90,0.74336
MEX,2016,122251344.0,中南米,21578.26335,1.07235,1.77249,2.32619,77.44051,0.87373,23.72772,1.73753,577.50694,1,0,1,0.85313,0.52433,0.75819,1.12856,-0.24139,validation,11.05673,77,0.62985
MEX,2017,123400052.0,中南米,21777.52251,0.827,1.87173,2.11552,77.72069,1.06217,23.22554,1.55423,693.85708,1,0,1,0.78449,0.57025,0.88539,1.26368,-0.22791,validation,11.10856,78,0.63209
MEX,2018,124573713.0,中南米,21997.77302,1.12086,1.97208,1.8721,78.02712,1.23155,23.04747,-0.11671,623.41403,1,0,1,0.96103,0.67769,1.1461,1.23037,0.0003,validation,11.16126,167,1.34057
MEX,2019,125762978.0,中南米,21704.18595,0.59508,-0.39269,1.15037,78.35598,1.38185,21.66597,-2.06175,509.02898,1,0,1,0.97148,0.62902,1.32368,1.18565,0.11835,validation,11.21441,141,1.12116
MEX,2020,126799053.0,中南米,19728.48178,-1.6216,-8.35403,-2.25821,78.67796,1.48758,20.10753,-3.11801,421.2492,1,0,1,0.91557,0.86593,0.98615,1.33219,0.13108,validation,11.26051,107,0.84385
MEX,2021,127648151.0,中南米,20782.58774,-0.7486,6.04848,-0.89941,78.9324,1.49189,21.30973,-1.73774,299.34629,1,0,1,0.95557,1.02204,0.78212,1.72043,-0.00546,holdout,11.29815,105,0.82257
MEX,2022,128613116.0,中南米,21391.85737,-0.35672,3.70976,0.46807,79.19968,1.47899,22.42376,0.75778,297.16254,1,0,1,1.29046,1.35721,1.58942,1.56532,0.31898,holdout,11.34077,238,1.85051
MEX,2023,129739761.0,中南米,21864.92361,-0.12108,3.1068,4.28835,79.47349,1.44637,23.27738,3.16985,276.98525,1,0,1,1.13832,0.94858,3.69899,1.45875,0.22275,holdout,11.39034,252,1.94235
MEX,2024,130861001.0,中南米,21970.35204,0.24407,1.35058,2.72238,79.75388,1.3979,23.76231,2.45257,274.0083,1,0,1,1.12756,0.97062,1.9068,1.62052,0.17199,holdout,11.43945,158,1.20739
MEX,2025,131946897.0,中南米,21911.92928,2.12155,0.56168,1.67302,80.04089,1.36293,22.40576,-0.01799,271.75326,1,0,1,1.20363,0.87236,1.48992,1.97355,-0.08683,holdout,11.48681,129,0.97767
CHL,1995,14527382.0,中南米,14911.56407,,9.25543,9.25543,84.41673,,25.61946,,366.27384,3,1,0,,,,,,train,3.81148,123,8.46677
CHL,1996,14734049.0,中南米,15748.46536,,7.11486,8.18515,84.81486,,27.89726,,349.25905,3,1,0,0.484,0.28375,0.53904,0.39775,,train,3.8385,184,12.48808
CHL,1997,14932436.0,中南米,16687.85559,,7.39174,7.92068,85.22145,,28.63484,,358.34743,3,1,0,0.38565,0.30579,0.53149,0.40917,,train,3.86425,92,6.16108
CHL,1998,15127799.0,中南米,17161.03356,,4.18089,6.22916,85.61441,,27.57859,1.95913,318.81703,3,1,0,0.40156,0.32231,0.51385,0.36635,,train,3.88945,115,7.6019
